x,	y,	z
8.55,	-3.86,	1.32
8.99,	-1.28,	3.51
8.74,	-0.87,	2.05
9.86,	-0.73,	1.25
12.89,	1.19,	0.99
12.60,	0.58,	1.63
11.17,	-3.63,	-0.44
10.69,	-0.86,	-0.10
8.55,	5.99,	4.51
5.64,	1.16,	3.77
6.69,	-4.55,	0.17
8.28,	-0.27,	4.35
9.33,	-1.11,	3.46
10.44,	-2.98,	1.74
12.56,	-0.85,	2.31
14.77,	1.64,	1.32
11.66,	-1.18,	0.45
9.85,	-2.29,	-1.65
9.17,	2.12,	0.50
6.18,	3.51,	3.03
5.47,	-1.07,	2.53
8.69,	-3.02,	2.65
10.29,	-0.02,	5.05
11.11,	-1.21,	4.77
11.62,	-3.74,	1.04
12.69,	0.65,	1.13
11.32,	2.13,	0.85
7.99,	-1.96,	-1.77
8.23,	-1.09,	-1.51
9.51,	4.19,	2.26
8.39,	2.75,	4.77
8.68,	-3.78,	1.46
10.90,	-0.04,	3.03
10.67,	0.91,	5.50
8.95,	-5.71,	0.23
9.54,	-1.31,	0.73
10.67,	4.80,	2.95
10.24,	-1.32,	0.12
9.87,	-5.13,	-2.32
12.13,	2.96,	1.92
11.13,	5.46,	4.72
7.66,	-3.03,	1.85
7.72,	-2.92,	0.95
8.55,	4.14,	5.78
7.62,	-0.76,	3.64
8.95,	-6.85,	-0.81
10.58,	-0.24,	1.80
12.48,	5.13,	4.26
12.07,	-2.55,	0.39
12.36,	-4.77,	-2.40
11.63,	4.45,	2.51
7.49,	3.57,	3.72
5.52,	-4.16,	-1.04
7.05,	0.59,	2.91
8.66,	3.99,	6.12
8.49,	-5.66,	2.10
10.64,	-5.67,	0.23
13.86,	5.35,	5.21
13.90,	2.09,	2.71
10.90,	-5.66,	-3.90
10.25,	0.98,	-0.35
8.76,	4.32,	2.77
5.87,	-2.36,	0.48
6.69,	-1.21,	1.96
8.76,	4.85,	6.11
10.06,	-2.58,	4.95
10.82,	-8.26,	0.69
12.37,	0.69,	3.52
11.87,	3.20,	3.46
9.44,	-3.07,	-2.18
8.59,	-1.71,	-1.95
10.08,	4.41,	1.59
8.85,	1.86,	2.34
9.06,	-3.48,	1.06
9.99,	1.51,	3.28
9.59,	3.85,	6.52
9.31,	-4.26,	1.64
9.33,	-5.45,	-0.08
9.32,	1.63,	2.83
9.98,	2.43,	2.30
10.42,	-3.19,	-0.39
12.00,	-2.44,	-1.19
12.15,	4.02,	2.89
9.85,	-0.33,	2.31
8.78,	-3.75,	-1.08
7.63,	4.63,	5.73
6.92,	2.29,	5.09
7.60,	-6.36,	0.24
9.51,	-2.93,	2.32
11.07,	1.60,	3.88
11.80,	-1.08,	1.83
12.87,	-2.05,	-0.86
12.99,	1.70,	1.22
9.49,	0.26,	1.47
7.73,	-2.58,	-0.72
6.44,	3.03,	2.37
6.75,	4.47,	4.71
8.45,	-5.30,	1.92
9.58,	-6.68,	0.92
12.03,	3.48,	6.03
12.22,	2.40,	4.80
13.48,	-4.60,	-2.47
12.38,	-1.10,	-1.20
9.09,	3.28,	0.80
7.57,	-0.16,	-0.05
7.79,	-2.19,	-0.51
7.00,	2.82,	3.67
8.05,	2.04,	5.95
10.46,	-4.05,	2.48
12.28,	-3.63,	2.92
11.84,	-0.52,	3.49
9.96,	-2.09,	0.09
9.98,	-0.52,	-1.62
9.20,	2.05,	1.28
8.89,	-0.86,	-0.75
9.92,	-1.15,	1.33
10.50,	2.00,	2.53
9.26,	2.77,	6.15
8.36,	-2.04,	3.16
9.95,	-1.85,	2.10
9.30,	0.15,	3.75
8.95,	-2.71,	0.47
9.83,	-1.77,	0.49
11.95,	2.26,	1.36
11.51,	0.85,	1.61
10.78,	-3.53,	-0.61
10.85,	0.36,	0.84
8.42,	4.94,	5.21
6.34,	-0.75,	2.18
7.25,	-2.86,	1.66
8.41,	0.97,	4.45
10.02,	0.30,	3.86
11.02,	-3.56,	2.02
13.49,	-1.93,	-0.44
13.49,	3.82,	2.28
10.79,	0.91,	0.93
9.54,	-3.42,	-1.86
7.92,	2.34,	2.02
6.15,	4.59,	4.69
5.71,	-2.80,	1.96
9.11,	-3.08,	1.87
11.04,	0.47,	5.80
10.84,	-1.80,	3.59
12.21,	-1.21,	1.84
13.40,	1.30,	1.43
10.75,	0.03,	-0.12
8.45,	-1.71,	-1.71
8.37,	2.48,	0.67
8.58,	3.78,	2.68
6.10,	-2.11,	3.19
7.59,	-2.93,	2.66
11.11,	2.70,	4.58
11.33,	0.32,	6.25
11.26,	-8.26,	-1.11
10.36,	-1.25,	0.97
10.12,	5.69,	2.72
9.19,	0.88,	-0.36
8.91,	-3.45,	-1.75
11.69,	1.71,	0.89
10.73,	4.58,	5.01
8.22,	-2.78,	1.48
8.19,	-2.23,	1.46
8.78,	4.85,	5.75
8.26,	-0.63,	3.86
8.88,	-7.94,	-1.85
10.96,	-0.84,	1.21
12.70,	4.96,	3.12
11.94,	-1.81,	0.29
11.94,	-4.02,	-1.75
11.73,	3.36,	2.83
7.51,	1.69,	3.99
5.80,	-4.79,	-0.28
6.77,	2.01,	3.71
7.76,	4.25,	6.96
8.43,	-6.56,	1.21
10.84,	-5.64,	1.61
13.66,	3.17,	3.97
13.42,	1.34,	2.19
11.23,	-3.39,	-2.18
10.76,	0.81,	-0.32
7.58,	2.41,	3.23
5.76,	-2.96,	1.19
6.30,	-0.35,	3.23
8.00,	4.69,	7.26
9.90,	-3.13,	5.02
10.64,	-8.81,	1.13
12.54,	0.48,	3.35
12.29,	4.20,	3.99
10.40,	-2.46,	-2.22
9.56,	-2.73,	-2.16
9.16,	3.76,	1.26
8.76,	2.78,	3.16
8.47,	-2.35,	0.83
8.89,	1.36,	3.86
10.80,	2.51,	5.64
10.62,	-4.44,	2.59
10.97,	-6.60,	-0.48
10.11,	-0.42,	1.90
9.14,	2.04,	1.26
9.14,	0.10,	-0.56
10.43,	-1.31,	0.35
