x,	y,	z
6.58,	-0.49,	1.78
7.26,	5.59,	6.61
8.40,	-4.80,	1.00
9.81,	-6.94,	-0.90
12.91,	4.11,	4.33
14.09,	3.38,	2.57
11.80,	-6.63,	-2.67
11.49,	-3.05,	-2.75
8.12,	7.15,	4.54
6.27,	0.76,	1.69
6.83,	-4.44,	-0.02
8.67,	1.61,	4.89
9.79,	0.96,	6.24
9.67,	-5.63,	2.54
12.14,	-0.64,	1.18
11.99,	5.30,	4.26
10.45,	-1.67,	-1.99
10.07,	-4.42,	-2.82
9.67,	1.36,	0.15
8.97,	2.99,	3.62
8.27,	-1.89,	1.98
9.74,	-0.29,	3.08
9.35,	2.28,	6.23
8.45,	-2.88,	3.78
8.89,	-4.56,	0.49
9.87,	2.21,	1.60
10.24,	2.75,	2.77
10.53,	-5.37,	-2.76
11.64,	-1.32,	-1.23
12.35,	6.76,	4.24
10.36,	-0.71,	2.72
8.76,	-5.41,	0.14
8.70,	4.71,	5.16
6.58,	4.31,	6.68
6.53,	-8.05,	-1.66
8.74,	-3.31,	-0.09
10.75,	6.03,	5.83
11.96,	-1.20,	1.04
13.32,	-6.32,	-2.10
13.53,	0.64,	0.58
9.77,	4.98,	4.06
7.71,	-0.64,	0.82
7.43,	-0.71,	1.13
7.33,	2.55,	4.40
6.87,	-2.46,	3.31
8.82,	-5.24,	1.58
11.67,	1.92,	4.10
11.77,	2.85,	4.89
12.79,	-3.54,	-1.70
12.87,	-2.55,	-0.94
11.26,	1.94,	-0.02
8.30,	1.36,	1.27
6.89,	-1.73,	-0.57
7.69,	2.72,	2.23
7.78,	0.43,	6.53
8.95,	-7.54,	1.34
11.08,	-0.38,	4.38
11.40,	5.34,	6.03
10.39,	-1.57,	-0.72
9.67,	-3.49,	-2.09
11.04,	0.49,	-1.03
10.18,	1.43,	0.53
9.26,	-2.17,	0.71
10.27,	-0.18,	1.41
10.02,	5.11,	5.98
8.42,	-1.39,	4.50
8.01,	-6.56,	0.07
9.11,	0.76,	4.27
9.47,	3.22,	3.20
9.43,	-1.41,	0.23
11.25,	-3.05,	-1.49
12.38,	0.42,	0.34
11.51,	1.65,	1.91
11.52,	-0.78,	1.12
10.17,	1.02,	2.46
7.24,	1.95,	5.22
5.68,	-2.45,	2.46
6.47,	-1.90,	2.41
8.77,	0.81,	3.94
9.97,	-0.53,	2.17
11.55,	-2.57,	1.47
14.03,	-0.62,	0.05
13.38,	0.26,	1.47
10.80,	-1.62,	-1.29
8.99,	2.15,	1.02
6.98,	4.02,	3.88
6.12,	-2.51,	1.89
7.69,	-4.60,	1.59
9.56,	1.99,	5.37
11.06,	1.12,	4.88
10.98,	-3.59,	1.00
12.67,	-1.21,	0.27
12.75,	2.49,	0.39
10.14,	-1.38,	-1.29
9.58,	-2.91,	-2.77
7.83,	3.22,	2.62
6.99,	3.14,	4.55
7.69,	-4.41,	2.19
9.87,	-3.04,	2.72
10.94,	2.23,	7.03
9.86,	-1.90,	2.96
10.35,	-1.31,	-0.08
10.15,	2.56,	1.49
10.05,	-1.35,	-2.34
11.08,	-3.32,	-2.21
11.51,	1.63,	0.79
10.88,	5.11,	4.69
8.19,	-1.27,	4.38
8.45,	-4.41,	1.48
8.29,	2.77,	5.38
7.67,	1.22,	5.27
8.48,	-5.10,	-1.56
10.07,	-0.15,	1.57
11.78,	2.12,	1.41
11.93,	-2.37,	-0.90
12.06,	-2.46,	-0.61
12.40,	3.22,	2.26
8.60,	2.36,	5.10
6.63,	-4.30,	0.45
6.37,	-0.05,	2.75
6.98,	4.59,	5.89
8.27,	-3.38,	2.00
10.17,	-6.08,	-0.23
13.19,	2.32,	3.27
13.30,	2.78,	2.85
12.46,	-4.01,	-2.22
11.83,	-1.43,	-0.98
8.37,	5.27,	3.88
5.99,	0.65,	2.87
6.85,	-3.78,	-0.46
8.76,	1.96,	4.63
9.39,	-0.47,	5.05
10.03,	-5.60,	1.51
12.05,	0.57,	2.62
12.25,	3.91,	2.96
10.59,	-2.07,	-1.85
10.53,	-3.56,	-3.17
10.14,	2.90,	0.62
8.44,	2.20,	3.03
7.44,	-3.59,	0.51
9.14,	0.76,	3.76
10.17,	3.41,	6.78
9.35,	-3.48,	3.34
9.99,	-5.37,	0.22
10.38,	2.14,	1.87
9.37,	2.90,	1.93
9.36,	-3.66,	-3.09
12.05,	-1.76,	-0.96
12.44,	3.24,	2.02
9.73,	0.09,	3.49
9.07,	-2.45,	1.26
8.83,	3.87,	5.87
7.39,	1.75,	5.62
6.48,	-6.58,	0.16
8.94,	-2.31,	0.93
10.52,	3.45,	4.57
10.96,	-1.96,	0.20
12.56,	-3.21,	-1.21
13.59,	2.03,	1.55
11.08,	1.88,	3.33
8.73,	-3.11,	0.66
7.65,	1.95,	1.72
6.20,	5.62,	6.08
6.67,	-4.12,	1.03
8.29,	-5.91,	1.19
11.99,	1.66,	4.17
12.20,	2.38,	4.05
12.47,	-3.92,	-1.08
12.83,	-1.98,	-1.80
10.96,	4.14,	2.52
8.14,	-0.12,	0.61
6.89,	-2.69,	-0.48
7.47,	3.86,	3.62
8.54,	1.61,	6.16
8.65,	-7.33,	1.19
11.64,	-1.38,	3.21
12.06,	5.20,	6.54
10.57,	-2.33,	-1.64
10.10,	-1.78,	-1.75
10.64,	0.74,	-0.23
9.56,	-1.71,	-1.84
8.71,	-1.32,	1.19
9.78,	2.10,	1.77
8.83,	3.94,	7.56
8.62,	-3.36,	3.75
9.53,	-4.06,	2.15
9.95,	1.20,	4.75
9.23,	0.82,	0.83
8.96,	-1.20,	0.59
10.58,	-1.43,	-1.84
11.91,	1.24,	0.37
12.05,	-1.36,	1.01
11.08,	-2.50,	-0.32
9.64,	5.65,	5.52
7.32,	3.08,	5.56
6.26,	-4.84,	1.35
6.97,	-2.54,	2.15
8.62,	3.26,	5.22
9.94,	-1.79,	1.50
10.95,	-5.26,	-0.64
13.40,	1.70,	0.84
13.10,	3.85,	2.89
10.78,	-3.73,	-1.05
10.32,	-2.16,	-0.19
7.38,	5.40,	5.26
5.10,	0.91,	3.40
6.75,	-4.23,	0.73
9.47,	0.16,	4.10
10.61,	-0.88,	4.26
11.24,	-3.64,	1.01
13.25,	1.50,	1.56
12.45,	2.92,	1.33
10.09,	-2.14,	-1.64
9.41,	-2.76,	-1.61
8.22,	3.56,	2.06
6.98,	3.83,	5.26
7.89,	-4.34,	1.83
10.34,	-2.61,	2.96
10.82,	1.94,	6.78
10.79,	-2.61,	2.54
10.97,	-1.12,	-0.37
10.15,	3.53,	1.94
9.33,	-0.63,	-1.79
9.76,	-4.49,	-2.25
10.78,	-0.52,	-0.53
10.73,	6.18,	4.30
8.07,	0.08,	5.28
9.07,	-6.40,	0.05
9.36,	1.97,	6.36
8.30,	1.42,	6.00
8.53,	-4.43,	-2.04
9.90,	1.36,	1.95
10.67,	0.40,	0.16
