x,	y,	z
8.56,	-2.53,	2.90
7.99,	-6.39,	-1.78
10.87,	4.09,	3.45
11.49,	2.86,	2.67
11.04,	-6.11,	-2.81
11.73,	-2.36,	-0.04
11.77,	6.45,	4.13
8.84,	2.97,	5.13
6.26,	-5.38,	-0.49
6.87,	0.57,	2.45
8.32,	3.29,	5.66
7.94,	-4.87,	0.68
11.28,	-3.62,	1.01
13.00,	3.84,	3.80
12.83,	-1.00,	1.30
11.88,	-6.01,	-2.96
11.11,	3.38,	1.51
8.94,	6.56,	4.16
5.30,	-3.53,	-0.05
5.88,	-4.00,	-0.52
8.53,	5.26,	6.82
9.87,	0.65,	5.80
10.75,	-8.23,	-0.55
12.52,	-0.37,	2.27
12.66,	4.97,	4.30
11.69,	-2.76,	-2.10
9.81,	-2.18,	-1.74
9.51,	3.65,	1.39
7.92,	-0.48,	2.08
6.36,	-4.76,	-0.22
8.50,	3.67,	5.42
9.81,	5.68,	8.12
10.08,	-6.66,	1.90
11.23,	-7.38,	0.03
11.42,	4.45,	2.68
9.97,	3.82,	2.02
8.86,	-4.74,	-4.11
9.61,	-1.83,	-1.62
11.27,	3.71,	3.33
10.10,	-0.65,	2.95
9.40,	-1.36,	1.81
9.49,	5.04,	5.80
7.24,	-0.33,	4.22
8.13,	-7.68,	-0.50
9.71,	-0.34,	1.55
10.30,	5.47,	4.87
11.25,	-3.04,	-0.25
11.74,	-6.48,	-2.70
12.78,	3.02,	1.83
10.77,	5.19,	4.53
8.06,	-3.24,	-0.42
7.47,	-0.91,	1.00
6.05,	4.21,	5.74
6.68,	-1.70,	3.02
9.49,	-5.43,	0.61
11.88,	0.36,	3.55
12.26,	0.95,	3.56
12.86,	-3.15,	-0.75
12.59,	-0.51,	-0.17
11.29,	3.39,	1.36
6.95,	-0.26,	1.43
6.50,	-3.26,	-1.24
7.07,	5.21,	4.72
7.19,	3.43,	7.38
9.73,	-7.92,	0.05
11.27,	-3.35,	3.36
12.28,	3.82,	4.90
11.48,	-0.46,	1.39
11.44,	-1.62,	-2.19
10.82,	2.10,	0.36
8.36,	-0.95,	-0.26
8.34,	-3.63,	-0.42
9.00,	2.50,	2.88
7.87,	6.18,	7.22
8.71,	-2.94,	3.25
10.85,	-5.71,	1.33
11.66,	-0.54,	3.42
10.62,	0.47,	1.33
9.56,	-0.01,	-0.12
9.91,	-0.59,	-1.01
10.08,	-0.21,	-0.10
10.44,	-0.96,	1.49
11.71,	0.15,	0.76
10.23,	4.42,	5.24
7.29,	-0.49,	3.74
6.46,	-3.96,	0.54
8.97,	0.50,	3.68
10.01,	0.21,	2.08
9.83,	-2.79,	1.15
11.93,	-1.43,	0.42
13.06,	1.63,	1.82
12.36,	-1.24,	1.07
10.16,	-1.74,	-0.32
9.41,	3.84,	2.80
6.44,	2.45,	3.72
5.00,	-4.00,	1.27
7.67,	-1.10,	2.81
9.81,	3.18,	6.57
11.04,	-3.27,	2.10
12.51,	-5.07,	0.33
13.57,	-0.80,	0.95
12.33,	3.64,	1.72
10.03,	-0.40,	-0.15
8.36,	-2.01,	-1.55
8.06,	3.06,	2.17
5.79,	1.47,	4.38
6.57,	-3.85,	1.83
10.34,	-0.46,	4.81
11.68,	1.49,	6.41
10.64,	-4.01,	1.47
11.46,	-2.02,	-0.21
11.34,	4.00,	1.90
10.15,	-0.38,	-1.24
9.02,	-3.75,	-2.32
9.87,	0.91,	0.80
9.57,	4.50,	5.13
6.93,	-1.15,	5.05
9.21,	-2.64,	1.69
10.41,	4.28,	6.52
10.06,	-4.04,	2.66
9.46,	-8.94,	-3.13
10.42,	5.11,	2.86
10.60,	5.86,	3.15
10.06,	-6.54,	-3.49
10.91,	-5.31,	-1.72
12.48,	6.85,	4.03
9.83,	5.54,	6.33
6.55,	-6.53,	-0.57
7.34,	-1.47,	0.86
7.37,	5.88,	7.80
8.82,	-4.44,	0.82
11.04,	-5.87,	-1.15
12.68,	3.93,	4.11
