x,	y,	z
11.21,	2.10,	2.90
11.29,	-6.01,	-2.57
10.76,	1.52,	2.49
7.58,	4.89,	6.21
4.46,	-3.58,	0.99
5.69,	-2.92,	1.56
8.91,	3.58,	3.90
12.10,	-0.68,	3.12
12.96,	-7.35,	-1.53
13.67,	0.83,	0.55
12.72,	6.75,	4.61
9.81,	-3.14,	-1.61
9.08,	-3.52,	-1.96
7.41,	5.80,	4.69
5.92,	1.44,	4.26
6.35,	-6.41,	0.25
8.70,	-0.22,	3.67
11.75,	4.23,	6.34
12.79,	-3.21,	1.63
13.56,	-5.26,	-1.30
12.96,	1.73,	0.40
8.64,	2.13,	1.37
7.52,	-2.24,	-2.26
8.09,	2.34,	1.88
8.56,	3.31,	4.77
8.27,	-5.52,	1.39
9.31,	-3.39,	2.17
9.94,	6.12,	8.23
10.42,	0.19,	4.79
11.66,	-6.51,	-1.46
10.87,	-1.51,	0.10
9.35,	2.85,	0.72
8.80,	0.21,	-0.10
10.93,	-1.69,	-0.45
11.33,	1.75,	2.48
9.22,	1.23,	5.08
8.61,	-2.42,	1.12
7.29,	1.27,	4.52
7.45,	1.43,	4.13
9.82,	-2.83,	0.88
11.28,	-3.63,	0.42
12.51,	0.10,	-0.10
11.64,	1.87,	2.55
11.75,	-2.01,	-1.23
12.02,	0.66,	0.53
8.69,	3.14,	4.21
6.55,	-2.13,	1.59
5.26,	-1.84,	1.44
5.84,	3.35,	4.89
8.51,	-0.54,	3.21
11.53,	-5.07,	0.09
14.66,	-0.85,	1.84
13.79,	0.93,	1.75
11.15,	-1.34,	-0.50
10.58,	0.23,	-0.59
8.50,	3.72,	3.18
6.35,	-0.77,	2.33
6.71,	-3.40,	0.55
8.04,	1.97,	4.78
8.77,	0.80,	5.21
9.81,	-3.25,	2.47
13.86,	-1.23,	1.98
14.31,	-0.10,	1.72
11.46,	-1.48,	-0.27
8.89,	-0.78,	-1.57
8.69,	2.68,	-0.21
7.88,	1.59,	2.30
7.99,	-3.28,	1.03
9.99,	-0.30,	2.63
9.93,	4.57,	6.54
8.53,	-1.74,	3.62
8.98,	-5.05,	1.10
11.55,	0.23,	2.59
11.49,	0.61,	1.91
9.07,	-3.72,	-1.41
10.17,	-0.62,	-1.07
11.63,	4.84,	3.50
11.02,	-0.49,	2.76
9.43,	-4.21,	0.20
9.41,	4.12,	4.72
6.20,	2.34,	5.38
4.86,	-6.39,	0.06
9.09,	-0.93,	1.58
12.56,	3.96,	4.05
12.12,	-4.13,	-0.54
12.11,	-5.89,	-1.97
13.32,	5.41,	2.53
11.32,	5.35,	4.49
8.12,	-5.31,	-1.82
7.33,	-1.45,	0.10
6.28,	5.63,	5.81
5.59,	-1.14,	2.91
8.62,	-4.25,	0.99
11.94,	1.96,	3.73
14.34,	0.17,	3.10
13.36,	-6.33,	-1.36
11.80,	-0.00,	-1.15
10.79,	7.71,	3.51
7.33,	-0.77,	0.56
6.76,	-6.69,	-1.68
8.19,	3.15,	3.59
8.17,	5.53,	7.79
8.15,	-6.99,	0.71
9.95,	-4.07,	1.41
12.83,	5.89,	7.01
13.00,	-1.52,	1.33
10.38,	-6.06,	-3.31
9.86,	1.93,	0.17
8.25,	4.04,	1.29
8.06,	-1.86,	-0.20
10.08,	-2.09,	0.62
10.64,	4.10,	5.12
8.20,	-0.08,	5.34
8.41,	-5.79,	0.22
9.42,	2.07,	4.15
9.53,	2.99,	4.89
10.72,	-5.28,	-1.50
