x,	y,	z
8.39,	-1.55,	1.07
6.74,	-3.46,	-0.33
6.74,	4.71,	4.36
7.54,	1.97,	5.78
8.92,	-7.28,	0.99
12.12,	-2.61,	2.72
12.75,	4.02,	5.83
11.56,	-0.91,	-0.20
10.15,	-2.06,	-1.77
10.15,	3.09,	0.61
9.06,	1.58,	1.03
7.35,	-5.18,	-0.50
8.66,	0.13,	1.31
8.45,	6.19,	9.59
9.33,	-3.23,	3.46
10.61,	-5.62,	1.55
11.48,	1.15,	4.57
10.86,	-0.42,	-0.17
9.01,	-2.20,	-1.33
9.19,	1.85,	-0.46
10.41,	3.75,	1.05
10.63,	-2.83,	0.56
11.06,	-3.60,	-0.41
9.86,	6.48,	6.46
8.12,	3.41,	6.36
7.30,	-7.69,	-0.65
7.53,	-3.57,	1.69
9.56,	3.39,	4.04
10.07,	-0.50,	1.10
11.91,	-3.99,	-1.53
12.79,	0.55,	-0.37
12.21,	2.26,	3.05
11.42,	-3.56,	-0.48
8.92,	1.55,	1.86
6.85,	6.57,	6.27
5.45,	-3.20,	0.97
7.17,	-6.03,	0.41
10.02,	1.29,	4.49
11.23,	1.34,	4.67
12.14,	-3.41,	-0.07
13.10,	-1.29,	-0.13
11.84,	3.38,	1.45
9.74,	0.20,	0.66
8.69,	-2.49,	-1.23
8.30,	1.98,	2.38
5.93,	1.29,	4.64
6.85,	-2.88,	2.39
10.44,	-0.72,	4.68
11.95,	0.41,	5.03
11.40,	-3.63,	1.57
11.69,	-2.46,	-0.42
10.32,	5.27,	1.52
8.68,	2.82,	1.47
8.90,	-4.53,	-2.82
9.70,	-1.31,	0.81
8.49,	4.44,	5.84
7.77,	-0.42,	5.80
10.48,	-3.05,	2.06
11.19,	1.48,	5.82
9.68,	-2.73,	1.61
9.95,	-4.89,	-1.61
10.42,	2.03,	0.76
9.51,	3.38,	0.43
9.81,	-0.81,	0.11
11.70,	-2.90,	-0.40
11.94,	2.55,	3.42
9.08,	3.01,	6.28
7.75,	-3.07,	0.35
7.88,	-0.06,	2.81
7.28,	0.13,	3.93
7.60,	-4.55,	0.87
11.27,	-1.61,	0.84
12.82,	2.56,	1.63
12.27,	-0.73,	0.58
11.84,	-3.42,	-1.38
11.65,	1.84,	1.83
9.41,	3.77,	3.55
5.15,	-2.60,	1.69
5.66,	-2.28,	0.46
8.54,	4.45,	6.21
9.07,	-1.39,	4.62
11.60,	-7.75,	-1.15
13.13,	0.75,	2.48
12.89,	4.78,	2.45
10.79,	-1.41,	-1.32
10.14,	-1.77,	-1.63
9.67,	2.68,	1.59
6.95,	-0.20,	2.87
6.72,	-4.38,	1.36
8.97,	2.40,	4.57
9.75,	5.06,	8.43
10.61,	-6.52,	1.28
11.99,	-6.60,	-0.85
12.19,	3.78,	2.68
9.93,	3.72,	0.31
7.95,	-0.96,	-1.06
9.50,	-0.90,	-1.25
10.14,	0.41,	2.85
7.94,	-1.51,	3.30
9.34,	1.23,	4.17
10.08,	4.28,	6.66
9.45,	-4.06,	2.90
8.38,	-7.40,	-0.51
10.44,	1.34,	2.12
10.99,	3.85,	1.52
9.13,	-2.20,	-1.23
10.22,	-2.22,	-1.75
12.90,	3.86,	3.06
11.47,	0.12,	3.62
9.26,	-3.34,	0.63
7.84,	3.17,	4.34
6.12,	2.28,	4.03
6.50,	-5.19,	1.12
9.12,	-4.07,	0.77
11.91,	2.23,	3.43
12.28,	0.36,	1.58
12.47,	-3.97,	-1.35
12.34,	1.56,	0.59
11.30,	4.21,	3.50
7.75,	-3.31,	-0.45
6.90,	-2.17,	-0.02
6.90,	5.63,	5.81
7.06,	0.74,	4.89
9.72,	-7.95,	0.47
11.98,	-2.91,	2.21
13.27,	4.04,	3.90
12.53,	-0.02,	0.36
10.46,	-1.81,	-1.82
9.87,	2.44,	0.44
7.80,	-0.19,	1.83
7.41,	-4.22,	-0.88
8.78,	3.47,	4.94
8.52,	3.95,	7.57
8.96,	-5.82,	2.40
10.61,	-4.13,	2.87
11.98,	1.45,	3.56
11.13,	-0.46,	0.13
9.54,	-1.19,	-1.19
8.79,	2.23,	-0.03
9.36,	2.29,	0.69
10.25,	-3.71,	0.31
10.64,	-3.13,	0.17
9.98,	7.41,	7.80
8.44,	3.26,	6.69
9.14,	-7.96,	-0.32
9.54,	-3.90,	1.87
9.52,	2.62,	3.39
10.40,	0.62,	0.34
10.53,	-2.13,	-0.64
10.77,	-0.88,	-1.25
11.59,	2.03,	3.16
11.82,	-1.37,	1.41
10.50,	0.59,	2.20
8.11,	4.40,	5.94
5.04,	-2.48,	1.73
5.77,	-4.61,	0.81
9.38,	1.00,	3.36
11.12,	1.13,	3.31
12.50,	-3.45,	-0.31
13.15,	-1.51,	-0.68
12.00,	2.40,	2.06
9.98,	-0.53,	-0.03
9.17,	0.26,	0.45
7.67,	3.23,	2.91
6.09,	-0.43,	2.93
6.97,	-3.88,	2.68
10.36,	-1.11,	3.68
11.59,	1.56,	5.24
12.15,	-2.02,	1.63
12.83,	-2.48,	-0.64
10.69,	2.19,	0.79
8.62,	1.41,	0.57
8.49,	-1.45,	-1.23
9.37,	0.56,	1.16
7.83,	2.27,	5.21
7.85,	-2.21,	4.47
10.16,	-3.01,	3.17
10.83,	1.41,	5.94
10.17,	-1.09,	2.56
10.65,	-3.51,	-0.87
10.07,	0.66,	-0.21
9.39,	2.42,	-0.06
8.91,	-0.21,	0.04
11.36,	-1.33,	-0.17
11.46,	2.05,	3.55
8.81,	1.69,	5.94
8.01,	-1.91,	2.18
8.77,	0.03,	3.35
8.97,	-1.69,	2.69
8.13,	-4.14,	0.17
11.18,	0.60,	1.87
11.66,	2.23,	1.30
10.22,	-2.84,	-0.16
11.09,	-3.32,	-1.35
12.61,	4.70,	3.49
10.58,	3.28,	4.50
6.81,	-5.43,	-0.12
6.03,	-1.69,	1.34
6.81,	5.05,	6.03
8.27,	-1.34,	3.65
11.46,	-5.95,	-0.29
14.08,	-0.16,	2.70
12.99,	2.11,	1.84
10.67,	-2.19,	0.04
10.41,	0.12,	-1.42
9.55,	5.79,	3.26
6.48,	-1.96,	1.54
6.05,	-6.48,	-1.04
9.16,	2.77,	5.60
9.95,	3.62,	6.68
10.52,	-5.21,	1.62
12.05,	-3.42,	0.82
12.59,	2.62,	2.52
10.51,	-0.44,	-0.58
8.48,	-0.84,	-1.94
9.36,	3.69,	0.92
9.31,	0.73,	2.37
7.39,	-4.37,	1.70
9.41,	0.27,	4.28
10.40,	4.89,	7.15
9.41,	-3.26,	3.79
9.32,	-7.04,	-0.65
10.67,	1.89,	2.57
10.19,	2.97,	1.49
9.21,	-2.23,	-2.10
9.85,	-1.04,	-0.73
12.21,	3.84,	2.76
10.89,	0.42,	4.21
9.36,	-3.78,	0.48
8.84,	3.19,	4.70
6.94,	2.06,	5.11
7.34,	-6.00,	-0.02
9.30,	-3.42,	1.15
11.71,	2.80,	3.15
11.17,	-0.14,	1.26
11.17,	-4.41,	-1.82
12.18,	2.36,	0.96
11.56,	5.61,	4.26
8.79,	-4.58,	-0.10
8.15,	-3.94,	-1.20
6.68,	5.74,	5.96
5.96,	1.14,	4.11
8.92,	-5.35,	0.79
11.28,	-1.27,	3.21
13.71,	0.73,	2.70
12.82,	-2.99,	0.36
11.21,	-0.12,	-1.45
10.32,	6.44,	2.50
7.43,	-0.19,	1.62
7.33,	-7.01,	-2.04
8.04,	3.02,	4.17
8.50,	6.04,	8.10
9.47,	-6.47,	1.21
10.91,	-5.29,	1.33
12.20,	3.03,	4.85
11.21,	-0.29,	0.62
9.76,	-2.21,	-1.93
9.58,	1.89,	-0.32
8.45,	2.78,	1.82
9.05,	-2.56,	0.78
9.84,	-1.50,	1.27
9.97,	5.55,	7.72
8.82,	-1.41,	4.42
9.37,	-6.47,	0.05
10.12,	-0.23,	3.59
9.55,	1.12,	1.93
9.45,	-0.55,	-0.24
10.21,	-0.40,	-0.47
10.89,	0.44,	-0.82
10.72,	0.24,	2.17
11.14,	-2.16,	1.52
10.58,	1.18,	2.85
8.26,	4.18,	5.99
5.74,	-2.89,	2.10
6.75,	-4.18,	0.95
10.17,	1.50,	3.80
10.49,	-0.59,	2.50
12.32,	-4.21,	-1.03
13.14,	0.54,	-0.14
11.34,	3.68,	2.75
9.68,	-1.88,	0.20
9.88,	-1.00,	0.48
8.55,	3.67,	3.77
5.98,	-0.66,	2.40
6.22,	-4.44,	0.86
9.71,	1.04,	3.86
11.18,	2.69,	5.52
12.12,	-4.76,	0.51
13.70,	-4.21,	-1.17
12.09,	4.93,	1.72
9.04,	3.57,	1.81
7.28,	-3.11,	-2.18
8.76,	0.18,	0.73
8.10,	2.17,	4.94
7.40,	-2.66,	3.35
10.09,	-1.44,	3.75
11.47,	2.01,	5.72
10.66,	-2.64,	2.28
10.31,	-4.78,	-0.86
10.98,	3.00,	0.38
9.66,	4.16,	1.63
8.01,	-3.04,	-1.98
9.82,	-1.96,	0.06
11.17,	3.74,	4.70
9.05,	0.83,	5.73
9.07,	-3.91,	2.22
9.63,	0.55,	3.83
8.66,	-0.10,	4.11
8.10,	-5.34,	-0.87
10.60,	0.23,	0.88
11.39,	4.18,	1.82
10.56,	-1.55,	-0.25
10.67,	-4.37,	-1.04
12.17,	3.29,	2.77
10.35,	4.75,	6.17
6.79,	-5.00,	-0.11
6.96,	-2.29,	0.92
7.83,	4.40,	6.17
8.69,	-1.45,	2.23
10.98,	-5.64,	0.09
13.27,	-0.21,	1.17
13.35,	3.46,	2.53
10.62,	-1.97,	0.18
9.98,	-1.22,	-1.14
9.96,	5.85,	3.91
6.51,	-1.84,	2.46
6.02,	-7.31,	-1.96
8.05,	3.99,	5.12
9.70,	4.56,	6.92
10.60,	-7.02,	-0.06
12.07,	-4.35,	0.92
14.01,	3.84,	2.50
11.32,	1.38,	0.18
8.20,	-2.67,	-2.14
8.59,	1.71,	-0.82
8.74,	3.44,	4.36
8.10,	-4.52,	1.62
9.03,	-2.42,	2.65
10.17,	6.21,	7.96
9.88,	-2.04,	4.14
10.00,	-8.59,	-1.94
11.08,	1.67,	2.44
10.75,	4.95,	2.01
9.00,	-1.96,	-1.66
8.64,	-3.34,	-1.44
10.84,	3.53,	2.80
9.94,	2.59,	5.87
9.38,	-4.39,	0.76
9.74,	0.70,	4.45
8.16,	2.04,	5.67
7.14,	-4.88,	1.31
8.82,	-3.12,	0.19
11.25,	3.87,	2.38
11.21,	-0.16,	0.60
11.34,	-5.49,	-3.00
12.02,	3.06,	1.84
11.22,	5.77,	5.34
8.55,	-4.06,	0.43
7.74,	-3.01,	0.66
6.99,	5.27,	5.07
6.67,	0.93,	4.14
9.31,	-6.81,	-0.77
11.85,	-1.31,	1.91
13.23,	3.37,	3.54
12.84,	-2.17,	-0.12
11.53,	-1.94,	-1.44
9.92,	4.32,	2.10
7.57,	1.16,	2.74
7.43,	-4.99,	-0.89
7.62,	1.47,	3.36
7.71,	4.57,	6.36
9.38,	-4.93,	1.82
11.51,	-5.42,	0.97
12.97,	2.46,	4.07
12.35,	1.12,	1.92
10.12,	-2.36,	-2.29
9.16,	1.16,	-0.36
7.67,	2.19,	1.61
8.19,	-2.04,	0.52
10.01,	-0.81,	2.56
9.98,	2.98,	6.04
8.81,	-1.54,	4.97
9.59,	-4.81,	2.02
10.67,	-0.48,	2.69
10.14,	0.50,	1.82
10.25,	-0.55,	-1.01
10.03,	0.17,	-0.02
9.54,	0.14,	-0.14
9.78,	0.10,	1.60
10.74,	0.02,	2.25
10.94,	1.87,	3.83
8.25,	0.56,	5.14
7.67,	-4.21,	2.35
7.99,	-2.47,	1.67
8.78,	2.50,	3.74
10.71,	0.41,	1.28
12.45,	-3.45,	-0.86
12.59,	-0.59,	-0.46
11.73,	3.22,	2.83
9.79,	-0.81,	1.03
9.30,	-0.83,	0.72
8.18,	2.53,	4.12
5.51,	-0.64,	2.52
6.11,	-3.51,	1.58
9.96,	-0.82,	3.14
11.72,	1.15,	3.65
12.21,	-2.51,	1.27
13.25,	-2.60,	-1.06
12.19,	2.70,	1.52
9.54,	0.91,	0.44
8.01,	-0.65,	-0.54
8.52,	2.72,	2.20
7.35,	-0.02,	3.21
7.06,	-4.08,	2.70
9.54,	-1.03,	3.82
11.75,	2.44,	5.63
11.77,	-2.44,	1.99
11.56,	-4.49,	-0.84
11.33,	2.11,	0.49
8.82,	2.86,	0.99
7.31,	-1.88,	-1.63
9.41,	-0.36,	0.14
10.21,	3.31,	4.91
9.25,	-1.53,	4.73
9.60,	-4.12,	1.96
10.10,	2.25,	5.23
8.88,	0.25,	3.68
8.82,	-5.08,	-1.07
10.66,	-0.21,	0.38
11.65,	2.89,	0.86
10.13,	-1.24,	-0.42
10.11,	-2.46,	-0.30
11.47,	3.73,	3.35
9.71,	3.81,	6.23
7.33,	-5.06,	0.80
8.07,	-2.20,	1.71
8.45,	2.62,	4.98
7.81,	-1.74,	1.29
10.30,	-1.95,	1.06
12.67,	1.48,	1.52
12.81,	-0.80,	0.98
11.44,	-3.72,	-0.82
10.66,	3.13,	1.66
9.25,	6.95,	4.84
6.30,	-3.75,	1.37
6.09,	-6.87,	-1.01
7.75,	4.56,	5.82
