x,	y,	z
10.01,	0.15,	2.35
11.48,	-1.27,	0.49
13.00,	0.07,	0.61
13.47,	1.05,	1.19
11.19,	-1.03,	0.64
9.05,	-0.66,	0.66
6.22,	2.58,	3.46
5.69,	1.11,	4.06
8.36,	-2.50,	2.67
9.25,	-2.21,	3.80
11.74,	-2.02,	2.40
11.88,	-1.34,	1.83
11.68,	0.27,	0.23
11.13,	1.76,	-0.12
10.95,	0.08,	0.10
9.76,	-3.25,	-1.82
7.86,	0.56,	1.42
6.58,	3.44,	4.22
8.11,	-1.51,	3.97
9.91,	-3.64,	3.51
11.31,	-1.33,	4.87
11.26,	-1.63,	3.08
10.17,	-3.18,	-0.34
9.60,	-0.86,	-0.55
9.40,	3.65,	0.98
10.42,	1.83,	0.65
11.13,	-2.78,	-1.24
10.07,	1.47,	2.12
8.60,	3.29,	5.97
8.78,	-1.88,	1.74
8.49,	-2.43,	3.76
8.43,	-1.31,	2.71
9.30,	-0.09,	1.56
9.80,	-0.25,	0.75
11.24,	-0.81,	-1.12
11.33,	0.80,	0.89
12.79,	0.35,	0.58
12.79,	0.91,	1.22
9.34,	0.62,	3.81
7.00,	-1.65,	2.40
5.74,	0.86,	3.59
6.61,	1.55,	4.24
9.64,	-3.40,	1.24
10.73,	-3.27,	1.01
11.67,	0.58,	2.24
12.10,	1.12,	1.19
12.18,	-0.82,	0.14
12.21,	-0.38,	-0.58
8.30,	1.61,	2.14
5.80,	0.12,	2.25
5.18,	-1.74,	1.86
9.29,	1.12,	4.25
10.39,	1.29,	5.63
11.03,	-4.17,	2.14
12.01,	-2.93,	1.43
11.89,	1.25,	1.99
10.15,	0.79,	-0.43
10.25,	1.37,	-0.50
10.63,	0.28,	-0.17
8.17,	-2.03,	-0.19
6.91,	0.46,	2.52
8.40,	2.59,	4.28
10.16,	0.26,	4.52
10.56,	-4.16,	3.60
10.93,	-3.75,	1.95
9.79,	0.09,	2.05
9.22,	-0.45,	0.22
8.80,	0.46,	0.16
10.29,	1.91,	0.96
12.35,	0.43,	1.03
10.33,	-1.39,	1.92
9.41,	1.56,	2.86
8.55,	4.31,	5.60
7.21,	-2.72,	2.46
7.52,	-5.87,	0.45
9.49,	0.34,	2.51
10.67,	2.26,	2.45
10.72,	-1.92,	-0.01
11.32,	-3.00,	-1.10
13.14,	2.63,	1.47
12.46,	3.61,	3.79
9.29,	-3.83,	0.30
7.80,	-2.44,	0.70
5.74,	3.93,	5.70
5.93,	0.72,	3.68
9.20,	-3.51,	1.88
11.40,	-3.21,	2.38
12.18,	-0.99,	1.37
11.67,	0.91,	1.99
11.70,	1.58,	-0.26
11.41,	1.14,	0.54
9.00,	-2.42,	0.02
6.44,	-2.46,	0.20
6.61,	3.82,	3.77
8.24,	3.36,	5.90
11.06,	-5.51,	2.19
11.53,	-4.72,	2.09
12.14,	0.98,	4.11
11.34,	-0.66,	0.46
9.48,	-0.30,	-0.88
9.54,	3.00,	0.04
10.10,	0.36,	0.40
9.03,	-4.53,	-1.43
8.53,	2.02,	2.67
8.62,	7.80,	7.15
9.33,	-2.59,	3.56
9.90,	-8.15,	0.08
10.51,	-1.18,	3.47
10.16,	1.62,	2.42
8.84,	-0.74,	-0.22
9.24,	-0.66,	-0.59
11.50,	2.07,	1.11
12.16,	1.01,	2.04
11.15,	-1.58,	0.73
9.84,	2.24,	2.90
7.07,	2.46,	5.42
6.76,	-3.23,	1.68
7.68,	-3.41,	2.08
9.17,	-0.06,	2.55
10.95,	-0.40,	1.83
11.21,	-1.87,	0.12
12.12,	0.30,	0.31
12.33,	2.03,	1.81
11.40,	-0.89,	1.13
9.80,	-1.48,	0.79
6.86,	1.57,	3.16
5.76,	0.72,	3.46
7.23,	-0.79,	3.16
9.56,	-0.13,	4.05
11.83,	-2.32,	3.03
12.02,	-3.80,	0.87
12.27,	1.40,	0.70
10.85,	4.69,	1.77
9.73,	-0.25,	-0.54
9.44,	-3.25,	-1.92
7.20,	0.11,	1.92
6.49,	2.80,	4.12
8.54,	0.29,	4.48
11.16,	-2.32,	3.79
11.67,	-2.98,	3.35
11.99,	-1.05,	2.99
10.32,	-1.66,	0.22
9.49,	-1.59,	-1.43
8.74,	3.18,	0.93
10.12,	2.33,	0.87
10.38,	-2.24,	-0.55
9.35,	0.73,	2.35
8.55,	3.29,	5.36
9.13,	0.53,	3.34
9.13,	-3.47,	2.92
8.96,	-4.01,	1.11
9.69,	0.11,	1.82
9.57,	1.34,	0.72
10.17,	-0.06,	0.11
10.73,	-1.65,	-0.03
13.45,	-0.31,	0.41
12.85,	1.99,	3.09
8.27,	-0.00,	2.61
6.74,	-1.07,	2.01
7.02,	1.32,	3.82
7.57,	-0.38,	3.90
9.66,	-3.71,	0.82
11.26,	-1.52,	2.15
11.91,	-0.81,	1.24
11.47,	-0.51,	0.57
11.36,	0.72,	1.26
11.80,	0.53,	0.05
8.77,	-0.51,	1.80
6.51,	-1.64,	1.63
6.03,	0.41,	2.61
7.68,	2.53,	4.42
10.23,	-2.14,	3.72
11.86,	-4.13,	1.53
12.43,	-0.77,	3.15
11.99,	-0.58,	0.11
9.65,	2.21,	0.51
9.33,	2.84,	0.38
10.08,	-0.54,	-0.25
7.98,	-2.88,	0.52
7.57,	0.05,	3.08
8.72,	4.01,	5.61
10.80,	0.01,	5.68
11.23,	-6.13,	2.40
11.60,	-2.31,	1.83
10.57,	1.07,	3.44
8.63,	-2.07,	-2.36
7.84,	0.20,	-0.35
10.96,	3.71,	1.29
11.00,	0.56,	1.45
9.71,	-2.47,	1.39
9.74,	1.64,	2.95
9.11,	4.64,	5.63
8.07,	-2.62,	2.46
8.09,	-5.74,	0.05
9.36,	-0.29,	2.12
10.49,	1.56,	1.58
10.33,	-1.44,	-0.02
11.51,	-1.88,	-0.65
13.45,	2.28,	1.68
12.59,	1.81,	3.03
9.01,	-3.38,	0.03
7.20,	0.59,	1.53
6.19,	3.96,	5.14
6.69,	-1.71,	2.40
9.73,	-4.11,	1.68
11.32,	-0.30,	3.25
11.76,	-0.79,	2.09
11.58,	-2.41,	-0.50
11.28,	3.06,	1.24
10.84,	4.04,	2.32
8.64,	-3.93,	-0.07
7.11,	-4.72,	-0.76
6.91,	5.02,	5.32
7.34,	4.68,	6.14
9.83,	-5.56,	1.75
12.57,	-5.25,	1.75
12.65,	0.81,	4.07
11.14,	-1.29,	0.86
9.65,	0.22,	-1.92
8.96,	4.88,	1.74
9.19,	0.30,	-0.19
8.97,	-4.84,	-0.86
8.72,	1.17,	2.15
9.19,	6.78,	7.49
9.76,	-1.72,	4.00
11.17,	-6.20,	1.44
10.46,	-2.63,	2.92
10.49,	-0.85,	1.41
9.50,	-0.35,	-0.35
8.29,	0.68,	-0.23
9.91,	2.17,	1.16
11.05,	-0.07,	1.38
11.04,	-1.72,	0.92
10.55,	2.50,	3.60
7.82,	1.61,	4.34
7.50,	-3.50,	1.47
8.13,	-2.22,	1.92
9.17,	0.62,	2.95
10.90,	-1.45,	0.76
11.63,	-3.22,	-0.40
12.30,	1.31,	0.97
12.22,	2.99,	2.92
11.50,	-2.13,	-0.24
9.80,	-1.91,	0.51
6.41,	3.12,	3.71
5.23,	1.54,	3.80
7.60,	-2.67,	1.85
9.99,	-2.25,	3.15
11.50,	-0.76,	3.02
11.86,	-1.51,	2.47
11.80,	-0.88,	-0.58
10.93,	2.67,	1.28
9.65,	1.20,	0.51
9.42,	-1.91,	-1.00
7.45,	-1.17,	1.28
7.37,	1.34,	3.95
8.12,	0.96,	4.69
10.20,	-0.70,	4.32
12.26,	-3.16,	3.30
12.34,	-3.49,	1.76
11.07,	-0.48,	0.38
9.93,	1.74,	-0.38
7.88,	2.02,	0.31
8.67,	0.04,	-0.43
10.15,	-0.43,	1.17
8.76,	0.87,	3.35
8.96,	0.75,	4.10
9.69,	0.46,	4.44
10.51,	-1.88,	4.09
9.83,	-4.44,	1.25
9.88,	-1.67,	0.74
10.61,	0.84,	0.49
9.18,	1.58,	0.58
9.08,	0.29,	0.71
12.28,	-0.25,	0.37
12.16,	0.68,	2.93
9.38,	-0.77,	2.65
7.88,	0.06,	2.05
7.01,	1.64,	4.16
7.38,	-1.51,	2.22
9.59,	-2.15,	1.18
11.20,	0.05,	2.49
12.31,	-1.55,	-0.26
11.83,	-0.73,	0.44
11.67,	1.31,	0.94
11.22,	2.02,	0.93
8.04,	-0.48,	2.36
6.22,	-3.42,	0.49
6.43,	2.00,	3.73
7.93,	4.13,	5.34
10.19,	-4.58,	2.29
12.29,	-6.05,	0.11
12.66,	1.67,	4.11
11.88,	1.16,	1.12
9.66,	-0.52,	-0.74
9.43,	1.92,	0.14
9.03,	0.78,	1.00
7.61,	-2.55,	1.19
7.89,	-1.86,	2.48
9.30,	2.72,	5.43
10.06,	1.37,	6.49
11.06,	-4.63,	2.60
12.09,	-3.48,	1.28
11.02,	-0.84,	1.83
8.81,	0.15,	-1.51
7.72,	2.86,	0.42
9.53,	1.85,	0.96
10.43,	-1.68,	0.61
9.17,	-1.49,	2.43
9.63,	2.22,	3.68
9.39,	2.68,	5.40
8.92,	-3.04,	2.80
10.03,	-4.21,	0.39
9.77,	0.26,	2.74
10.51,	-0.45,	-0.28
10.26,	-1.35,	-0.52
10.61,	0.88,	0.70
11.80,	2.76,	2.09
10.88,	-2.05,	2.59
10.11,	-4.48,	-0.29
7.66,	4.35,	5.34
6.02,	3.73,	5.14
7.27,	-4.60,	0.02
9.88,	-3.28,	1.52
11.69,	0.80,	2.89
11.97,	-1.73,	1.85
11.57,	-3.51,	-1.22
11.62,	3.83,	2.21
10.39,	4.72,	2.83
8.31,	-3.23,	-0.56
7.11,	-3.74,	-0.38
7.26,	3.43,	4.56
7.78,	2.89,	5.58
10.68,	-3.62,	2.03
12.61,	-3.52,	2.73
12.57,	-0.81,	2.18
11.79,	-0.42,	0.86
10.00,	1.59,	-0.72
9.06,	2.73,	0.62
8.38,	-0.79,	0.19
7.89,	-3.36,	0.53
8.73,	1.26,	3.34
9.24,	3.37,	6.62
9.80,	-3.11,	3.37
11.13,	-2.82,	2.91
10.94,	-0.91,	3.47
10.37,	-3.66,	-0.95
9.33,	-0.27,	-0.71
9.12,	4.76,	1.01
8.61,	2.41,	1.84
10.08,	-2.87,	-0.25
11.27,	-0.51,	1.90
10.15,	3.94,	5.09
8.25,	0.55,	3.53
8.25,	-3.10,	1.57
10.18,	-1.56,	2.13
9.66,	-0.64,	1.80
10.82,	-1.09,	0.21
11.47,	-0.42,	0.02
10.70,	1.01,	1.23
10.22,	0.84,	2.08
11.17,	-0.58,	1.67
9.99,	-0.99,	2.12
7.45,	0.42,	3.45
5.53,	0.09,	3.37
7.32,	0.48,	2.55
9.59,	0.03,	3.61
11.85,	-4.28,	0.47
12.58,	-3.04,	1.12
12.18,	2.01,	1.28
10.72,	2.83,	1.91
8.71,	-1.19,	-0.49
8.46,	-0.59,	-0.13
7.60,	0.48,	2.46
7.15,	-1.67,	1.84
9.21,	-1.13,	3.64
11.09,	1.31,	4.32
12.02,	-0.78,	4.53
11.62,	-5.37,	0.27
11.71,	-0.51,	0.12
10.26,	3.76,	1.81
8.15,	0.44,	-0.99
7.91,	-0.77,	-0.41
9.09,	-0.16,	1.76
8.41,	0.10,	3.63
9.28,	-1.19,	4.04
10.43,	-0.78,	3.75
10.75,	0.28,	4.56
10.05,	-1.90,	2.06
9.79,	-3.07,	-0.50
9.91,	-0.81,	-0.85
9.48,	2.89,	0.89
9.05,	1.78,	1.19
11.36,	-0.24,	0.90
11.67,	-0.36,	2.74
9.34,	-2.05,	2.48
8.29,	0.20,	2.68
8.05,	2.88,	4.80
8.40,	-1.39,	1.97
10.37,	-4.69,	-0.12
11.15,	-1.00,	1.31
12.06,	1.97,	1.65
10.70,	-0.41,	1.13
10.53,	-0.81,	-0.14
10.72,	3.29,	2.69
8.33,	-1.26,	2.75
7.36,	-6.04,	-0.88
6.93,	2.35,	3.78
7.54,	6.06,	6.15
10.18,	-3.21,	1.77
12.00,	-6.13,	-0.37
13.67,	-0.43,	2.36
12.88,	1.64,	1.22
9.45,	0.84,	0.15
8.79,	1.18,	-0.02
7.54,	1.43,	2.19
7.38,	-2.37,	2.10
8.20,	-3.18,	1.20
9.63,	2.48,	5.13
10.87,	0.80,	5.43
11.78,	-4.17,	1.35
11.66,	-2.43,	2.13
10.72,	-1.20,	0.36
9.27,	0.67,	-0.38
8.42,	2.52,	0.27
8.60,	2.48,	1.30
8.65,	-0.31,	2.00
9.34,	-2.69,	1.95
10.11,	0.86,	3.93
10.13,	2.16,	5.73
9.50,	-3.07,	2.32
9.91,	-2.95,	0.50
10.05,	0.93,	2.12
9.90,	-0.53,	-0.80
10.01,	-1.36,	-1.04
11.03,	2.16,	1.18
10.59,	3.05,	3.15
10.25,	-2.98,	1.97
9.76,	-3.81,	0.61
7.92,	3.97,	5.41
6.82,	2.89,	4.75
8.34,	-3.64,	0.63
10.75,	-3.30,	1.46
11.87,	-0.56,	1.84
11.86,	-0.61,	1.56
11.74,	0.30,	-0.01
10.32,	2.88,	2.33
8.62,	0.38,	1.76
8.18,	-2.60,	0.59
7.65,	-0.81,	1.87
7.64,	1.21,	3.15
8.02,	-0.61,	3.27
10.70,	-1.39,	2.07
12.76,	-0.25,	3.17
12.86,	-2.75,	1.37
12.02,	-2.25,	-1.36
10.04,	3.38,	0.80
7.68,	4.08,	1.67
6.70,	-1.64,	0.18
8.64,	-2.94,	0.95
9.21,	1.11,	4.40
9.23,	-0.07,	5.08
10.21,	-2.97,	3.05
12.20,	-0.18,	3.45
11.15,	-0.40,	3.19
10.11,	-3.64,	-0.58
9.57,	-0.68,	-1.63
9.01,	4.92,	1.82
8.11,	2.11,	1.18
8.57,	-1.37,	0.74
10.77,	-0.05,	2.47
10.39,	1.43,	4.98
9.24,	-2.18,	3.31
9.43,	-2.62,	2.05
9.59,	0.10,	3.08
9.33,	-1.33,	0.72
10.58,	-1.67,	-0.22
11.09,	-0.08,	0.08
11.05,	1.41,	1.13
10.22,	0.54,	2.11
10.20,	-0.52,	1.49
9.64,	1.25,	3.10
7.11,	-0.79,	2.82
6.59,	-2.67,	1.67
8.54,	1.92,	3.64
10.74,	2.08,	4.17
11.82,	-5.76,	-0.25
13.06,	-4.01,	-0.80
12.67,	6.02,	3.94
10.14,	2.92,	2.85
7.93,	-3.49,	-1.58
8.13,	0.84,	2.04
7.28,	0.65,	3.65
6.90,	-4.00,	1.34
8.85,	-1.29,	2.51
11.22,	3.27,	4.83
12.11,	-1.54,	2.99
12.09,	-6.15,	-0.93
11.76,	-0.85,	-0.06
10.32,	3.82,	1.04
7.32,	1.47,	-0.37
7.77,	-0.00,	-0.71
8.80,	0.68,	2.97
9.38,	-1.67,	3.67
9.92,	-2.35,	3.06
10.94,	2.13,	5.11
11.03,	0.72,	4.37
10.25,	-4.80,	-0.00
10.18,	-2.54,	-0.68
10.18,	2.56,	0.71
8.91,	1.14,	0.34
8.56,	-1.57,	-0.78
