x,	y,	z
8.02,	-0.30,	4.95
7.72,	-6.09,	1.71
9.50,	3.44,	5.83
9.48,	6.20,	8.46
9.47,	-7.42,	-0.79
9.88,	-6.84,	-1.76
10.88,	4.06,	2.64
10.45,	3.26,	0.34
10.49,	-2.77,	-1.11
12.38,	-1.39,	-0.92
10.96,	3.70,	5.07
8.47,	-0.47,	3.58
7.16,	-1.46,	1.12
7.03,	3.93,	5.26
7.50,	-1.04,	2.89
8.88,	-6.58,	0.13
11.18,	-1.00,	1.59
12.50,	3.69,	3.58
12.89,	-2.31,	-0.53
13.55,	-3.66,	-2.24
11.14,	4.35,	3.16
8.43,	3.04,	3.89
6.08,	-4.54,	-0.60
5.27,	-1.07,	1.49
7.46,	4.71,	6.01
9.34,	-2.05,	3.63
12.01,	-6.59,	-0.11
13.27,	0.72,	3.49
12.64,	1.30,	1.86
11.53,	-3.07,	-2.54
10.33,	2.24,	-0.29
8.44,	4.81,	1.99
6.82,	-3.60,	0.53
7.03,	-4.92,	-0.16
8.73,	5.03,	7.62
8.69,	2.69,	6.97
11.73,	-5.07,	1.27
12.46,	-3.00,	2.56
11.06,	-0.66,	0.47
9.41,	0.19,	-0.61
9.79,	2.53,	-0.04
9.67,	1.38,	0.24
9.44,	-2.44,	0.88
9.69,	-2.04,	1.93
9.73,	4.00,	5.36
7.82,	3.07,	6.77
8.32,	-4.69,	1.47
9.45,	-3.24,	2.11
10.01,	0.10,	2.47
10.72,	-1.30,	-0.11
10.62,	-1.49,	-0.46
12.07,	1.73,	-0.30
12.24,	2.44,	1.56
10.41,	-3.17,	0.95
9.86,	-2.60,	0.57
7.68,	6.29,	5.90
5.24,	2.80,	4.73
6.97,	-5.83,	0.25
9.33,	-2.54,	2.28
11.01,	0.34,	3.60
10.79,	-1.84,	1.22
13.68,	-0.19,	0.17
14.40,	2.50,	0.89
10.14,	-1.60,	0.44
8.34,	-3.04,	-0.88
7.50,	3.87,	3.19
6.21,	3.82,	4.64
5.38,	-4.42,	1.94
8.95,	-3.02,	2.49
12.30,	0.93,	5.39
12.62,	-2.94,	2.21
12.70,	-3.02,	-0.64
12.56,	2.89,	0.67
9.73,	3.00,	1.02
7.21,	-2.64,	-1.51
8.30,	-1.06,	-0.07
8.86,	4.71,	4.16
7.38,	-1.08,	5.39
8.42,	-5.81,	1.79
11.19,	2.15,	6.04
11.88,	1.87,	5.53
10.50,	-6.22,	-2.54
9.84,	-1.75,	-0.97
10.11,	5.32,	1.60
9.49,	0.85,	0.08
9.59,	-4.71,	-1.12
11.74,	0.83,	1.24
9.43,	5.73,	7.47
7.30,	-2.44,	3.24
8.00,	-2.59,	1.75
9.13,	3.04,	6.17
8.90,	-3.25,	0.87
10.09,	-4.68,	-0.69
12.87,	1.91,	1.10
12.70,	2.70,	0.89
10.99,	-3.25,	0.11
11.53,	-3.00,	-0.71
9.81,	5.97,	5.84
6.27,	2.23,	5.53
4.92,	-4.79,	-1.19
6.25,	1.69,	3.92
10.18,	0.25,	4.06
10.57,	-6.90,	-0.50
12.17,	-1.09,	1.48
14.32,	5.96,	2.89
12.59,	-0.72,	0.77
11.03,	-7.10,	-3.74
9.49,	4.14,	1.45
7.66,	8.97,	6.41
5.14,	-6.11,	-0.39
5.98,	-7.09,	-0.63
9.85,	6.62,	8.58
11.49,	1.41,	6.26
12.75,	-8.88,	-2.22
13.70,	-1.46,	0.97
11.40,	5.13,	2.00
8.66,	-0.33,	-1.10
7.87,	-1.70,	-1.90
9.32,	2.82,	1.80
7.99,	0.50,	4.19
7.81,	-4.98,	2.13
9.90,	1.86,	5.09
9.86,	4.96,	8.16
9.97,	-6.36,	-0.01
10.61,	-6.32,	-1.79
10.75,	4.09,	2.19
10.34,	3.02,	0.72
9.64,	-3.11,	-1.59
11.01,	-1.12,	-0.31
11.25,	3.44,	4.73
9.02,	-0.13,	3.80
8.15,	-1.47,	2.08
7.57,	3.05,	4.40
7.74,	-1.05,	3.52
8.37,	-6.69,	0.05
11.18,	-0.21,	1.70
12.77,	4.90,	3.73
12.29,	-3.65,	-0.89
12.05,	-5.13,	-2.79
11.54,	5.85,	4.38
8.86,	3.73,	4.45
6.11,	-5.32,	-0.77
5.84,	-0.11,	1.79
6.34,	5.43,	6.96
8.64,	-3.60,	3.19
11.93,	-7.56,	-0.80
13.32,	1.49,	3.41
13.13,	3.69,	2.65
11.85,	-3.02,	-1.50
11.64,	-0.81,	-1.14
9.49,	4.09,	2.51
6.33,	-1.03,	1.40
6.38,	-3.06,	-0.22
7.18,	3.04,	6.38
7.85,	0.31,	5.68
11.26,	-4.55,	2.08
13.07,	-1.54,	3.24
13.38,	-0.20,	0.98
10.63,	-1.79,	-0.88
8.97,	1.08,	-1.67
8.64,	4.39,	0.83
8.83,	-1.58,	0.76
9.31,	-4.80,	-0.28
10.05,	3.96,	5.73
8.78,	5.02,	7.57
8.36,	-6.11,	1.16
9.81,	-4.45,	0.53
10.50,	2.43,	3.88
10.49,	-0.34,	-0.29
10.46,	-2.29,	-0.56
11.50,	0.17,	-1.13
11.21,	2.24,	3.10
9.91,	-2.20,	1.79
9.71,	0.66,	2.18
8.24,	5.89,	7.09
5.52,	-3.04,	2.05
