x,	y,	z
6.42,	3.61,	4.77
8.15,	3.87,	5.86
9.69,	-7.62,	0.94
11.93,	-5.84,	-0.34
12.98,	5.59,	5.72
12.63,	1.01,	1.25
11.08,	-3.83,	-2.87
10.23,	1.13,	0.37
7.92,	2.18,	2.22
6.39,	-3.23,	0.71
8.28,	1.50,	2.26
8.53,	6.17,	8.44
10.15,	-5.24,	2.32
11.35,	-7.04,	1.22
11.92,	2.65,	3.52
11.00,	4.11,	2.13
9.55,	-2.44,	-1.57
9.53,	-4.02,	-3.15
9.64,	2.53,	1.93
9.63,	1.67,	3.15
9.34,	-2.14,	1.41
8.93,	2.85,	4.97
8.42,	2.21,	6.39
8.39,	-5.70,	1.75
9.66,	-3.54,	0.71
10.46,	4.16,	3.98
10.04,	0.27,	0.65
10.63,	-4.61,	-2.56
12.31,	0.21,	-0.02
12.01,	3.75,	2.96
10.00,	-1.44,	0.97
9.15,	-0.78,	0.54
6.57,	4.54,	6.11
5.34,	-0.84,	3.71
8.36,	-5.23,	0.90
10.49,	-0.95,	2.74
10.75,	1.01,	3.20
12.09,	-1.42,	1.06
13.66,	-1.80,	-0.53
13.22,	-0.51,	0.58
10.60,	-0.52,	0.34
8.35,	1.36,	1.05
7.24,	3.10,	2.08
5.10,	0.18,	3.26
6.64,	-3.08,	2.46
10.42,	-2.25,	3.79
12.18,	-0.01,	4.21
12.02,	-0.99,	2.50
12.74,	-2.20,	-0.25
11.66,	1.71,	-0.40
9.28,	1.72,	0.23
7.90,	-2.13,	-1.47
8.47,	-0.58,	0.50
7.92,	3.05,	4.58
7.75,	0.56,	5.35
10.02,	-3.28,	2.62
12.03,	-0.36,	4.34
10.63,	-1.63,	2.90
10.00,	-2.97,	-1.25
10.36,	3.35,	1.71
9.70,	0.52,	-0.07
9.38,	-4.01,	-1.87
10.28,	-0.41,	1.38
10.98,	5.25,	4.40
8.13,	2.06,	6.54
7.61,	-4.55,	0.85
8.63,	0.83,	4.17
9.39,	-0.84,	3.79
9.19,	-5.43,	-1.79
10.68,	1.43,	2.53
12.03,	3.00,	1.14
11.61,	-2.59,	-0.06
11.60,	-4.20,	-0.63
11.18,	3.27,	2.23
9.05,	6.38,	5.63
5.18,	-3.50,	0.88
5.25,	-4.21,	0.18
8.57,	3.73,	5.91
9.95,	-0.78,	3.74
11.02,	-5.89,	-1.01
13.35,	1.14,	2.57
13.82,	3.02,	1.93
12.38,	-3.42,	-0.73
10.09,	-1.98,	-1.51
9.49,	6.34,	3.11
5.85,	0.93,	3.52
3.96,	-7.65,	-1.24
8.33,	2.55,	4.80
10.61,	6.09,	8.73
11.19,	-7.67,	-0.23
12.52,	-5.54,	-0.21
12.91,	5.54,	3.47
10.97,	1.39,	-0.35
8.34,	-3.55,	-3.30
8.96,	1.26,	-0.47
9.25,	3.25,	3.87
7.30,	-3.28,	2.79
9.02,	-1.86,	2.85
10.37,	5.71,	7.50
10.39,	-1.25,	4.20
9.95,	-8.68,	-1.21
10.65,	1.46,	0.74
10.15,	7.08,	3.80
9.42,	-4.04,	-2.81
10.27,	-6.39,	-2.94
12.14,	4.81,	2.82
10.32,	6.01,	6.37
7.95,	-4.98,	0.37
7.70,	-2.06,	1.78
7.66,	4.90,	7.36
7.84,	-3.36,	2.63
10.19,	-5.58,	-1.85
12.19,	3.48,	3.70
11.73,	0.63,	1.10
11.68,	-5.38,	-1.78
12.93,	0.69,	0.79
11.33,	5.78,	4.46
6.79,	-2.27,	1.58
6.12,	-3.96,	-1.48
5.92,	5.37,	6.09
7.55,	1.56,	4.27
10.28,	-7.27,	0.40
11.70,	-3.14,	1.18
12.98,	4.62,	5.01
12.53,	-1.08,	1.13
12.53,	-3.18,	-2.69
11.06,	3.63,	1.61
7.54,	2.21,	2.39
6.47,	-4.65,	-0.15
6.73,	0.63,	2.12
7.49,	6.90,	8.34
10.10,	-3.93,	2.45
11.74,	-7.54,	0.44
13.47,	1.14,	3.38
12.02,	2.69,	1.89
9.19,	-1.27,	-1.91
9.35,	-0.91,	-1.88
8.71,	1.31,	1.02
8.70,	-1.20,	2.17
9.43,	-1.42,	1.34
9.43,	4.80,	6.66
8.48,	-0.40,	5.40
8.92,	-5.98,	0.67
10.77,	-1.07,	2.54
10.72,	1.72,	1.24
9.39,	-0.52,	0.33
10.27,	-2.45,	-1.85
11.70,	0.85,	0.95
11.19,	1.02,	2.77
9.98,	-1.78,	0.93
9.68,	1.97,	2.90
6.62,	2.63,	5.33
5.96,	-3.29,	2.12
8.38,	-2.67,	1.91
10.65,	1.77,	3.41
11.44,	-1.37,	2.15
12.08,	-5.24,	-0.94
13.32,	1.96,	0.90
12.32,	5.29,	3.94
9.22,	-2.86,	-0.27
8.06,	-3.26,	-0.26
6.36,	5.16,	4.34
4.81,	2.74,	4.90
8.08,	-5.70,	0.06
11.10,	-2.41,	2.59
12.45,	1.11,	4.48
11.60,	-1.87,	1.67
12.84,	-1.14,	-0.64
12.67,	2.73,	0.49
9.12,	-0.16,	0.01
7.85,	-2.66,	-1.66
8.37,	2.31,	2.57
7.36,	3.05,	4.51
6.27,	-1.27,	4.52
9.73,	-2.36,	2.52
12.44,	2.15,	5.58
12.47,	-3.22,	1.81
11.60,	-5.88,	-2.42
10.18,	4.34,	1.18
9.33,	4.45,	1.27
8.62,	-4.73,	-2.21
9.16,	-3.90,	-0.65
10.91,	5.86,	5.21
8.70,	3.54,	6.94
8.16,	-5.94,	0.79
9.07,	-0.96,	3.14
9.67,	2.24,	5.28
9.59,	-4.23,	-1.08
10.49,	-1.78,	0.28
11.65,	2.57,	0.98
11.57,	0.13,	0.95
11.03,	-3.98,	-0.07
11.21,	1.21,	1.40
9.31,	6.66,	6.71
5.61,	-3.52,	1.26
5.69,	-4.92,	-0.75
8.58,	4.67,	6.33
9.56,	-0.07,	3.19
11.26,	-5.24,	-0.18
13.64,	-0.76,	1.46
13.70,	2.70,	1.72
11.23,	-0.55,	1.11
10.30,	-1.09,	-1.00
8.88,	4.29,	2.91
5.51,	-0.53,	2.99
4.85,	-5.35,	-0.69
7.96,	3.93,	5.81
10.70,	4.04,	6.90
11.46,	-8.74,	-0.07
12.29,	-5.73,	-0.57
13.24,	7.38,	3.80
11.40,	3.20,	1.04
9.67,	-5.69,	-3.47
9.05,	-1.41,	-1.11
8.43,	5.15,	4.85
6.71,	-0.88,	3.33
7.48,	-3.96,	1.88
9.93,	4.15,	6.44
10.60,	0.12,	6.17
11.12,	-9.55,	-1.75
12.19,	0.16,	0.42
10.40,	7.01,	3.32
8.44,	-2.64,	-3.14
9.17,	-4.59,	-2.67
11.12,	2.43,	2.67
10.15,	2.47,	4.66
8.56,	-2.55,	2.17
8.67,	0.23,	2.87
7.74,	2.68,	5.83
7.77,	-3.35,	1.87
10.80,	-3.77,	-0.75
11.59,	2.12,	2.23
11.53,	-0.20,	0.65
11.76,	-3.56,	-1.36
12.60,	1.45,	1.50
10.75,	3.68,	3.95
7.51,	-1.72,	1.89
6.76,	-1.79,	1.10
5.62,	2.93,	4.79
6.76,	0.23,	3.80
10.00,	-5.12,	0.81
12.02,	-2.16,	1.41
13.59,	2.41,	3.49
12.88,	-1.96,	0.28
11.99,	-1.99,	-1.44
10.38,	4.26,	2.18
7.07,	1.71,	2.19
6.30,	-3.68,	-0.61
7.01,	1.67,	3.40
7.62,	4.67,	7.05
9.64,	-4.86,	2.86
12.37,	-6.08,	0.57
13.27,	2.39,	3.90
11.92,	1.78,	2.07
9.80,	-1.21,	-2.12
9.95,	0.67,	-0.19
8.79,	-0.67,	0.11
8.00,	-2.40,	1.16
9.03,	1.80,	2.61
8.65,	5.25,	6.72
8.03,	-3.55,	3.69
9.82,	-5.71,	0.93
12.27,	0.52,	4.25
12.38,	0.01,	-0.32
9.22,	-1.08,	0.20
9.21,	-1.39,	-1.96
10.49,	2.65,	1.65
10.09,	0.25,	2.82
10.79,	-3.25,	0.20
10.37,	3.49,	4.51
6.89,	2.41,	5.17
5.96,	-4.89,	0.96
8.81,	-0.99,	1.50
11.15,	3.54,	4.13
11.40,	-3.27,	-0.32
11.84,	-4.75,	-1.68
13.55,	3.18,	1.57
12.13,	3.64,	3.31
9.19,	-3.55,	-0.52
8.40,	-0.22,	0.67
6.48,	5.15,	5.78
4.71,	-1.86,	3.10
6.75,	-5.31,	1.03
10.84,	1.75,	3.86
12.20,	0.85,	4.21
12.62,	-5.52,	-0.77
13.50,	-0.89,	0.07
12.42,	3.80,	1.80
8.72,	0.12,	0.16
7.27,	-1.87,	-0.54
7.38,	2.76,	2.65
6.74,	2.24,	5.08
7.63,	-5.20,	2.14
9.44,	-2.39,	3.48
12.72,	3.54,	6.60
12.66,	-2.13,	2.28
11.16,	-3.74,	-2.15
10.55,	3.30,	0.47
8.94,	1.56,	-0.28
8.88,	-4.06,	-1.64
9.73,	-1.02,	0.82
9.94,	5.40,	5.48
7.64,	-0.58,	4.84
8.14,	-5.31,	0.88
9.37,	-0.56,	3.77
10.62,	0.80,	4.52
10.69,	-5.25,	-1.25
10.87,	-0.22,	-0.07
10.66,	3.42,	1.56
10.24,	-1.78,	-1.00
10.69,	-2.81,	-0.28
11.50,	3.20,	2.99
9.84,	4.26,	6.05
6.28,	-4.59,	1.19
6.05,	-2.79,	0.86
7.61,	3.76,	5.94
9.33,	-0.89,	1.05
12.47,	-4.58,	0.18
12.76,	-1.17,	0.10
12.63,	2.53,	2.72
11.68,	-1.17,	0.39
10.74,	-0.26,	-0.10
8.63,	4.97,	3.84
5.32,	-0.90,	2.57
5.36,	-5.85,	0.01
7.73,	1.97,	4.40
9.36,	4.75,	7.14
12.40,	-4.61,	0.71
13.58,	-4.96,	-0.23
13.65,	1.15,	1.16
11.58,	1.37,	-0.11
9.36,	0.28,	-0.40
8.37,	1.03,	0.20
7.20,	1.01,	3.38
6.14,	-3.18,	3.03
8.93,	-1.35,	2.39
9.87,	4.78,	7.82
10.51,	-2.16,	3.64
11.66,	-5.97,	-0.12
12.18,	0.71,	0.97
10.26,	2.68,	-0.10
8.22,	-1.27,	-1.64
9.99,	-1.49,	-2.04
10.27,	2.19,	3.51
9.17,	0.04,	4.17
9.16,	-1.35,	2.97
8.93,	2.75,	5.15
7.91,	-0.00,	4.52
8.74,	-4.76,	0.59
11.48,	-2.54,	0.60
11.19,	1.39,	1.13
10.52,	-0.19,	0.16
11.23,	-2.50,	-1.58
12.24,	1.99,	1.53
10.65,	2.92,	4.36
8.03,	-2.88,	1.29
7.55,	-1.00,	2.01
5.68,	3.36,	5.37
5.92,	-0.83,	3.40
10.22,	-3.86,	0.34
13.42,	-1.06,	1.96
13.16,	-0.96,	1.08
12.20,	-2.32,	-0.25
12.54,	1.76,	0.48
10.73,	4.21,	2.70
6.53,	-1.92,	1.12
6.28,	-3.17,	-0.48
6.85,	3.36,	4.75
7.51,	1.65,	4.85
8.98,	-4.62,	2.05
12.24,	-1.41,	2.36
13.78,	1.50,	3.60
12.79,	-3.42,	-0.58
10.87,	-1.34,	-2.04
9.84,	5.39,	1.19
7.45,	0.86,	1.60
7.18,	-6.08,	-0.90
8.67,	1.30,	3.45
8.85,	7.11,	8.80
8.87,	-4.07,	2.66
9.76,	-6.29,	0.95
12.06,	1.77,	3.92
11.84,	1.16,	1.34
9.21,	-1.85,	-1.51
9.59,	-0.72,	-1.39
10.28,	1.93,	0.87
10.26,	-0.30,	2.77
10.33,	-2.07,	0.69
10.27,	4.59,	5.54
7.55,	0.76,	5.53
6.03,	-6.68,	0.15
9.00,	-0.13,	2.82
11.49,	3.27,	3.83
10.97,	-4.60,	-1.37
11.27,	-3.87,	-2.08
12.87,	4.34,	2.15
11.78,	1.88,	2.29
9.63,	-4.30,	-0.55
9.04,	1.54,	1.92
6.51,	5.19,	5.91
4.43,	-3.25,	1.92
7.21,	-3.71,	1.00
10.40,	3.98,	5.04
13.08,	-1.58,	2.44
13.20,	-8.03,	-2.23
13.43,	2.24,	0.44
12.24,	7.88,	4.38
8.28,	-3.24,	-1.59
7.53,	-4.82,	-1.72
7.50,	5.35,	4.22
6.44,	3.36,	5.63
7.45,	-7.16,	-0.01
10.04,	-2.18,	2.43
12.32,	5.23,	7.14
12.44,	-2.23,	1.82
12.64,	-5.02,	-2.36
12.19,	2.72,	0.28
