x,	y,	z
9.37,	3.11,	4.67
8.57,	4.69,	8.83
9.84,	-5.55,	1.24
10.70,	-4.48,	1.71
11.11,	1.15,	3.11
10.51,	0.60,	-0.88
8.92,	-0.50,	-0.36
9.51,	0.38,	-1.09
10.61,	2.11,	1.84
11.12,	-2.45,	1.84
11.17,	-1.64,	0.93
8.75,	5.32,	7.21
7.22,	-0.68,	4.06
7.02,	-6.43,	-0.30
7.91,	-0.39,	3.01
10.64,	2.28,	2.67
11.83,	-2.47,	0.12
12.49,	-3.01,	-1.68
13.13,	3.15,	1.45
10.26,	1.08,	2.91
9.73,	-4.11,	-1.00
7.62,	3.06,	3.57
5.95,	4.89,	5.26
6.80,	-4.58,	0.94
9.10,	-4.96,	1.14
11.85,	1.95,	4.60
11.77,	0.87,	3.54
12.53,	-3.32,	-1.19
12.70,	0.44,	-0.49
9.56,	4.06,	2.20
8.34,	-1.17,	0.40
8.15,	-2.69,	-0.56
7.74,	3.39,	4.39
6.85,	-0.22,	5.02
8.76,	-4.73,	1.46
11.89,	0.57,	5.26
12.22,	0.86,	4.25
11.42,	-3.98,	-0.73
11.14,	-0.54,	-1.49
8.74,	5.56,	1.88
7.48,	0.42,	0.40
9.70,	-4.46,	-1.30
10.73,	1.08,	2.84
8.49,	3.31,	7.05
8.41,	-2.71,	3.80
10.49,	-1.47,	3.07
10.47,	1.40,	5.46
9.12,	-4.12,	-0.65
10.13,	-2.62,	-1.09
10.78,	3.13,	0.80
9.24,	1.04,	0.09
10.13,	-2.76,	0.04
12.18,	-0.29,	0.85
11.00,	3.72,	5.55
8.00,	-0.78,	3.97
6.86,	-3.25,	0.73
7.20,	1.45,	3.90
7.78,	0.16,	2.90
9.21,	-4.06,	0.83
13.06,	-1.18,	0.20
13.77,	2.23,	1.62
11.57,	-1.20,	0.55
10.56,	-2.78,	-1.02
9.82,	4.62,	3.13
7.77,	3.28,	4.69
5.58,	-5.60,	-0.65
6.92,	-1.08,	1.96
10.15,	2.95,	6.43
10.45,	-4.00,	1.66
12.54,	-3.56,	1.01
13.61,	2.81,	2.07
10.96,	2.37,	1.07
9.12,	-2.64,	-1.25
9.17,	0.31,	-0.49
8.79,	4.24,	3.97
6.41,	-2.91,	2.38
7.76,	-5.06,	2.03
10.10,	3.49,	6.46
10.50,	2.68,	7.19
10.51,	-4.80,	1.92
12.21,	-2.75,	-0.37
10.64,	3.88,	1.51
8.65,	1.03,	-1.32
7.86,	-0.67,	-0.39
10.45,	0.55,	0.62
10.09,	0.49,	4.34
8.59,	-2.52,	3.78
9.98,	1.66,	3.69
9.56,	4.57,	7.33
8.71,	-1.91,	3.85
8.50,	-7.36,	-1.54
10.59,	0.84,	1.58
11.64,	4.01,	1.79
10.03,	-3.07,	-1.56
11.15,	-2.05,	-1.51
12.11,	5.46,	3.89
10.08,	-0.64,	3.91
8.54,	-6.22,	-0.43
7.63,	3.62,	4.27
6.26,	5.05,	5.76
7.79,	-6.45,	-0.11
9.26,	-5.22,	-0.42
12.98,	4.31,	4.07
13.35,	1.09,	1.84
11.89,	-5.10,	-2.27
11.75,	0.85,	0.00
9.04,	5.57,	4.45
7.06,	-2.05,	1.03
6.76,	-3.15,	0.05
7.83,	4.03,	5.19
8.74,	-0.41,	4.71
10.12,	-7.08,	0.65
13.02,	-0.52,	2.44
13.46,	4.50,	3.82
10.92,	-1.70,	-1.06
9.56,	-2.87,	-2.31
8.65,	3.78,	1.77
8.18,	1.56,	3.05
7.62,	-4.66,	0.03
8.61,	1.07,	4.36
9.02,	2.32,	7.47
9.29,	-4.72,	2.80
11.15,	-3.12,	2.40
11.93,	1.49,	2.80
10.15,	0.09,	-0.08
8.96,	-1.99,	-1.64
8.85,	2.39,	-0.37
9.43,	3.74,	2.98
10.96,	-3.71,	0.54
10.57,	-2.75,	1.54
9.49,	5.86,	6.92
7.98,	1.24,	5.22
8.36,	-7.32,	-0.98
9.43,	-1.90,	1.77
10.51,	3.06,	2.76
10.93,	-0.58,	-0.02
11.35,	-3.41,	-1.75
11.72,	0.47,	-0.45
10.29,	2.91,	4.03
10.70,	-1.65,	0.98
9.20,	0.64,	2.77
7.38,	3.04,	5.07
5.32,	-3.20,	1.76
7.12,	-4.05,	1.23
10.82,	1.96,	3.56
11.87,	0.59,	3.51
13.50,	-3.98,	-1.56
12.76,	-0.17,	0.20
10.48,	2.53,	1.82
8.55,	-0.65,	-0.33
7.72,	0.79,	1.46
7.87,	2.87,	2.96
6.90,	-2.19,	3.76
8.44,	-5.66,	1.90
11.63,	1.21,	4.64
12.02,	2.96,	5.90
12.34,	-3.93,	-1.23
11.80,	-1.79,	-1.05
9.68,	3.34,	1.13
7.75,	0.38,	-0.07
8.53,	-1.82,	0.16
9.34,	1.46,	2.60
8.20,	2.00,	6.39
8.47,	-3.24,	4.31
10.66,	-3.00,	3.03
10.84,	1.43,	5.30
10.03,	-1.20,	0.99
10.06,	-2.28,	-1.20
10.18,	0.76,	-0.30
9.28,	1.37,	-0.52
9.33,	-0.18,	1.09
11.94,	-0.15,	0.82
10.79,	2.35,	5.17
8.66,	-0.48,	4.67
7.66,	-2.01,	1.70
7.69,	0.91,	4.11
9.10,	-1.70,	1.45
