x,	y,	z
8.35,	-3.77,	2.03
12.38,	-2.18,	2.15
13.30,	1.18,	3.56
12.65,	-1.27,	0.41
11.50,	-1.73,	-1.07
9.15,	3.22,	0.84
7.53,	3.34,	2.18
7.65,	-3.52,	0.03
8.56,	-3.20,	0.53
8.81,	4.03,	6.62
8.83,	0.65,	5.63
11.04,	-5.44,	1.21
11.98,	-1.30,	2.47
11.28,	1.92,	2.15
10.29,	-0.73,	-1.37
8.75,	-0.74,	-1.37
8.44,	0.67,	-0.59
9.12,	-0.04,	2.02
10.41,	-1.43,	1.41
11.20,	2.69,	4.96
9.16,	1.85,	6.52
8.17,	-4.45,	1.58
8.93,	-2.26,	2.44
9.26,	0.79,	2.34
9.96,	-1.04,	0.33
11.47,	-0.86,	-0.07
11.28,	0.26,	0.73
9.89,	0.13,	1.77
9.73,	-0.56,	1.88
9.89,	2.12,	2.86
8.58,	2.26,	4.68
6.87,	-4.13,	1.63
7.47,	-3.93,	1.32
9.68,	3.79,	4.01
10.55,	1.73,	3.44
13.23,	-4.95,	-1.53
13.64,	-1.45,	0.28
11.39,	4.51,	3.12
8.80,	0.84,	1.85
8.15,	-0.96,	-0.00
7.88,	2.78,	3.46
6.30,	-1.55,	2.98
6.18,	-5.24,	1.42
10.52,	0.17,	3.85
12.17,	2.99,	5.20
12.81,	-4.00,	0.62
12.71,	-3.78,	-2.01
10.93,	3.48,	2.31
8.96,	0.22,	-0.55
7.01,	-1.30,	-0.98
8.57,	3.29,	2.56
9.03,	1.07,	4.08
8.40,	-4.73,	3.10
10.12,	-2.21,	3.11
11.49,	3.54,	6.45
10.79,	-1.95,	1.61
10.32,	-3.95,	-1.67
10.17,	1.76,	1.02
9.37,	0.58,	-0.89
8.25,	-2.73,	-1.20
9.79,	-0.45,	0.33
11.47,	4.68,	4.65
10.12,	0.70,	5.06
8.66,	-5.16,	0.49
8.74,	0.17,	3.97
8.65,	1.47,	3.30
8.77,	-2.20,	-0.06
11.25,	-1.78,	0.48
12.46,	0.35,	0.69
10.80,	-0.46,	2.12
10.39,	-1.90,	0.10
10.27,	4.06,	3.32
8.72,	3.64,	4.99
6.73,	-5.12,	-0.19
7.12,	-2.14,	1.71
8.55,	1.49,	4.53
