x,	y,	z
11.09,	-0.93,	1.93
11.65,	-2.67,	-0.28
10.02,	5.40,	6.02
8.11,	2.77,	6.05
7.56,	-6.50,	-0.13
7.32,	-2.24,	2.42
9.02,	3.00,	3.83
9.70,	-1.22,	1.42
11.67,	-4.50,	-1.61
12.85,	0.43,	0.26
12.28,	2.18,	2.54
11.66,	-2.45,	-0.43
9.55,	1.08,	1.48
7.06,	4.90,	5.05
5.18,	-2.58,	1.43
6.88,	-4.28,	0.62
9.53,	1.44,	4.88
10.77,	-0.03,	4.21
11.98,	-3.35,	0.32
13.35,	-0.18,	0.53
11.47,	2.69,	0.94
10.18,	-0.43,	-0.37
9.83,	-1.45,	-1.04
8.58,	2.17,	2.07
6.27,	-0.09,	4.08
6.90,	-2.86,	2.01
10.23,	1.96,	6.23
11.34,	0.27,	5.92
10.93,	-5.44,	0.51
11.48,	-1.08,	0.62
10.44,	5.42,	1.87
8.08,	0.15,	-0.39
9.75,	-5.10,	-3.01
10.55,	0.25,	1.01
9.02,	4.75,	5.91
7.70,	-1.10,	5.01
10.46,	-2.25,	2.26
10.86,	3.02,	6.93
8.46,	-4.28,	1.15
9.68,	-4.19,	-2.38
10.48,	4.06,	3.46
9.11,	-1.22,	-1.31
9.86,	-2.79,	-0.88
12.46,	1.09,	1.59
12.24,	3.00,	3.11
9.35,	0.26,	4.67
7.88,	-2.63,	0.29
7.57,	2.23,	3.83
7.20,	-0.57,	3.05
7.36,	-5.09,	-0.21
11.64,	0.69,	2.43
12.34,	1.91,	2.93
12.23,	-1.82,	0.20
11.86,	-2.66,	-0.48
12.31,	2.36,	1.08
9.83,	3.29,	3.26
6.62,	-2.45,	0.93
6.02,	-1.11,	1.09
7.25,	4.46,	5.07
8.89,	-2.21,	3.48
9.93,	-7.65,	0.11
13.40,	2.17,	3.25
12.97,	5.24,	4.67
10.50,	-4.02,	-2.83
10.00,	-2.50,	-1.87
9.68,	4.20,	2.27
8.15,	0.60,	1.79
7.36,	-3.95,	1.02
8.38,	0.59,	3.87
9.22,	3.91,	7.58
9.48,	-3.40,	4.39
11.69,	-4.77,	0.04
12.22,	2.98,	3.12
9.69,	1.46,	0.13
7.98,	-3.16,	-2.77
10.00,	-0.25,	-0.47
11.39,	2.21,	1.87
8.94,	-2.18,	2.53
9.28,	-1.19,	1.95
9.74,	5.47,	7.78
9.14,	-0.80,	5.04
8.29,	-7.78,	-0.39
9.26,	0.25,	1.80
10.46,	4.78,	3.43
9.82,	-4.17,	-1.37
10.20,	-4.26,	-2.83
12.59,	5.40,	2.90
12.20,	1.86,	3.33
9.95,	-6.04,	-0.17
9.14,	2.67,	2.78
6.59,	7.07,	7.39
