x,	y,	z
8.99,	-3.08,	3.23
11.25,	3.73,	7.20
10.93,	-0.83,	3.75
11.12,	-5.22,	-1.31
10.89,	0.18,	0.23
9.08,	3.15,	0.33
8.08,	0.16,	-1.10
10.06,	-0.47,	0.20
10.91,	1.98,	2.39
9.54,	-0.93,	5.16
9.07,	-4.11,	1.63
9.28,	3.28,	5.19
8.55,	2.75,	5.91
8.66,	-6.11,	-1.17
10.14,	-3.02,	0.34
12.21,	2.89,	1.43
11.61,	0.20,	0.31
10.67,	-3.03,	-1.11
11.06,	1.75,	1.04
9.69,	4.05,	5.57
7.59,	-3.66,	2.26
7.79,	-2.33,	0.85
7.38,	4.81,	5.45
8.12,	-2.09,	2.33
9.33,	-5.98,	-1.25
12.88,	1.59,	3.20
13.73,	2.19,	2.25
11.57,	-3.94,	-1.10
10.83,	-1.24,	-1.10
8.73,	6.28,	4.13
6.11,	0.96,	2.82
6.99,	-5.87,	-0.82
8.57,	0.40,	3.32
9.49,	2.69,	6.18
10.27,	-3.99,	2.46
12.76,	-2.90,	1.38
13.21,	1.69,	2.93
10.66,	-0.19,	-0.90
9.25,	-0.64,	-1.16
8.86,	1.50,	-0.12
8.33,	1.47,	1.83
7.20,	-2.22,	2.79
8.85,	-2.32,	2.72
9.89,	3.32,	6.01
9.73,	-0.40,	6.04
10.07,	-6.45,	0.51
11.33,	-0.92,	2.32
10.79,	1.81,	1.39
9.27,	-0.75,	-1.25
8.77,	-0.48,	-1.13
10.66,	3.48,	1.27
9.45,	1.38,	3.89
10.24,	-4.04,	0.62
10.43,	1.40,	4.14
8.07,	2.78,	5.15
7.29,	-3.79,	1.62
8.56,	-3.68,	0.67
10.78,	1.69,	2.62
11.30,	0.43,	1.34
12.06,	-3.30,	-1.54
12.46,	0.96,	0.11
10.86,	4.20,	3.25
8.29,	-1.96,	1.32
8.70,	-2.16,	0.22
7.54,	3.24,	5.02
6.75,	-0.22,	3.20
7.78,	-4.48,	1.79
10.51,	-1.56,	1.96
12.87,	1.69,	3.29
12.60,	-1.88,	1.07
12.86,	-1.92,	-1.53
11.34,	3.46,	1.73
7.46,	0.87,	1.78
6.41,	-3.40,	-0.57
7.99,	2.98,	3.13
8.55,	3.71,	5.99
8.68,	-6.53,	1.36
10.30,	-4.44,	2.13
12.69,	3.68,	5.37
12.03,	-0.57,	1.84
10.93,	-3.12,	-2.48
10.33,	2.57,	0.30
7.84,	2.08,	0.92
7.20,	-3.62,	-0.40
9.18,	0.20,	1.77
9.78,	6.08,	7.26
8.78,	-1.97,	4.17
10.04,	-6.81,	1.50
10.98,	-0.42,	3.60
9.99,	1.74,	3.72
9.65,	-1.16,	-1.15
10.61,	0.18,	-0.45
10.22,	0.28,	-0.64
9.50,	-0.52,	0.40
10.61,	-0.38,	1.59
11.12,	2.55,	2.98
8.67,	1.32,	5.83
7.39,	-4.09,	1.55
7.28,	-1.36,	3.06
8.92,	1.66,	3.43
10.33,	-1.01,	1.72
