x,	y,	z
7.31,	-1.72,	3.65
8.57,	-4.45,	2.23
10.85,	1.91,	5.99
10.86,	0.61,	4.41
11.37,	-4.99,	-0.01
11.52,	-0.89,	-0.71
9.95,	3.38,	1.09
8.66,	-0.62,	-1.16
9.21,	-2.14,	-0.99
11.35,	3.19,	2.98
9.53,	3.46,	6.14
8.12,	-4.28,	2.13
8.48,	-2.15,	2.02
8.20,	2.63,	5.57
9.16,	-2.56,	1.21
10.30,	-3.46,	-0.06
11.75,	2.08,	1.67
11.65,	0.57,	1.39
11.35,	-5.01,	-1.35
11.54,	0.97,	0.84
10.75,	7.62,	6.04
7.74,	2.88,	4.90
5.77,	-6.53,	-1.26
6.18,	0.55,	2.83
7.51,	3.36,	6.93
9.93,	-5.49,	0.63
12.72,	-3.97,	0.65
13.72,	3.24,	2.86
12.24,	1.62,	1.64
10.99,	-4.24,	-1.10
11.04,	0.68,	0.07
7.94,	6.41,	5.30
5.32,	-2.43,	1.03
5.86,	-4.86,	-0.83
8.21,	3.13,	6.08
9.21,	0.26,	5.00
12.44,	-4.88,	0.58
14.25,	-0.69,	1.82
12.96,	0.99,	0.48
9.89,	-1.71,	-1.56
8.26,	0.57,	-1.67
8.62,	4.80,	1.14
7.79,	-0.81,	3.09
8.17,	-5.99,	0.39
9.33,	3.12,	5.96
9.66,	5.01,	8.43
9.64,	-6.81,	-0.19
10.88,	-4.61,	-0.48
11.68,	3.83,	2.49
9.89,	0.74,	-0.66
9.38,	-3.22,	-1.83
10.82,	0.58,	-0.76
10.53,	3.32,	4.78
9.03,	-2.04,	2.45
9.20,	-0.17,	3.29
8.26,	4.12,	6.38
6.47,	-3.14,	2.60
7.95,	-5.95,	0.31
11.46,	0.84,	2.41
11.59,	2.85,	2.38
11.91,	-2.97,	-0.59
12.51,	-3.23,	-1.62
12.02,	3.59,	3.25
9.56,	1.97,	3.67
7.19,	-1.82,	0.62
6.41,	1.95,	2.86
5.87,	1.47,	4.21
6.60,	-3.96,	2.15
11.25,	-2.69,	2.14
13.72,	1.38,	3.54
12.93,	-1.90,	1.02
12.40,	-3.42,	-1.90
11.69,	4.34,	1.66
9.99,	4.13,	2.70
6.85,	-4.66,	-0.68
6.76,	-1.54,	0.57
7.16,	5.27,	6.72
7.05,	-1.71,	3.86
9.99,	-5.05,	1.07
12.64,	2.33,	4.94
13.58,	-0.49,	2.08
12.55,	-6.00,	-2.62
9.89,	1.03,	-0.84
8.78,	5.91,	1.61
7.85,	-0.88,	-0.39
8.48,	-4.28,	-0.73
10.14,	2.42,	5.16
8.97,	3.29,	7.49
8.60,	-4.98,	2.24
9.82,	-3.23,	1.45
10.28,	2.51,	3.80
10.47,	-1.32,	0.15
10.36,	-2.32,	-1.49
10.96,	1.37,	0.36
10.95,	1.13,	1.36
10.14,	-2.25,	1.35
10.07,	0.96,	2.25
9.04,	5.27,	6.13
6.27,	-3.12,	2.75
6.55,	-6.44,	0.07
8.93,	3.05,	5.13
10.69,	2.68,	4.40
11.51,	-5.95,	-1.81
13.04,	-2.74,	-1.05
13.31,	4.97,	3.10
11.20,	0.21,	1.73
9.46,	-3.10,	-0.78
8.24,	4.45,	3.97
4.87,	1.98,	4.32
4.95,	-5.92,	-0.28
8.65,	-0.62,	3.35
10.73,	4.17,	6.11
12.59,	-3.19,	1.58
13.05,	-6.22,	-1.00
12.93,	2.46,	0.79
11.15,	5.21,	2.18
8.68,	-1.92,	-1.71
8.61,	-1.56,	-0.68
7.50,	3.21,	4.73
6.78,	-0.65,	4.44
8.18,	-4.02,	2.28
10.00,	1.27,	4.75
11.58,	1.78,	4.80
12.45,	-4.40,	0.31
12.91,	-3.08,	-1.77
10.57,	2.76,	0.41
7.82,	1.39,	-0.47
8.05,	-1.32,	-1.64
9.58,	2.20,	2.79
9.18,	1.04,	5.66
9.04,	-4.86,	2.18
9.38,	-0.56,	3.72
8.60,	2.74,	5.86
8.14,	-3.09,	0.54
11.00,	-2.80,	0.18
12.13,	0.48,	0.24
11.19,	0.74,	0.06
11.34,	-1.01,	0.51
11.63,	0.14,	0.73
10.51,	3.56,	4.73
6.72,	-1.40,	2.98
6.55,	-3.11,	0.69
7.12,	2.68,	5.21
7.43,	0.52,	4.04
10.60,	-4.43,	0.75
12.56,	-2.10,	1.37
13.76,	1.25,	1.09
12.65,	-0.12,	0.79
11.46,	-1.02,	-0.77
10.34,	2.81,	1.90
6.50,	1.45,	3.83
5.43,	-3.78,	0.84
6.80,	0.71,	2.70
8.59,	4.85,	6.44
9.43,	-0.62,	4.76
12.46,	-6.55,	-0.20
14.09,	-0.19,	2.48
12.52,	1.78,	1.00
10.47,	-0.91,	-1.57
9.17,	1.60,	-0.18
8.75,	2.96,	1.48
6.73,	-3.43,	2.11
7.37,	-4.50,	1.13
9.11,	4.33,	6.86
9.03,	3.03,	6.96
10.03,	-5.22,	0.96
12.29,	-2.98,	1.14
12.52,	-0.26,	0.49
10.63,	-0.93,	-2.38
8.76,	1.93,	-0.03
9.24,	2.46,	-0.09
9.41,	-0.60,	2.48
8.80,	-3.44,	2.54
10.06,	1.69,	4.11
9.41,	4.54,	6.93
6.99,	-4.27,	2.16
7.55,	-5.87,	0.46
10.70,	1.94,	3.08
12.06,	1.51,	1.28
11.69,	-3.25,	-2.15
12.49,	-0.51,	-0.85
11.85,	3.78,	3.26
9.26,	-1.11,	3.25
7.68,	-2.16,	0.72
7.05,	5.06,	5.24
5.76,	0.94,	3.70
6.40,	-6.77,	0.83
10.57,	-1.95,	1.87
12.56,	3.50,	4.72
13.30,	-1.85,	-0.43
13.46,	-3.63,	-1.66
12.04,	2.71,	0.91
9.78,	3.19,	2.13
6.38,	-3.22,	-0.04
7.02,	-0.60,	0.40
6.86,	4.73,	6.74
7.24,	-1.80,	3.70
9.99,	-4.92,	2.34
12.30,	-0.04,	4.56
13.53,	0.07,	1.87
12.51,	-2.33,	-0.69
10.34,	1.70,	-0.40
9.00,	3.91,	1.38
7.34,	-3.27,	-0.04
8.48,	-4.50,	-0.59
8.78,	5.72,	6.76
8.47,	3.41,	7.81
8.92,	-7.22,	1.02
9.81,	-3.30,	2.71
11.46,	2.38,	3.77
11.46,	-1.65,	-0.74
10.79,	-2.11,	-1.84
10.16,	2.09,	-0.62
8.97,	1.95,	1.84
9.75,	-3.18,	0.17
10.56,	1.48,	2.77
9.72,	6.21,	8.00
7.45,	-4.14,	1.71
7.15,	-6.40,	0.24
8.35,	2.66,	4.63
9.28,	2.47,	3.85
12.39,	-3.71,	-1.03
13.32,	-2.93,	-1.24
