x,	y,	z
9.89,	-2.27,	-1.42
12.50,	3.40,	1.95
10.55,	0.83,	3.89
9.06,	-3.47,	1.58
9.33,	2.67,	4.65
8.25,	3.78,	6.46
6.60,	-6.75,	0.60
7.95,	-5.32,	-0.67
11.26,	5.88,	5.09
10.86,	0.08,	2.18
10.96,	-6.59,	-3.63
12.56,	2.15,	1.63
12.29,	5.08,	4.02
9.22,	-2.96,	1.61
7.66,	-2.03,	0.52
6.96,	5.85,	5.23
6.25,	-1.58,	3.33
7.92,	-7.64,	-1.57
11.70,	1.54,	4.41
12.79,	3.85,	4.53
11.73,	-4.15,	-0.37
11.67,	-4.03,	-2.00
11.21,	6.14,	2.84
9.39,	3.32,	3.34
6.35,	-6.62,	-2.64
7.17,	0.36,	1.44
7.73,	6.12,	7.88
9.22,	-3.92,	2.98
11.47,	-5.76,	1.05
13.10,	3.43,	4.98
11.62,	0.20,	1.36
9.90,	-4.08,	-3.54
9.34,	2.79,	0.83
9.63,	2.40,	0.70
8.63,	-5.05,	-0.24
8.96,	-2.72,	0.43
9.29,	7.86,	8.12
8.48,	1.41,	6.97
10.07,	-8.05,	-0.83
10.01,	-0.70,	4.11
10.48,	2.49,	1.64
9.57,	-1.29,	-0.86
9.30,	-2.80,	-1.53
10.64,	0.76,	-1.18
11.74,	2.53,	3.65
11.73,	-3.47,	0.39
10.22,	1.29,	2.79
8.27,	6.30,	7.46
6.41,	-4.44,	1.16
7.50,	-6.10,	-0.29
9.40,	3.54,	4.65
10.31,	1.85,	3.40
11.34,	-5.35,	-1.45
12.33,	-2.24,	-0.68
12.04,	5.27,	3.49
10.89,	0.89,	2.34
9.45,	-3.14,	-0.81
8.39,	2.56,	3.80
5.43,	1.24,	4.16
5.49,	-4.05,	1.29
10.05,	-0.55,	2.84
11.35,	2.19,	5.37
11.91,	-4.28,	0.59
12.53,	-3.20,	-1.14
11.58,	4.61,	2.34
10.12,	1.84,	0.69
8.88,	-3.04,	-1.19
8.49,	-0.26,	0.84
6.87,	2.50,	4.73
7.09,	-1.28,	4.13
10.50,	-2.09,	3.38
12.05,	0.92,	5.60
11.37,	-1.71,	2.67
11.34,	-3.30,	-0.58
10.51,	1.87,	0.16
8.45,	2.25,	0.06
9.19,	-1.95,	-1.11
10.07,	-3.14,	-0.17
10.18,	2.52,	3.41
8.64,	3.79,	7.04
9.17,	-3.57,	1.67
10.43,	-1.81,	2.80
8.68,	-0.03,	4.52
8.55,	-3.25,	-0.36
10.22,	0.92,	0.92
10.49,	1.07,	0.72
10.33,	-2.18,	-1.26
11.51,	-0.89,	1.01
13.18,	1.40,	1.23
10.26,	2.55,	4.85
7.05,	-1.54,	3.36
6.84,	-0.54,	1.51
7.01,	3.13,	5.54
8.17,	-3.30,	0.58
9.99,	-4.47,	0.50
12.49,	1.28,	2.09
