x,	y,	z
8.68,	-2.33,	0.40
10.97,	1.62,	0.14
11.55,	2.40,	1.10
11.45,	-3.61,	-0.71
12.10,	-3.32,	-0.31
11.43,	4.53,	3.88
8.34,	4.21,	5.66
5.74,	-4.45,	0.66
6.70,	-2.12,	1.24
8.72,	1.58,	5.41
9.36,	-3.78,	0.90
11.90,	-2.86,	0.81
13.22,	2.56,	1.63
12.62,	3.53,	1.77
10.55,	-3.53,	-0.65
11.19,	-3.35,	-1.84
9.80,	5.30,	3.88
6.69,	2.41,	3.87
5.84,	-4.77,	-0.15
7.78,	0.20,	3.64
9.99,	1.40,	6.14
10.51,	-5.03,	1.75
13.49,	-1.78,	0.83
13.78,	4.00,	2.47
9.38,	0.44,	-0.16
7.82,	-2.99,	-2.10
9.37,	2.43,	0.51
9.88,	3.90,	3.74
6.96,	-4.33,	2.06
8.81,	-3.40,	2.08
10.58,	4.38,	7.77
10.13,	-1.12,	4.72
9.98,	-5.96,	-1.16
10.96,	1.11,	1.56
10.29,	3.10,	0.69
8.87,	-2.12,	-1.63
10.23,	-0.98,	-0.73
11.91,	3.88,	2.78
9.77,	0.66,	4.90
8.55,	-4.45,	2.48
9.19,	1.80,	3.87
8.29,	4.29,	6.81
7.16,	-6.94,	-0.75
8.84,	-5.28,	-1.38
11.09,	5.82,	4.10
11.26,	2.19,	1.13
10.96,	-6.20,	-2.21
12.97,	-1.00,	-0.75
11.40,	5.81,	5.81
8.22,	-1.22,	2.01
6.73,	-2.25,	0.76
6.63,	4.17,	5.23
7.92,	-1.28,	3.59
8.74,	-7.55,	-0.04
12.87,	0.01,	2.04
13.54,	5.08,	4.50
11.25,	-3.33,	-1.25
10.85,	-4.43,	-2.63
11.19,	5.72,	3.25
8.72,	2.29,	3.68
6.40,	-6.14,	-2.10
6.63,	1.15,	2.43
8.25,	4.40,	6.92
9.13,	-5.05,	2.12
11.27,	-4.73,	1.59
13.49,	3.39,	4.35
11.75,	0.57,	1.05
9.57,	-4.33,	-2.83
8.66,	2.30,	-0.39
8.87,	5.99,	3.02
9.35,	-4.45,	0.36
8.85,	-5.83,	-0.62
9.76,	7.05,	8.38
9.10,	3.38,	7.51
9.60,	-9.07,	-1.13
10.28,	-3.35,	0.96
10.54,	4.74,	3.04
9.95,	0.62,	-0.39
9.20,	-3.82,	-1.83
10.50,	0.24,	-0.72
10.94,	3.22,	4.80
10.68,	-2.48,	1.71
10.18,	1.12,	3.98
8.39,	4.34,	7.36
6.46,	-4.78,	1.31
6.89,	-5.59,	0.75
10.13,	2.84,	3.09
10.93,	2.39,	3.00
11.55,	-4.15,	-1.88
12.29,	-1.43,	-0.90
12.04,	3.67,	3.25
10.79,	-0.56,	1.25
8.47,	-1.42,	0.64
7.35,	4.14,	3.59
5.42,	0.66,	4.25
7.53,	-6.26,	0.45
10.80,	-1.13,	2.91
12.06,	3.27,	5.42
12.76,	-2.36,	0.40
12.73,	-3.81,	-1.49
10.97,	3.04,	0.65
9.57,	4.36,	2.41
8.65,	-3.48,	-0.81
7.85,	-2.97,	-0.57
6.94,	4.59,	6.06
7.08,	0.07,	4.95
10.86,	-5.23,	0.94
11.80,	0.65,	4.51
11.71,	0.03,	3.12
11.67,	-4.07,	-1.72
9.64,	1.43,	0.21
8.97,	3.67,	0.95
8.02,	-1.07,	-0.24
10.05,	-2.09,	0.05
10.37,	1.89,	4.34
8.51,	1.36,	6.30
8.94,	-2.90,	2.47
9.72,	-1.25,	3.22
9.55,	-0.69,	2.10
9.16,	-2.01,	0.11
10.78,	0.33,	0.08
10.84,	1.31,	0.41
10.03,	-1.44,	0.13
11.09,	-1.72,	0.51
11.81,	2.94,	3.94
9.42,	2.44,	5.18
7.45,	-3.99,	1.96
7.01,	-2.76,	1.87
7.62,	2.45,	4.80
8.54,	0.07,	2.49
11.34,	-3.82,	0.22
12.98,	-1.82,	-0.15
12.37,	3.00,	2.49
10.81,	0.19,	1.83
10.69,	-1.05,	-0.42
9.63,	3.44,	3.98
5.39,	-1.25,	2.24
5.60,	-3.97,	0.05
9.17,	1.64,	4.60
10.51,	1.43,	4.38
11.43,	-4.34,	1.46
12.64,	-2.50,	0.50
13.10,	2.62,	1.70
10.44,	0.27,	-0.47
8.82,	-0.14,	-1.15
9.47,	3.24,	1.41
8.70,	1.64,	2.52
6.55,	-5.27,	1.34
7.72,	-2.27,	2.51
10.62,	5.69,	7.12
10.97,	0.02,	5.32
10.95,	-7.36,	-0.98
11.81,	-1.37,	1.28
10.42,	3.42,	0.52
8.10,	0.62,	-0.80
8.89,	-0.94,	-1.10
10.98,	1.96,	0.86
10.08,	-0.16,	5.03
8.89,	-5.23,	1.70
9.62,	2.76,	4.91
8.90,	5.93,	7.56
7.44,	-6.15,	-0.24
8.52,	-6.61,	-1.56
11.53,	3.41,	2.50
11.19,	2.53,	0.86
10.55,	-3.52,	-1.20
11.86,	-0.32,	-0.49
11.21,	4.81,	5.56
9.01,	-1.79,	3.34
7.98,	-2.77,	0.99
7.78,	4.02,	5.66
6.86,	-0.33,	3.08
7.38,	-5.41,	0.62
11.58,	-0.19,	2.20
13.08,	2.35,	2.96
12.56,	-3.58,	-0.88
11.56,	-2.14,	-1.54
10.59,	6.46,	4.16
8.70,	1.91,	3.18
6.54,	-6.63,	-1.20
6.27,	-0.09,	2.04
7.88,	5.97,	6.88
9.50,	-2.87,	3.40
11.99,	-7.21,	-0.17
13.22,	1.21,	3.58
12.55,	2.15,	2.20
10.73,	-2.76,	-3.02
9.09,	1.49,	0.01
8.80,	4.11,	1.43
7.73,	-3.90,	1.36
8.37,	-5.91,	-0.83
8.95,	5.95,	7.60
8.66,	4.33,	7.94
10.50,	-7.16,	0.11
11.04,	-4.42,	1.54
11.37,	1.44,	1.61
10.27,	0.69,	-0.66
8.85,	0.10,	-0.85
9.42,	0.79,	-0.43
10.05,	-0.15,	2.30
10.83,	-2.71,	1.87
10.87,	2.30,	3.70
8.95,	4.82,	7.15
7.36,	-4.46,	1.30
7.54,	-5.35,	0.67
9.34,	0.90,	2.72
10.72,	1.46,	1.10
11.65,	-2.04,	-0.33
12.21,	-2.19,	-1.78
11.38,	3.65,	3.04
10.34,	1.06,	3.49
9.44,	-2.45,	0.57
7.86,	3.09,	4.55
6.32,	0.84,	3.98
6.72,	-5.40,	0.48
9.29,	-0.96,	2.63
11.18,	3.26,	4.70
12.58,	-1.91,	0.93
13.22,	-4.38,	-1.37
12.08,	3.57,	1.31
9.17,	4.73,	3.81
8.11,	-3.65,	-1.59
8.34,	-1.41,	0.28
6.56,	3.24,	5.51
6.38,	-1.28,	3.31
10.06,	-3.48,	3.11
12.74,	0.18,	3.88
12.21,	-0.91,	3.15
12.02,	-3.72,	-0.90
10.95,	2.60,	0.12
8.92,	4.43,	2.15
7.15,	-3.10,	-1.55
8.93,	-2.73,	-0.45
10.03,	3.99,	4.78
8.31,	1.20,	6.30
8.97,	-5.02,	1.69
10.49,	-0.69,	4.00
10.43,	0.39,	3.00
9.61,	-3.18,	-0.69
10.77,	-0.11,	-0.34
10.36,	2.36,	0.11
9.00,	-0.83,	0.33
9.75,	-3.06,	-0.23
12.43,	3.15,	3.11
11.00,	4.33,	6.23
7.57,	-4.30,	0.79
7.58,	-2.97,	1.39
8.46,	2.40,	4.51
8.14,	-1.01,	2.08
10.56,	-3.20,	-0.16
13.00,	0.53,	0.63
12.36,	1.35,	1.56
10.65,	-2.83,	0.21
10.96,	0.32,	0.55
10.22,	6.06,	4.97
5.92,	-2.26,	2.67
5.90,	-6.31,	-0.92
7.86,	2.79,	5.56
9.44,	2.16,	5.01
10.61,	-4.64,	0.69
12.58,	-1.72,	1.59
13.87,	2.62,	1.39
11.70,	-0.05,	0.47
8.88,	-2.27,	-1.74
8.96,	3.06,	0.75
8.07,	3.54,	4.37
6.31,	-5.12,	1.49
7.90,	-3.01,	2.26
9.48,	5.44,	8.32
11.17,	-2.29,	3.67
12.21,	-7.41,	-1.27
12.87,	1.92,	2.17
11.82,	4.47,	1.70
7.47,	-2.53,	-1.74
6.95,	-2.52,	-2.26
10.56,	5.12,	2.94
9.33,	2.29,	4.96
9.11,	-6.50,	0.61
10.38,	0.08,	3.17
10.13,	6.08,	8.42
8.55,	-5.99,	0.30
8.76,	-7.59,	-2.89
11.05,	5.65,	3.50
11.43,	3.99,	1.34
9.45,	-6.04,	-2.95
11.26,	-2.12,	-1.25
11.89,	6.77,	5.78
9.77,	0.63,	4.47
8.53,	-4.99,	-0.18
7.93,	2.60,	3.70
7.01,	1.44,	4.55
7.59,	-6.33,	-0.45
10.94,	-1.18,	1.41
12.62,	5.13,	4.01
12.11,	-2.27,	0.43
11.54,	-6.24,	-2.58
11.20,	5.20,	2.96
9.36,	6.83,	6.02
6.77,	-6.25,	-0.92
6.45,	-4.12,	-0.29
7.59,	5.94,	7.10
8.41,	-0.93,	4.23
11.03,	-7.44,	-0.92
13.27,	1.26,	2.95
13.29,	3.47,	3.26
11.15,	-4.44,	-2.38
9.61,	-0.06,	-1.10
8.85,	7.03,	3.48
7.23,	-1.64,	1.43
7.73,	-6.38,	-0.99
8.70,	2.92,	6.23
8.58,	3.48,	7.70
9.90,	-5.87,	2.21
12.18,	-3.89,	1.51
12.34,	2.19,	2.55
10.67,	0.47,	-0.02
9.15,	-1.67,	-1.85
8.08,	0.96,	-0.89
8.47,	1.98,	2.29
9.88,	-1.62,	1.29
11.27,	-0.07,	2.83
10.37,	3.85,	5.94
8.72,	-2.97,	3.02
8.72,	-6.31,	-0.02
8.93,	0.97,	2.55
9.64,	3.47,	2.34
11.10,	-2.01,	-0.52
11.73,	-4.12,	-2.43
11.94,	2.80,	2.15
10.52,	2.50,	4.16
9.59,	-2.18,	0.70
9.05,	1.62,	3.88
6.20,	0.87,	4.06
5.85,	-4.21,	1.05
9.53,	-1.60,	2.16
10.89,	1.83,	3.76
11.56,	-1.91,	1.01
12.91,	-3.25,	-0.88
12.74,	2.31,	1.30
10.38,	2.73,	2.39
8.50,	-1.52,	0.16
8.20,	0.21,	1.06
6.83,	2.45,	4.06
6.55,	-1.89,	3.85
9.12,	-4.11,	2.16
11.80,	0.95,	4.25
12.43,	0.40,	3.49
12.61,	-3.90,	-0.54
11.66,	0.47,	-0.37
9.72,	4.58,	1.47
6.80,	0.07,	0.06
7.54,	-2.45,	-0.45
9.23,	2.12,	3.70
8.31,	1.41,	6.20
8.65,	-5.22,	2.60
10.55,	-1.28,	3.48
11.63,	3.17,	5.60
11.20,	-2.97,	0.34
10.40,	-2.61,	-1.66
10.66,	2.57,	0.91
8.53,	0.88,	-0.67
7.74,	-1.45,	-0.24
11.37,	1.70,	1.92
11.12,	3.21,	5.25
9.33,	-3.93,	2.69
9.36,	-3.95,	0.64
8.96,	2.67,	5.12
8.13,	-0.24,	1.91
