x,	y,	z
13.11,	1.79,	3.21
13.58,	-5.43,	-1.87
12.36,	-0.53,	-0.57
10.22,	5.67,	2.93
7.75,	2.06,	2.19
5.90,	-4.14,	-2.00
6.79,	3.10,	3.61
8.29,	2.18,	6.27
10.40,	-7.83,	0.37
11.74,	-2.65,	3.30
12.47,	3.13,	4.89
11.55,	-1.36,	0.01
10.18,	-0.49,	-1.65
9.40,	2.73,	0.56
8.26,	1.28,	0.39
8.51,	-3.51,	-0.48
9.21,	0.43,	1.33
8.77,	5.09,	8.10
9.07,	-2.14,	4.12
10.66,	-4.74,	1.95
10.40,	-0.35,	3.86
9.08,	-0.19,	1.12
9.98,	-0.79,	-0.13
10.72,	0.15,	-0.17
10.63,	0.42,	0.05
10.43,	-1.08,	1.64
10.64,	-1.70,	0.72
9.06,	4.34,	5.06
7.19,	3.49,	5.95
7.84,	-4.54,	0.75
8.27,	-3.48,	1.92
9.76,	0.98,	3.37
9.85,	-0.69,	2.39
12.93,	-1.44,	-0.45
13.42,	1.36,	1.33
11.61,	-0.57,	1.08
10.16,	-3.11,	-0.37
8.61,	3.02,	2.07
6.37,	5.20,	5.08
5.37,	-3.12,	1.26
7.98,	-3.48,	1.26
10.10,	-0.30,	4.57
10.64,	-2.24,	2.42
12.50,	-0.92,	1.93
14.54,	1.67,	1.02
11.86,	-0.14,	0.48
9.54,	-2.59,	-1.33
8.56,	1.18,	0.36
7.34,	3.84,	2.85
5.74,	-0.98,	2.98
7.44,	-3.39,	2.50
10.97,	0.69,	5.17
11.59,	0.69,	6.04
11.53,	-5.11,	0.07
11.98,	-2.18,	-0.39
10.86,	4.23,	1.16
8.51,	1.10,	-0.33
8.37,	-2.66,	-1.77
10.44,	0.25,	0.43
8.89,	3.12,	5.09
8.23,	-1.03,	4.38
10.02,	-0.62,	2.59
10.50,	2.74,	6.20
8.51,	-5.05,	0.93
8.43,	-5.92,	-1.28
11.35,	4.91,	2.62
11.61,	3.90,	2.16
10.47,	-5.81,	-2.38
11.88,	-2.78,	-1.10
11.16,	6.03,	5.45
8.12,	1.11,	4.37
6.34,	-3.74,	0.44
7.84,	2.90,	3.81
8.07,	0.67,	4.63
8.26,	-7.65,	-0.33
11.08,	-1.68,	1.16
13.48,	6.37,	4.26
12.65,	-1.24,	0.77
11.76,	-7.03,	-2.94
10.98,	3.02,	1.93
8.47,	6.85,	4.99
5.09,	-3.44,	-0.13
5.51,	-3.63,	0.33
9.36,	4.83,	6.40
9.68,	-0.70,	5.62
11.01,	-8.59,	-1.69
13.41,	1.33,	2.32
13.72,	5.38,	3.28
11.46,	-3.70,	-2.52
9.29,	-2.55,	-1.87
9.52,	4.79,	2.24
6.35,	-0.17,	2.60
5.68,	-5.18,	-0.42
8.81,	3.73,	5.80
10.72,	4.41,	7.94
10.71,	-8.21,	1.01
11.96,	-6.37,	-0.23
11.74,	4.53,	3.48
9.93,	2.11,	0.46
8.52,	-2.27,	-2.37
9.11,	0.67,	-0.44
10.32,	1.82,	2.65
9.07,	-2.08,	2.33
9.52,	0.88,	2.95
9.31,	5.58,	6.38
8.35,	-2.52,	2.72
8.93,	-8.08,	-0.87
9.61,	-0.14,	1.90
10.76,	5.40,	3.25
11.14,	-1.50,	0.47
11.80,	-6.16,	-2.84
12.47,	2.82,	2.41
10.44,	4.29,	5.12
7.87,	-3.41,	-0.33
6.84,	0.49,	2.40
6.58,	4.09,	5.79
7.08,	-3.35,	2.66
9.73,	-5.97,	0.19
11.93,	0.86,	3.43
12.96,	2.43,	2.91
12.70,	-2.65,	-0.27
