x,	y,	z
7.56,	1.62,	5.67
8.20,	-6.70,	0.90
11.72,	-2.52,	1.61
13.39,	5.53,	4.55
12.47,	-0.75,	0.54
10.96,	-5.84,	-3.30
11.35,	3.01,	0.98
9.54,	5.76,	3.81
6.38,	-4.61,	0.56
6.26,	-4.41,	-0.12
8.65,	6.44,	7.84
9.28,	0.90,	6.29
10.99,	-8.29,	-0.49
12.18,	-0.98,	3.11
12.17,	4.62,	2.88
9.44,	-0.60,	-0.70
9.00,	-1.87,	-2.16
10.16,	2.94,	0.34
8.88,	-0.24,	2.68
8.03,	-4.39,	0.34
9.46,	3.57,	6.51
9.66,	4.65,	7.62
9.35,	-6.71,	0.89
9.78,	-5.60,	-0.04
10.96,	3.12,	2.83
10.45,	1.36,	0.24
8.87,	-2.44,	-1.64
10.68,	0.71,	-0.61
11.95,	2.59,	3.35
11.06,	-2.68,	1.75
9.79,	0.17,	1.93
8.70,	6.07,	6.61
6.93,	1.43,	5.01
6.22,	-7.83,	-0.73
8.88,	1.52,	4.18
11.36,	3.67,	3.94
11.29,	-1.37,	0.98
12.45,	-4.91,	-2.14
13.43,	2.00,	0.35
10.93,	3.32,	3.79
9.38,	-4.03,	-0.99
6.99,	1.19,	1.92
6.35,	6.67,	5.85
6.82,	-3.77,	2.02
8.83,	-7.78,	-0.32
12.25,	2.42,	4.91
12.42,	3.83,	5.33
12.17,	-4.85,	-1.59
11.80,	-2.47,	-2.03
10.77,	5.81,	2.53
8.47,	0.83,	1.25
7.56,	-4.49,	-1.68
8.50,	2.15,	3.39
7.24,	2.50,	6.51
7.96,	-4.81,	2.61
11.69,	-1.55,	3.56
12.50,	2.75,	5.49
11.13,	-3.16,	-0.68
10.07,	-2.23,	-2.12
9.15,	4.95,	1.78
9.08,	1.31,	0.46
9.50,	-5.20,	-1.15
10.25,	-0.14,	1.41
9.29,	7.05,	8.42
8.20,	-1.64,	5.20
10.22,	-6.21,	0.17
9.66,	0.84,	5.41
9.43,	-0.14,	1.18
9.70,	-2.82,	-0.91
9.97,	-0.17,	-0.40
10.48,	2.20,	0.26
11.47,	-0.46,	1.58
12.03,	-3.36,	-0.25
10.85,	3.62,	4.46
7.47,	4.14,	6.17
5.92,	-4.85,	0.09
6.88,	-3.12,	1.31
8.42,	2.35,	4.65
9.89,	-1.29,	2.61
12.23,	-3.50,	-0.34
13.51,	0.54,	1.05
12.11,	0.82,	0.96
10.81,	-1.72,	-0.52
9.88,	1.82,	1.04
7.68,	3.55,	3.65
5.23,	-2.95,	1.58
6.88,	-2.95,	1.38
10.20,	2.00,	5.89
10.65,	-1.29,	3.72
12.26,	-3.64,	1.11
13.12,	0.24,	1.50
11.14,	2.52,	0.54
9.40,	0.26,	-0.19
8.83,	-1.20,	-1.08
8.47,	1.43,	1.23
7.43,	0.12,	4.53
7.47,	-4.40,	2.62
9.69,	1.28,	4.91
10.64,	4.47,	7.78
10.70,	-4.88,	0.47
11.22,	-5.66,	-1.50
10.34,	3.03,	0.80
9.28,	4.50,	0.69
