x,	y,	z
12.35,	2.48,	4.71
12.98,	3.42,	4.50
13.57,	-5.64,	-2.04
13.01,	-2.86,	-2.71
10.10,	6.67,	2.97
7.52,	1.28,	1.57
7.05,	-5.26,	-1.41
7.42,	2.03,	3.62
7.63,	3.16,	6.61
8.45,	-4.99,	2.29
10.92,	-2.44,	2.88
12.11,	3.61,	5.60
11.94,	-2.15,	0.18
11.77,	-3.74,	-2.87
10.44,	2.95,	0.99
8.17,	1.96,	0.44
8.07,	-2.80,	0.04
9.65,	-0.25,	1.53
9.46,	3.75,	7.53
8.13,	-2.09,	4.96
9.02,	-3.81,	1.81
9.40,	1.57,	4.51
9.40,	-0.72,	1.17
10.53,	-3.05,	-1.33
11.74,	0.03,	-0.31
11.42,	2.20,	0.01
10.10,	-0.92,	2.13
11.01,	-3.06,	-0.20
10.41,	4.98,	5.70
7.45,	3.86,	6.56
6.49,	-5.81,	0.00
6.86,	-3.19,	2.11
8.14,	2.72,	4.13
10.12,	-0.23,	2.78
13.22,	-4.76,	-1.58
14.26,	-0.92,	-0.69
12.05,	2.73,	2.29
10.38,	-1.95,	0.09
9.33,	0.43,	0.58
7.24,	4.98,	5.24
5.23,	-1.93,	1.42
6.66,	-3.73,	0.78
9.92,	1.13,	4.82
11.19,	0.01,	3.86
12.67,	-2.99,	1.16
14.55,	-0.79,	-0.04
12.29,	2.21,	0.73
9.17,	-0.52,	-0.65
7.68,	-0.92,	-1.19
8.30,	3.48,	2.07
7.52,	2.77,	5.06
7.32,	-5.57,	1.78
9.17,	-2.09,	3.00
10.59,	3.45,	7.10
10.41,	-2.16,	2.03
11.80,	-2.68,	0.29
12.46,	1.50,	0.74
9.85,	1.42,	0.01
8.73,	-2.08,	-0.78
9.93,	-0.65,	-0.64
10.04,	5.32,	4.65
8.41,	-1.11,	5.24
8.92,	-6.47,	0.60
9.14,	2.27,	5.98
7.93,	2.54,	5.99
8.20,	-4.80,	-0.92
10.72,	-1.07,	0.45
12.59,	1.59,	0.57
10.88,	-2.04,	-1.13
11.38,	-1.35,	0.16
12.03,	2.89,	2.14
9.84,	2.76,	5.56
7.09,	-3.47,	2.11
7.01,	0.30,	1.88
6.54,	4.47,	6.07
7.13,	-5.10,	0.66
9.17,	-5.66,	-0.33
13.74,	4.07,	3.52
14.49,	1.54,	1.61
12.14,	-6.05,	-2.70
11.37,	-1.07,	-1.22
9.16,	7.00,	3.98
6.56,	0.47,	2.75
5.61,	-5.12,	-0.96
7.70,	2.80,	4.27
8.96,	1.44,	6.22
9.43,	-7.67,	0.48
13.06,	-1.05,	1.95
14.39,	6.30,	4.77
11.66,	-2.10,	-1.43
9.63,	-5.51,	-3.74
8.50,	3.99,	1.12
8.15,	4.43,	3.64
7.03,	-4.93,	0.75
8.12,	-3.35,	2.78
9.85,	5.11,	7.78
9.14,	-0.39,	6.13
10.39,	-7.02,	-1.59
11.43,	0.89,	2.16
11.39,	3.02,	1.17
9.79,	-2.54,	-2.40
10.17,	-0.70,	-0.56
10.65,	2.85,	2.04
8.97,	-0.54,	3.38
9.26,	-2.14,	2.07
9.46,	3.85,	5.59
8.16,	1.21,	5.44
6.94,	-7.08,	0.06
7.78,	-2.23,	1.65
11.29,	5.14,	3.47
12.28,	-0.44,	0.68
11.82,	-6.53,	-3.65
12.74,	2.12,	0.27
10.54,	5.15,	5.50
9.31,	-3.96,	0.38
7.99,	-0.14,	2.28
7.08,	6.65,	6.28
5.72,	-3.16,	2.02
7.77,	-8.26,	-1.08
10.91,	2.69,	4.12
12.66,	5.27,	4.73
13.61,	-5.52,	-1.31
13.52,	-6.13,	-3.25
11.08,	5.60,	2.68
8.51,	3.70,	2.86
6.61,	-3.21,	-1.78
6.58,	1.65,	2.85
7.46,	1.30,	5.37
8.63,	-5.38,	2.42
11.23,	-2.52,	2.74
12.55,	3.54,	5.11
12.67,	-0.67,	0.59
12.02,	-3.44,	-2.32
10.07,	1.35,	0.05
8.23,	1.88,	0.59
8.25,	-2.19,	0.11
8.63,	-0.15,	1.64
8.82,	3.54,	7.07
8.34,	-1.97,	4.98
9.87,	-4.83,	2.09
10.19,	0.09,	4.26
9.93,	0.40,	1.31
10.69,	-1.06,	-0.42
10.62,	-0.98,	-0.95
10.43,	1.04,	-0.49
9.79,	0.12,	2.30
11.33,	-2.25,	0.04
9.69,	4.24,	5.80
8.36,	3.10,	6.38
7.19,	-5.39,	0.44
7.08,	-3.36,	1.84
8.64,	3.42,	3.95
9.50,	1.16,	3.21
13.08,	-4.20,	-1.50
13.45,	-2.44,	-0.36
11.86,	1.56,	1.82
10.58,	0.69,	1.56
9.60,	2.13,	1.73
8.24,	2.89,	4.63
5.50,	-3.02,	1.43
6.39,	-2.96,	2.04
9.30,	0.02,	3.88
9.48,	-0.19,	2.68
12.46,	-1.02,	2.03
14.55,	-0.74,	0.06
12.87,	-1.31,	0.52
10.81,	-2.52,	-1.29
8.53,	2.12,	0.55
7.21,	4.94,	2.55
5.95,	-0.81,	2.54
6.88,	-5.05,	2.01
10.35,	-0.84,	4.19
10.67,	1.97,	6.55
11.44,	-2.47,	1.33
12.13,	-2.04,	0.04
11.67,	2.20,	0.63
9.95,	0.34,	-0.42
8.52,	-2.22,	-1.76
9.53,	1.06,	0.56
8.77,	3.65,	5.46
7.92,	-2.17,	4.30
9.49,	-2.68,	2.25
9.92,	2.78,	6.20
8.52,	-2.74,	2.16
9.16,	-4.75,	-1.22
11.23,	2.96,	2.23
11.68,	1.48,	0.43
10.03,	-2.97,	-1.50
11.40,	-0.21,	0.54
12.03,	4.47,	3.87
9.26,	1.32,	5.14
7.39,	-4.28,	1.08
7.54,	0.89,	2.71
6.57,	1.83,	4.97
7.39,	-4.58,	0.04
10.57,	-1.12,	1.86
12.64,	3.33,	3.06
13.97,	0.49,	1.36
12.17,	-5.54,	-2.02
11.83,	0.24,	-0.30
8.94,	7.54,	5.47
6.99,	-0.47,	2.43
6.39,	-5.62,	-0.72
7.72,	2.46,	4.48
8.52,	0.88,	5.51
9.46,	-6.76,	0.28
12.64,	0.47,	2.49
14.05,	5.21,	4.36
12.33,	-4.31,	-1.82
11.10,	-5.25,	-3.35
9.65,	5.66,	2.30
7.20,	4.20,	3.89
5.77,	-5.63,	-1.01
7.60,	-1.48,	2.61
9.97,	2.91,	7.25
9.73,	-3.73,	3.76
10.88,	-3.93,	1.67
12.46,	2.29,	3.03
10.20,	0.46,	0.21
9.96,	-2.95,	-2.71
