x,	y,	z
8.35,	-7.77,	-1.58
13.32,	4.46,	4.85
13.68,	2.98,	3.76
12.44,	-7.81,	-3.12
12.33,	-2.62,	-1.88
10.62,	8.12,	3.72
7.17,	1.87,	2.18
5.84,	-5.40,	-1.81
7.19,	2.06,	3.68
8.23,	2.05,	6.02
8.80,	-6.01,	1.72
12.16,	-1.65,	2.29
13.98,	4.98,	4.77
12.53,	-2.62,	-0.44
10.38,	-5.78,	-4.17
9.14,	4.47,	1.67
8.26,	4.53,	2.54
7.25,	-5.26,	-0.20
8.19,	-2.86,	1.77
9.25,	5.77,	8.20
8.63,	-0.73,	6.12
9.69,	-6.93,	-0.16
10.59,	0.79,	3.57
11.47,	2.18,	1.43
10.49,	-3.32,	-2.02
9.96,	-1.08,	-1.53
10.87,	4.70,	1.40
9.98,	-0.22,	2.83
9.82,	-4.97,	-0.13
10.01,	5.21,	6.52
8.09,	4.63,	7.51
6.38,	-8.03,	-0.83
7.37,	-4.22,	0.60
10.04,	5.54,	5.43
11.44,	0.59,	1.65
12.14,	-6.72,	-2.34
13.08,	-0.93,	-1.26
11.42,	6.53,	5.04
9.85,	-1.26,	1.31
8.83,	-1.96,	0.04
7.35,	5.82,	6.14
5.80,	-0.88,	3.01
6.26,	-7.28,	0.02
9.78,	0.41,	3.08
11.78,	4.58,	5.60
13.69,	-4.20,	-0.82
14.12,	-5.07,	-2.74
12.32,	3.81,	1.84
9.37,	2.43,	1.28
7.04,	-2.77,	-1.55
6.74,	1.76,	1.27
6.78,	3.13,	6.00
8.01,	-5.06,	2.49
9.94,	-3.53,	2.78
11.75,	3.86,	6.97
11.87,	-1.31,	1.14
12.45,	-4.13,	-1.87
11.02,	1.63,	-0.28
9.24,	2.77,	0.26
7.66,	-2.19,	-0.48
9.44,	-1.82,	-0.36
9.04,	4.44,	6.62
8.13,	0.43,	6.03
9.42,	-4.42,	1.69
9.93,	-0.17,	4.57
8.99,	-0.01,	2.53
10.05,	-2.22,	0.43
11.73,	-0.68,	-0.58
10.94,	0.87,	-0.33
10.52,	-0.20,	0.65
10.79,	-1.29,	0.50
11.05,	2.79,	3.90
8.52,	2.79,	6.33
6.99,	-3.85,	1.55
6.54,	-1.69,	1.91
7.71,	2.20,	4.30
8.36,	-1.23,	2.02
11.83,	-3.50,	0.24
13.70,	-0.32,	0.28
12.66,	0.66,	1.39
11.67,	-1.76,	-0.31
10.48,	1.79,	1.05
9.22,	5.01,	4.08
5.42,	-2.79,	1.76
6.39,	-4.41,	0.13
8.25,	2.91,	6.07
8.65,	0.09,	4.92
11.35,	-4.07,	0.53
13.98,	-0.14,	2.12
14.40,	0.39,	-0.02
11.51,	-2.00,	-1.02
8.93,	-0.62,	-1.03
8.28,	3.22,	0.93
6.03,	1.38,	3.88
5.93,	-4.25,	1.58
9.58,	-0.51,	3.94
10.43,	2.90,	7.31
10.09,	-4.39,	2.37
11.57,	-4.28,	0.14
12.28,	3.17,	1.93
10.79,	1.71,	-0.00
8.29,	-2.61,	-2.39
9.11,	0.31,	-0.78
10.42,	3.66,	3.63
