x,	y,	z
9.99,	-2.60,	3.22
11.27,	-7.55,	-0.81
13.93,	2.38,	3.60
13.52,	3.89,	2.46
9.48,	-3.50,	-1.71
9.25,	-1.55,	-1.97
8.64,	5.64,	3.76
6.25,	0.42,	3.31
6.90,	-5.20,	0.73
8.61,	1.38,	5.41
10.70,	1.53,	6.53
10.31,	-5.60,	2.23
11.65,	-2.21,	0.98
12.01,	3.70,	2.93
9.77,	-1.04,	-1.56
9.50,	-2.88,	-3.12
10.16,	3.56,	1.23
10.87,	3.86,	3.02
8.21,	-3.90,	1.81
8.45,	-2.38,	1.95
9.65,	6.25,	7.13
9.03,	-0.17,	4.63
9.36,	-9.79,	-2.33
9.97,	-1.80,	0.92
10.39,	6.03,	3.51
10.69,	-0.74,	-0.74
12.08,	-4.44,	-2.58
12.74,	2.48,	1.41
9.97,	1.56,	4.43
7.65,	-4.60,	-0.16
6.94,	2.97,	4.25
5.97,	5.61,	6.45
7.91,	-4.78,	0.82
10.04,	-6.48,	0.84
12.55,	0.56,	2.48
12.39,	2.47,	3.01
12.97,	-2.48,	-1.47
12.84,	-0.82,	-1.11
9.59,	3.32,	2.72
7.19,	-0.52,	1.15
6.24,	-1.48,	0.89
6.86,	2.98,	4.18
7.84,	-0.86,	5.00
9.55,	-5.55,	1.44
12.55,	0.93,	4.67
13.36,	1.83,	4.31
12.15,	-4.28,	-2.25
10.60,	-0.57,	-1.34
9.14,	6.24,	1.95
7.36,	1.24,	1.53
7.70,	-6.43,	-1.59
8.41,	1.23,	2.85
8.11,	5.54,	9.17
9.34,	-4.55,	2.92
11.49,	-4.81,	2.06
11.51,	1.15,	4.63
10.02,	-0.60,	-0.39
9.66,	-0.57,	-0.91
10.79,	1.29,	-0.37
10.03,	0.48,	-0.20
9.67,	-1.87,	1.59
10.91,	-0.46,	0.97
8.33,	4.92,	7.09
6.96,	0.20,	4.50
8.87,	-3.50,	0.96
9.47,	-1.37,	3.74
10.19,	-2.54,	0.08
9.82,	-1.18,	0.73
12.40,	2.32,	0.26
12.95,	1.17,	0.69
11.28,	-3.83,	-0.22
10.55,	-2.19,	0.46
8.36,	5.02,	4.32
6.00,	2.85,	4.27
5.17,	-4.38,	0.92
7.37,	-1.56,	2.67
10.64,	1.72,	5.41
11.36,	-3.91,	1.21
12.47,	-4.60,	-0.68
14.26,	3.78,	1.33
12.56,	4.06,	1.73
8.71,	-4.38,	-1.61
8.33,	-2.23,	-1.34
7.19,	6.28,	5.66
5.69,	0.85,	4.06
7.56,	-5.69,	1.39
10.28,	-0.42,	4.50
11.79,	1.39,	5.48
11.72,	-3.49,	1.89
12.97,	-2.21,	-0.42
11.83,	2.91,	0.56
8.31,	1.56,	0.22
7.40,	-1.70,	-1.64
9.58,	0.95,	1.55
8.88,	2.55,	4.66
7.51,	-2.59,	4.25
9.15,	-1.79,	3.09
10.93,	2.12,	6.23
10.52,	-3.38,	2.15
9.31,	-4.45,	-0.88
10.61,	3.31,	1.40
10.82,	3.45,	1.29
10.27,	-4.49,	-1.60
11.42,	-2.13,	-0.74
11.88,	6.49,	5.28
7.74,	0.18,	4.40
6.61,	-6.67,	-0.33
8.08,	3.48,	4.70
8.90,	4.88,	6.73
8.91,	-8.84,	-1.99
10.87,	-6.39,	-1.83
12.56,	7.26,	3.75
12.77,	3.41,	1.84
11.58,	-7.49,	-3.10
11.51,	-1.15,	-0.39
8.73,	7.88,	7.01
5.09,	-1.58,	2.48
5.85,	-4.88,	-1.25
7.62,	5.08,	6.56
10.19,	-1.26,	4.12
11.41,	-8.81,	-1.67
13.62,	1.18,	2.75
14.29,	5.86,	2.89
10.60,	-2.54,	-1.32
9.42,	-4.67,	-3.13
9.08,	5.58,	2.73
6.94,	4.74,	5.59
6.15,	-6.81,	-0.55
7.84,	-1.89,	2.52
10.29,	5.05,	8.47
10.76,	-3.56,	3.25
12.08,	-5.14,	0.25
13.45,	2.55,	2.87
10.29,	1.30,	-0.14
8.44,	-2.64,	-2.38
8.71,	2.47,	-0.25
9.93,	4.93,	3.66
8.07,	-4.46,	2.21
8.65,	-4.81,	1.57
9.40,	6.70,	8.50
9.06,	2.22,	6.30
9.86,	-9.36,	-2.44
10.09,	-3.47,	0.15
10.63,	6.03,	2.57
10.17,	1.81,	0.71
11.65,	-5.34,	-2.43
12.46,	-1.09,	-0.59
10.28,	3.50,	5.69
8.73,	-1.46,	1.50
6.95,	0.91,	3.57
6.39,	3.07,	5.56
7.87,	-3.29,	1.64
9.46,	-5.12,	1.27
12.29,	-0.40,	0.67
12.17,	2.35,	2.69
12.52,	-2.01,	-1.06
12.87,	-1.59,	-1.07
10.07,	2.48,	3.58
8.01,	-0.21,	2.24
5.87,	-0.89,	1.10
6.06,	3.15,	3.22
6.86,	-0.12,	4.51
9.33,	-6.06,	1.19
12.91,	-1.75,	2.72
13.30,	2.69,	3.78
12.45,	-0.88,	0.22
11.62,	-2.18,	-2.15
9.81,	2.86,	0.74
7.65,	1.86,	2.01
7.63,	-3.17,	-0.07
7.87,	0.69,	3.23
7.71,	2.86,	7.05
8.36,	-2.79,	3.90
11.63,	-3.20,	2.73
12.35,	0.40,	3.85
11.73,	-0.80,	0.26
10.37,	-1.08,	-0.98
9.35,	1.58,	-0.61
8.48,	2.00,	0.54
9.39,	-1.78,	0.80
10.21,	-1.34,	1.13
9.31,	4.19,	6.77
7.85,	0.76,	5.61
8.03,	-4.75,	1.50
9.89,	-1.56,	2.47
10.20,	-0.30,	1.67
9.91,	-1.99,	-0.58
11.11,	1.33,	0.64
12.36,	1.85,	0.74
11.71,	-3.17,	0.24
10.80,	-2.74,	0.51
9.75,	5.92,	4.98
6.93,	3.98,	5.47
4.93,	-6.01,	-0.18
7.26,	-2.74,	1.63
10.51,	2.47,	4.97
11.44,	-2.63,	1.24
12.74,	-3.55,	-0.48
13.76,	2.12,	0.78
11.84,	2.00,	2.01
9.36,	-3.59,	-1.08
8.52,	1.75,	1.19
7.17,	6.03,	5.62
4.88,	-3.66,	1.23
6.79,	-5.57,	0.94
11.08,	2.29,	4.86
12.71,	2.56,	4.77
12.60,	-4.72,	0.44
12.79,	-3.53,	-1.34
11.01,	4.06,	1.94
9.40,	1.70,	0.30
7.75,	-2.11,	-1.39
8.67,	1.40,	1.70
8.47,	3.31,	4.53
7.02,	-4.25,	4.09
8.22,	-4.48,	2.28
11.09,	4.40,	7.31
11.57,	0.61,	4.25
10.87,	-5.89,	-1.84
10.78,	-1.05,	0.01
9.96,	3.80,	0.63
8.85,	0.50,	0.09
10.22,	-2.20,	-0.78
11.52,	2.98,	2.63
8.55,	1.16,	6.03
7.92,	-5.26,	1.05
8.08,	1.23,	4.17
8.24,	4.18,	6.56
9.57,	-4.57,	-0.24
10.50,	-5.16,	-0.55
12.26,	1.92,	0.54
11.79,	2.91,	1.97
12.55,	-3.32,	-0.99
12.26,	-1.62,	-0.54
9.42,	5.69,	6.09
6.74,	0.08,	3.68
5.15,	-4.90,	-0.40
6.02,	1.76,	3.85
9.47,	1.35,	4.49
10.53,	-5.66,	0.59
13.22,	-2.18,	0.88
13.80,	3.23,	2.70
11.65,	-1.60,	-0.84
10.83,	-2.94,	-2.87
8.80,	5.55,	2.87
6.87,	3.72,	4.08
5.65,	-6.41,	-0.42
7.31,	-2.26,	2.06
9.87,	5.13,	7.69
11.00,	-1.56,	3.65
13.29,	-4.96,	0.16
13.61,	0.11,	1.88
10.13,	1.22,	0.25
8.97,	-0.54,	-1.34
8.96,	2.03,	0.14
8.94,	2.20,	2.41
7.56,	-3.41,	2.36
8.18,	-3.40,	3.11
9.24,	3.85,	7.12
8.58,	2.14,	6.85
10.64,	-5.40,	0.04
11.57,	-3.33,	0.64
10.59,	0.50,	0.36
10.03,	0.50,	-1.02
10.36,	1.45,	-0.07
11.09,	1.66,	0.70
10.62,	-0.71,	3.08
9.09,	-2.28,	2.56
8.51,	2.26,	4.09
7.28,	3.38,	5.02
6.72,	-3.60,	2.02
8.79,	-4.61,	0.82
11.68,	0.04,	2.52
11.33,	-0.05,	1.25
12.39,	-1.10,	-0.70
13.52,	1.46,	0.20
11.50,	1.37,	2.49
8.26,	-2.48,	1.42
7.42,	0.56,	2.04
6.19,	4.51,	4.74
5.26,	-1.59,	2.71
7.89,	-5.08,	1.60
12.71,	-1.24,	3.03
13.14,	0.04,	2.92
13.16,	-2.51,	-0.59
12.78,	-0.32,	-1.10
10.86,	3.70,	0.98
8.23,	0.36,	0.45
6.36,	-3.21,	-0.25
7.63,	1.86,	2.42
7.44,	2.84,	7.01
8.31,	-4.36,	3.07
11.48,	-2.19,	3.39
13.05,	1.89,	5.13
12.40,	-3.23,	-1.16
10.33,	-2.42,	-2.03
9.50,	4.27,	0.72
8.74,	2.90,	0.69
8.18,	-5.05,	-0.27
9.56,	-3.03,	0.24
9.68,	7.22,	8.26
8.03,	1.70,	6.55
8.61,	-6.91,	0.25
10.08,	-1.00,	3.72
10.74,	0.16,	2.52
10.22,	-3.12,	-2.00
11.15,	0.58,	0.25
11.28,	2.92,	-0.04
10.10,	-0.68,	2.22
10.29,	-4.38,	0.03
10.44,	4.11,	4.46
7.81,	6.00,	7.93
5.43,	-5.47,	-0.57
6.23,	-4.11,	0.96
10.02,	3.35,	4.52
11.40,	-0.87,	2.11
11.66,	-5.07,	-1.55
13.69,	1.16,	0.10
12.76,	4.33,	3.45
10.89,	-3.59,	-0.20
8.73,	-1.21,	-0.66
7.97,	7.97,	6.18
5.20,	-1.11,	2.70
5.17,	-8.29,	-1.07
9.23,	1.35,	5.24
12.02,	4.42,	5.84
12.74,	-5.58,	0.07
13.95,	-5.81,	-2.41
12.46,	5.36,	2.21
9.79,	3.43,	2.01
7.41,	-4.69,	-3.42
7.89,	0.84,	0.61
7.53,	5.06,	6.10
7.09,	-3.41,	3.44
9.35,	-4.65,	2.50
11.23,	2.98,	6.70
11.45,	-0.63,	3.14
11.95,	-5.61,	-2.02
11.07,	1.27,	0.04
9.41,	3.98,	1.27
8.32,	-1.83,	-1.18
9.13,	-2.73,	-0.82
10.97,	4.19,	4.21
8.63,	3.11,	6.88
8.45,	-4.81,	0.69
8.71,	-0.87,	3.20
8.56,	1.47,	5.04
8.94,	-4.16,	0.38
11.00,	-1.49,	0.15
12.29,	3.06,	1.73
11.55,	1.31,	0.87
11.20,	-3.84,	-1.19
11.61,	-0.15,	0.72
10.19,	5.96,	6.03
6.91,	-0.49,	4.84
5.98,	-4.84,	-0.79
6.02,	3.61,	4.59
8.55,	0.20,	4.25
10.08,	-7.12,	-1.59
12.66,	-1.18,	2.15
13.53,	4.08,	2.07
11.92,	-0.79,	1.16
11.44,	-5.26,	-2.63
10.91,	4.48,	2.14
6.91,	6.76,	6.14
5.50,	-5.40,	-1.02
6.92,	-3.80,	0.59
8.06,	3.75,	7.17
9.71,	-1.49,	3.77
13.26,	-3.80,	0.81
14.69,	0.37,	2.16
12.50,	0.23,	-0.39
8.92,	-1.77,	-1.11
8.31,	1.16,	-1.13
8.65,	4.12,	2.28
6.55,	-2.47,	2.40
8.35,	-4.75,	1.11
9.50,	3.53,	7.19
9.55,	1.65,	7.03
10.21,	-6.39,	0.00
11.93,	-1.98,	0.92
11.55,	2.85,	1.23
9.68,	-0.95,	-1.47
8.95,	-1.27,	-1.61
10.35,	2.97,	1.10
10.54,	1.33,	3.77
8.81,	-2.97,	2.33
9.43,	1.54,	3.95
8.57,	4.08,	6.08
6.74,	-5.03,	1.46
8.73,	-6.00,	-0.47
11.58,	3.06,	3.58
11.47,	3.09,	2.19
11.77,	-4.85,	-1.42
12.58,	-3.42,	-2.15
11.17,	5.60,	5.04
9.06,	1.37,	3.58
7.51,	-2.57,	0.39
6.38,	2.70,	4.52
5.43,	0.62,	3.93
6.75,	-4.74,	2.04
11.91,	-2.56,	1.55
13.80,	1.32,	2.93
12.76,	-1.06,	0.56
12.63,	-2.01,	-1.30
11.62,	2.40,	1.47
10.01,	1.69,	1.82
6.31,	-2.44,	0.43
6.69,	1.10,	1.53
6.97,	3.50,	6.16
7.13,	-4.12,	3.16
10.17,	-4.72,	1.58
12.86,	3.09,	5.39
13.94,	-0.37,	1.18
12.46,	-5.53,	-2.70
9.62,	1.37,	-1.01
8.32,	5.74,	2.02
7.75,	-2.07,	-0.46
8.61,	-4.39,	-0.71
10.03,	4.52,	6.14
8.64,	3.17,	7.55
9.04,	-6.81,	1.02
10.37,	-3.02,	2.11
10.54,	2.82,	3.90
11.00,	-1.04,	-0.65
10.52,	-2.26,	-1.36
10.33,	0.58,	-0.84
9.94,	1.91,	2.50
9.84,	-1.90,	1.37
10.16,	1.25,	2.74
9.03,	5.18,	7.41
6.62,	-3.81,	1.70
6.70,	-5.72,	0.49
9.39,	2.21,	3.91
10.75,	1.57,	3.11
11.43,	-3.48,	-1.15
13.17,	-1.06,	-0.15
13.05,	1.75,	1.85
11.06,	-1.12,	0.61
9.17,	0.17,	1.17
8.17,	4.95,	3.77
5.04,	0.09,	3.78
5.26,	-5.82,	0.68
8.18,	0.00,	4.39
11.05,	3.13,	6.19
12.82,	-4.09,	0.41
13.65,	-5.26,	-1.01
12.87,	4.02,	1.30
10.44,	4.28,	2.92
9.00,	-3.98,	-2.49
8.60,	-0.54,	0.42
6.57,	4.39,	5.48
6.43,	-1.62,	3.34
8.72,	-4.87,	1.85
10.29,	1.60,	4.81
11.66,	1.78,	5.01
13.08,	-4.39,	-0.49
12.71,	-2.83,	-1.35
10.40,	1.98,	-0.14
7.34,	1.87,	-0.44
8.07,	0.27,	-0.80
9.82,	1.41,	2.46
8.83,	-0.14,	5.16
9.13,	-3.27,	2.83
9.65,	0.22,	4.34
9.03,	0.85,	4.37
8.69,	-3.24,	0.35
11.08,	-0.94,	0.64
11.89,	1.42,	0.36
10.66,	-1.00,	-0.38
11.02,	-2.44,	-0.59
11.58,	2.91,	2.32
10.09,	4.48,	5.78
6.93,	-3.81,	1.95
7.11,	-3.44,	1.09
6.91,	3.51,	5.89
7.59,	-0.38,	3.50
10.83,	-4.48,	-0.00
12.56,	-1.16,	1.60
13.30,	1.57,	1.02
12.60,	-0.81,	0.93
11.85,	-1.62,	-1.08
10.32,	3.82,	2.72
6.09,	1.83,	4.03
5.32,	-4.07,	-0.09
7.13,	0.66,	3.44
8.30,	3.34,	6.25
9.81,	-4.35,	2.10
12.70,	-3.89,	1.04
14.28,	0.43,	2.75
12.58,	-0.45,	-0.26
10.18,	-1.43,	-1.46
9.35,	2.97,	0.38
9.03,	3.62,	2.22
6.47,	-4.10,	1.72
7.03,	-4.07,	1.39
9.18,	4.55,	6.88
9.30,	1.68,	6.22
10.03,	-5.82,	0.71
12.62,	-1.35,	1.74
13.02,	1.16,	1.51
10.47,	-2.70,	-2.58
8.23,	0.04,	-1.32
8.86,	4.57,	0.73
9.23,	0.68,	2.71
8.61,	-5.24,	1.56
10.28,	1.11,	4.12
10.09,	5.63,	7.81
7.19,	-5.00,	1.25
8.18,	-6.48,	-1.64
11.15,	4.06,	3.70
11.65,	2.11,	1.64
