x,	y,	z
9.33,	3.55,	6.76
12.42,	-5.51,	0.10
13.61,	-3.62,	0.55
13.15,	1.26,	0.79
11.13,	0.82,	-0.91
8.93,	0.26,	-0.59
8.18,	1.21,	-0.16
7.13,	0.11,	3.82
7.02,	-4.01,	2.06
9.24,	0.83,	4.47
9.51,	4.93,	8.38
9.85,	-3.57,	2.55
11.31,	-5.25,	0.06
11.60,	1.23,	0.82
9.94,	1.29,	-0.37
8.79,	-1.41,	-1.72
10.47,	0.19,	-0.57
10.68,	1.07,	3.55
9.49,	-1.90,	2.75
9.75,	1.04,	3.77
8.59,	3.64,	5.49
7.13,	-2.72,	2.67
8.16,	-4.32,	0.20
11.54,	-0.07,	2.15
11.36,	0.01,	0.73
11.03,	-1.90,	-0.59
12.08,	-0.41,	-0.44
12.11,	3.06,	2.63
9.66,	0.18,	3.04
7.88,	-2.36,	1.01
7.40,	2.44,	3.65
5.03,	1.67,	4.42
6.02,	-3.51,	1.86
10.98,	-1.93,	1.71
13.57,	0.51,	3.28
13.14,	-2.81,	-0.23
12.57,	-2.63,	-1.03
12.14,	3.59,	1.31
9.85,	3.51,	2.28
7.04,	-1.73,	1.26
6.71,	-1.83,	-0.20
7.39,	4.72,	4.91
7.39,	-0.64,	4.81
8.22,	-6.58,	1.13
12.41,	0.99,	4.60
13.73,	2.88,	4.57
12.19,	-3.83,	-1.64
11.16,	-2.19,	-1.89
9.30,	3.85,	0.96
7.51,	1.12,	1.18
7.95,	-4.19,	-0.40
9.14,	1.07,	2.90
8.77,	4.30,	7.70
8.56,	-3.30,	3.50
9.66,	-4.10,	2.32
10.98,	1.74,	4.18
11.22,	0.52,	0.76
10.37,	-2.89,	-1.74
10.16,	-0.88,	-1.64
10.36,	2.72,	1.02
10.70,	-0.87,	2.18
10.83,	-3.53,	0.19
10.04,	5.33,	6.24
7.99,	3.67,	6.79
5.69,	-7.32,	-0.30
7.52,	-2.61,	0.88
10.94,	4.67,	5.01
11.22,	-3.57,	0.03
12.16,	-4.55,	-2.15
12.95,	4.18,	2.24
11.42,	1.45,	2.12
9.84,	-4.65,	-1.09
8.69,	3.10,	2.69
7.04,	6.22,	6.05
4.82,	-5.17,	0.69
6.33,	-5.35,	0.17
10.87,	4.78,	5.96
12.37,	1.23,	4.26
13.78,	-7.37,	-2.14
13.80,	-1.68,	-0.97
11.25,	5.87,	3.35
8.88,	-0.40,	-0.20
7.72,	-2.51,	-0.37
7.67,	3.03,	3.06
6.65,	0.65,	4.98
7.27,	-5.58,	1.74
10.13,	-0.15,	4.33
10.94,	4.87,	7.42
12.08,	-3.24,	0.95
12.67,	-5.09,	-2.26
11.28,	2.60,	0.84
8.77,	1.42,	0.06
8.07,	-1.73,	-1.16
9.29,	0.96,	1.72
9.11,	2.23,	5.48
7.94,	-2.35,	4.80
9.50,	-1.72,	2.45
9.54,	3.09,	6.16
8.97,	-2.03,	1.50
10.21,	-3.68,	-1.18
11.56,	0.57,	0.32
10.65,	0.54,	-0.65
10.50,	-1.40,	0.26
11.59,	-0.78,	-0.04
11.18,	4.13,	4.85
8.25,	1.02,	5.30
7.43,	-4.02,	0.60
6.70,	0.95,	3.96
6.61,	0.42,	3.75
9.23,	-2.95,	-0.04
12.46,	-2.35,	1.66
13.35,	-1.49,	-0.62
12.04,	0.85,	2.04
11.77,	-1.09,	0.23
10.81,	1.53,	0.76
8.07,	4.70,	4.81
5.33,	-2.66,	0.84
5.42,	-3.82,	0.53
8.38,	2.73,	4.82
9.39,	1.22,	4.92
12.41,	-4.00,	0.60
14.59,	-1.39,	1.42
13.11,	-0.13,	0.20
10.59,	-1.45,	-1.53
9.26,	1.76,	-0.10
8.25,	3.55,	1.81
6.50,	-2.68,	2.35
7.04,	-4.94,	0.80
9.42,	3.57,	6.20
9.56,	3.26,	7.07
9.87,	-4.94,	1.20
11.68,	-2.13,	1.44
12.76,	2.54,	1.77
