x,	y,	z
8.45,	-0.16,	4.57
8.96,	-2.93,	2.29
9.24,	2.51,	5.99
8.51,	1.54,	5.82
8.44,	-4.66,	1.71
11.07,	-2.83,	0.30
11.12,	2.19,	1.53
10.39,	-0.49,	-0.41
10.74,	-3.23,	-2.33
11.77,	1.54,	1.62
10.75,	2.81,	3.92
8.86,	-2.17,	1.98
8.49,	-0.94,	1.91
6.57,	3.06,	5.24
6.23,	-0.90,	3.14
9.11,	-2.98,	0.80
12.22,	-0.27,	2.11
12.43,	-1.70,	0.87
11.80,	-2.90,	-0.39
13.20,	3.19,	1.25
12.47,	4.73,	3.57
8.16,	-4.05,	0.14
6.93,	-3.13,	-0.23
6.38,	5.77,	5.49
5.36,	1.09,	3.86
7.72,	-5.57,	0.56
11.14,	-1.00,	3.14
13.61,	1.08,	3.50
13.13,	-3.90,	0.31
12.22,	-2.04,	-2.26
11.40,	5.37,	1.45
7.88,	1.40,	0.79
6.65,	-5.10,	-1.49
8.52,	0.80,	2.52
8.94,	5.86,	7.10
8.16,	-3.60,	3.60
10.46,	-5.71,	0.73
12.50,	3.18,	5.26
12.28,	0.51,	2.02
10.11,	-3.34,	-2.68
9.45,	0.75,	-0.28
9.33,	1.76,	0.55
8.70,	-2.19,	1.18
9.86,	-2.20,	0.83
10.31,	5.20,	5.35
7.98,	0.90,	6.17
7.63,	-7.05,	0.33
8.78,	0.22,	3.92
10.70,	3.86,	4.36
10.32,	-3.83,	-0.95
10.69,	-4.41,	-1.70
12.35,	3.43,	1.37
12.02,	3.36,	2.94
10.12,	-4.88,	-0.31
10.29,	-0.84,	0.99
7.81,	6.40,	7.05
5.29,	-1.46,	2.81
6.34,	-4.95,	0.12
8.85,	3.14,	4.27
11.85,	-0.02,	3.23
12.06,	-7.47,	-1.81
13.68,	0.16,	0.09
13.32,	7.63,	3.74
10.10,	-1.76,	0.22
9.30,	-5.76,	-2.73
7.71,	5.66,	4.68
6.06,	4.79,	5.80
5.83,	-7.03,	-0.17
8.04,	-3.27,	1.61
11.42,	4.91,	6.79
12.96,	-1.70,	2.63
13.42,	-6.28,	-2.13
13.28,	1.30,	-0.26
9.62,	3.78,	1.56
7.40,	-2.78,	-2.52
8.25,	-0.04,	0.33
8.64,	4.61,	4.96
8.00,	-3.50,	3.83
8.49,	-5.77,	1.67
10.91,	4.58,	7.31
10.57,	2.30,	5.36
10.94,	-5.58,	-2.27
11.43,	-1.36,	-0.65
9.78,	2.42,	0.21
8.99,	-1.08,	-0.39
9.97,	-2.81,	-0.33
11.22,	2.25,	2.61
8.77,	2.90,	6.48
7.92,	-3.87,	1.95
8.13,	-0.37,	3.33
7.99,	3.26,	6.14
9.29,	-3.12,	0.17
11.23,	-3.62,	-0.21
12.45,	0.84,	0.75
12.01,	1.16,	1.15
