x,	y,	z
13.24,	0.56,	-0.19
12.06,	0.59,	1.70
10.90,	-2.85,	-0.15
10.16,	1.53,	1.19
8.92,	6.03,	4.92
5.98,	-2.28,	1.78
6.34,	-5.64,	-0.08
8.62,	1.60,	5.33
10.56,	1.29,	4.65
11.82,	-4.10,	0.64
13.70,	-2.31,	0.12
13.20,	4.06,	1.70
9.79,	0.91,	1.53
8.33,	-3.65,	-2.46
8.86,	3.03,	2.11
6.52,	2.20,	5.00
6.21,	-4.54,	0.72
9.54,	-1.30,	4.81
11.08,	1.32,	5.72
10.73,	-2.73,	3.14
11.85,	-3.20,	0.57
12.54,	2.86,	1.07
9.70,	2.23,	1.02
6.99,	-2.46,	-2.62
7.98,	0.85,	0.22
10.84,	4.08,	3.70
8.72,	-1.87,	4.53
9.03,	-4.27,	1.56
10.40,	4.23,	6.03
9.62,	-0.31,	4.69
9.41,	-8.15,	-2.63
10.52,	0.88,	1.57
11.42,	6.19,	2.67
9.50,	-2.90,	-1.25
9.23,	-6.07,	-2.98
11.42,	5.67,	3.37
11.21,	6.92,	7.21
8.33,	-7.38,	0.17
9.10,	-4.97,	-0.06
7.39,	6.35,	7.30
6.61,	-1.11,	3.19
9.37,	-5.86,	-2.24
11.73,	2.35,	3.43
13.07,	1.13,	0.87
11.90,	-4.72,	-1.13
11.54,	-0.53,	-0.15
10.75,	6.37,	3.72
6.54,	0.07,	3.29
6.54,	-5.95,	-1.93
8.04,	2.76,	4.51
8.33,	2.94,	6.10
9.10,	-4.67,	1.77
11.82,	-3.15,	1.43
13.72,	3.62,	3.67
12.53,	0.15,	0.50
10.23,	-4.14,	-2.43
9.45,	1.71,	0.15
8.51,	5.30,	3.12
6.53,	-3.21,	2.02
7.10,	-5.01,	0.48
9.55,	5.39,	8.06
9.95,	1.28,	7.44
10.81,	-8.33,	-0.70
11.77,	-1.14,	2.78
12.04,	4.68,	2.45
9.51,	-1.03,	-1.22
7.99,	-2.69,	-2.83
8.82,	4.12,	0.52
9.11,	2.28,	4.14
9.58,	-5.83,	0.47
10.27,	0.83,	4.16
9.64,	6.85,	8.63
8.01,	-4.67,	1.42
9.03,	-7.77,	-1.81
11.26,	2.94,	2.69
11.02,	3.96,	1.76
10.76,	-3.51,	-1.64
11.16,	-3.09,	-2.18
10.53,	4.31,	3.99
9.46,	1.35,	3.90
9.62,	-1.90,	1.11
8.88,	1.97,	4.66
6.96,	-1.34,	3.09
6.10,	-5.21,	1.05
9.58,	0.03,	2.04
11.40,	3.50,	3.39
12.83,	-3.22,	-0.04
13.50,	-4.87,	-2.41
11.56,	3.77,	2.88
9.31,	3.28,	3.32
6.80,	-2.72,	0.16
7.16,	0.66,	1.62
7.52,	3.24,	4.90
7.84,	-4.17,	2.42
10.52,	-5.21,	0.81
12.33,	2.94,	5.30
12.34,	0.67,	2.34
12.00,	-4.81,	-2.03
11.00,	1.03,	-0.46
9.52,	4.53,	1.90
7.25,	-2.08,	-0.39
8.09,	-2.66,	-0.07
8.72,	4.07,	6.54
7.67,	1.08,	6.23
10.11,	-5.50,	2.46
11.78,	-2.03,	3.26
11.38,	1.71,	3.56
10.57,	-1.17,	-0.07
9.52,	-0.08,	-0.77
9.21,	1.37,	-0.19
8.55,	0.08,	0.23
9.46,	-0.64,	1.40
11.44,	2.29,	3.23
10.25,	2.41,	6.12
8.42,	-4.49,	2.09
8.20,	-3.21,	1.96
8.84,	1.78,	3.94
9.57,	0.07,	1.13
11.07,	-3.12,	-0.50
