x,	y,	z
7.15,	-0.60,	0.84
8.17,	-3.68,	0.18
9.11,	2.83,	4.22
8.76,	5.22,	8.23
9.32,	-5.56,	2.32
10.71,	-5.82,	1.33
10.86,	2.07,	4.61
10.24,	0.58,	1.19
9.71,	-0.89,	-0.78
9.78,	-0.20,	-0.76
9.39,	1.62,	0.43
9.04,	0.46,	2.67
12.34,	-1.07,	0.50
10.54,	2.74,	5.17
7.60,	-0.31,	4.08
7.09,	-3.60,	1.19
8.51,	-0.67,	2.63
10.05,	0.52,	2.14
10.43,	-2.04,	0.75
12.00,	-1.47,	-0.85
12.22,	1.87,	1.46
10.73,	-0.48,	1.03
10.31,	-1.27,	0.05
10.40,	3.71,	3.35
7.46,	0.87,	3.62
6.13,	-4.82,	0.88
6.73,	-1.45,	2.72
9.29,	2.70,	4.96
10.75,	-1.17,	2.21
12.87,	-4.41,	0.06
14.46,	0.73,	0.29
11.71,	3.07,	2.29
8.94,	-0.76,	0.57
8.03,	-0.62,	-0.86
7.97,	4.93,	4.12
7.04,	-1.04,	2.57
7.47,	-5.70,	0.88
10.17,	-0.55,	4.66
11.38,	2.07,	5.40
11.11,	-2.67,	2.21
11.97,	-3.32,	-0.95
11.27,	3.01,	1.11
9.51,	1.77,	0.59
7.51,	-2.92,	-1.94
8.87,	0.98,	0.64
9.53,	4.07,	5.74
7.80,	-2.19,	4.30
9.87,	-2.72,	2.91
10.74,	2.42,	6.22
9.71,	-2.85,	2.11
8.97,	-5.26,	-1.08
10.65,	3.45,	1.50
10.60,	4.15,	1.44
9.30,	-4.69,	-2.14
10.57,	-3.50,	-1.57
12.18,	7.12,	5.50
10.20,	3.32,	5.85
7.92,	-7.43,	-0.72
7.87,	-0.55,	2.27
6.58,	4.27,	6.86
8.38,	-4.72,	0.05
11.14,	-3.31,	0.48
12.86,	2.95,	3.09
12.59,	0.40,	0.83
10.74,	-4.26,	-0.52
11.18,	1.39,	-0.21
9.94,	7.76,	5.65
6.97,	-3.57,	1.08
6.71,	-7.30,	-2.55
8.07,	4.48,	6.05
8.20,	2.62,	5.60
10.23,	-6.53,	-0.42
12.65,	-1.41,	1.26
13.99,	3.32,	2.97
12.15,	-2.51,	-1.04
8.95,	-2.08,	-1.74
9.11,	5.03,	1.65
6.95,	2.40,	3.71
6.99,	-5.96,	0.50
9.19,	-0.40,	3.21
10.07,	5.43,	8.50
10.02,	-5.20,	2.24
11.13,	-6.51,	-0.56
12.22,	4.10,	3.78
10.66,	2.68,	1.01
8.60,	-3.62,	-2.28
8.76,	-0.78,	-1.67
9.79,	5.26,	3.78
8.70,	0.13,	3.90
9.91,	-4.39,	1.43
10.05,	3.25,	5.91
8.91,	0.84,	5.69
8.47,	-7.47,	-0.61
9.77,	-1.29,	1.01
10.62,	5.57,	3.22
10.13,	-0.56,	-0.35
10.58,	-5.61,	-2.82
