x,	y,	z
8.07,	-0.67,	-0.02
8.04,	-2.82,	-0.86
8.31,	3.87,	4.62
8.43,	3.56,	6.81
9.06,	-5.89,	2.14
10.64,	-4.25,	2.24
11.09,	2.50,	4.84
10.31,	-0.62,	1.14
10.04,	-0.89,	-1.08
10.26,	1.86,	0.75
9.40,	-0.73,	-0.07
9.22,	-2.06,	0.04
11.57,	2.97,	3.05
9.72,	4.30,	6.14
8.10,	-3.40,	2.75
8.21,	-3.89,	1.73
8.51,	0.89,	3.90
8.42,	-0.08,	1.65
10.05,	-0.94,	0.48
11.50,	0.59,	0.19
12.71,	-0.24,	0.67
12.49,	-2.90,	-0.10
10.97,	-0.04,	1.02
9.74,	5.55,	4.20
6.31,	0.85,	3.67
6.19,	-5.09,	0.20
7.43,	-3.69,	1.65
8.97,	1.94,	4.75
10.47,	-0.72,	2.94
11.60,	-3.12,	0.33
13.10,	0.27,	0.84
12.50,	1.86,	1.75
11.17,	-2.67,	-0.15
10.38,	-0.35,	-0.60
8.02,	5.03,	4.09
4.82,	-1.31,	2.14
6.07,	-4.33,	0.55
9.75,	1.14,	5.46
11.08,	-0.22,	4.80
11.89,	-3.73,	1.38
12.49,	-0.82,	1.44
11.12,	1.65,	0.60
8.84,	-0.32,	-0.65
9.54,	0.10,	-1.31
9.78,	2.35,	1.16
7.98,	0.13,	3.39
7.82,	-3.26,	3.16
10.16,	0.61,	4.23
10.45,	3.20,	6.46
9.24,	-4.02,	1.28
10.03,	-4.37,	-0.65
10.50,	2.11,	1.56
9.99,	2.39,	0.03
9.83,	-1.85,	-0.42
11.31,	-2.33,	-0.95
11.06,	4.14,	4.66
9.20,	1.67,	5.77
8.60,	-4.20,	0.67
8.54,	1.14,	4.23
7.36,	1.14,	4.71
7.06,	-4.89,	0.58
10.37,	-1.14,	0.82
11.83,	3.37,	2.83
11.53,	-2.08,	-0.20
12.85,	-3.87,	-1.69
12.44,	3.09,	2.60
9.49,	3.64,	4.18
5.97,	-2.79,	0.96
6.31,	-1.17,	0.87
8.26,	3.27,	5.37
8.06,	-2.98,	3.31
11.11,	-5.43,	0.50
12.56,	1.98,	3.59
12.35,	1.45,	1.75
11.59,	-3.52,	-1.85
11.67,	0.94,	-0.13
10.99,	3.76,	1.83
