x,	y,	z
9.21,	-2.10,	3.29
9.78,	-8.85,	-0.71
10.64,	-1.79,	1.32
10.53,	4.12,	2.32
10.59,	0.63,	-0.23
11.50,	-2.69,	-2.07
11.75,	1.08,	1.54
10.63,	0.81,	4.20
8.81,	-2.94,	0.67
7.43,	2.24,	3.86
5.59,	3.05,	5.05
6.03,	-3.04,	1.68
10.22,	-4.53,	1.97
12.01,	-2.09,	1.56
12.53,	1.27,	1.39
13.30,	0.71,	1.14
12.69,	-0.36,	-0.74
10.46,	0.63,	1.40
7.19,	-0.74,	1.05
6.89,	0.42,	1.25
6.27,	3.28,	5.16
6.54,	-1.13,	4.36
9.82,	-4.60,	2.25
12.11,	-0.54,	4.45
13.19,	0.09,	2.55
12.99,	-2.68,	-0.35
12.15,	-1.20,	-1.76
9.78,	4.73,	1.67
7.44,	1.33,	1.31
7.51,	-4.88,	-1.17
7.90,	1.08,	2.21
7.74,	5.05,	8.16
8.12,	-3.33,	3.82
11.39,	-4.92,	2.36
12.37,	0.80,	5.04
10.62,	-1.48,	0.38
10.13,	-1.20,	-1.83
10.29,	2.68,	0.76
9.96,	0.59,	-0.93
8.72,	-2.71,	0.73
10.82,	-1.00,	0.98
9.49,	5.59,	6.26
7.23,	1.35,	5.95
8.23,	-4.22,	-0.03
9.82,	-0.47,	3.99
10.31,	-2.59,	0.42
10.06,	-3.56,	-0.70
11.75,	2.89,	0.87
12.39,	3.51,	1.31
11.13,	-4.79,	-0.42
10.94,	-4.82,	-0.90
10.19,	6.75,	5.37
6.89,	5.02,	6.07
4.87,	-6.30,	-0.41
6.09,	-2.54,	1.84
10.04,	2.99,	6.31
11.21,	-3.81,	1.23
12.72,	-3.98,	-0.69
14.34,	3.89,	1.87
11.99,	2.33,	1.89
9.43,	-5.77,	-1.50
9.05,	0.36,	-0.50
7.63,	9.36,	6.76
5.38,	-2.37,	1.58
6.55,	-7.75,	-1.03
10.22,	2.11,	6.42
11.79,	2.28,	5.54
12.03,	-4.24,	0.59
13.67,	-2.08,	-0.02
12.18,	3.34,	0.88
8.74,	0.92,	0.23
7.32,	-2.18,	-1.84
9.44,	2.36,	0.99
7.62,	2.36,	6.01
6.91,	-4.61,	2.63
9.50,	-0.02,	4.51
10.85,	4.18,	7.83
10.33,	-5.49,	0.46
10.26,	-6.05,	-1.35
11.08,	4.84,	2.05
9.95,	4.01,	1.63
9.70,	-5.28,	-2.80
11.31,	-2.51,	-1.50
11.53,	6.93,	5.74
8.79,	1.57,	5.08
7.64,	-5.61,	-0.20
7.89,	1.93,	3.91
8.30,	1.92,	5.16
8.88,	-7.35,	-0.90
11.28,	-2.94,	0.02
11.88,	5.56,	3.44
11.57,	-0.23,	0.60
11.77,	-6.53,	-2.41
11.89,	2.36,	1.81
9.76,	7.46,	6.40
5.50,	-4.16,	0.38
5.37,	-5.30,	-1.35
7.36,	5.64,	6.91
8.31,	1.02,	5.41
11.89,	-7.78,	-1.33
13.59,	-1.09,	1.61
13.52,	3.73,	2.53
11.67,	-1.99,	-1.02
10.26,	-1.51,	-1.80
9.66,	5.11,	2.26
6.21,	0.51,	3.58
5.84,	-6.19,	-0.51
8.15,	1.75,	5.13
9.13,	4.48,	7.78
10.68,	-4.77,	1.46
12.28,	-3.82,	1.42
13.52,	2.30,	2.71
11.29,	-0.59,	-0.03
8.70,	-2.14,	-2.91
8.43,	3.99,	0.24
8.92,	3.14,	3.42
7.84,	-5.32,	0.98
8.94,	-1.61,	3.14
9.32,	7.05,	8.67
8.71,	-2.24,	3.99
10.20,	-8.53,	-2.31
10.87,	0.90,	2.86
10.47,	3.55,	1.88
9.59,	-0.84,	-0.56
10.75,	-2.50,	-1.04
12.40,	0.91,	0.81
10.46,	1.71,	4.57
9.29,	-1.30,	1.19
8.40,	1.93,	3.67
6.31,	0.48,	4.32
6.58,	-4.17,	1.17
10.11,	-2.16,	2.32
11.93,	-0.14,	1.54
11.60,	-1.29,	0.91
12.14,	-1.88,	-0.85
13.30,	2.48,	1.53
10.93,	1.77,	2.78
8.15,	-2.52,	0.54
7.17,	0.78,	1.85
5.47,	3.48,	4.52
6.10,	-2.13,	2.68
9.55,	-4.01,	1.48
12.62,	0.90,	4.20
12.88,	-0.08,	2.57
12.64,	-4.02,	-0.53
12.07,	0.58,	-1.14
11.02,	5.60,	1.78
7.23,	-1.13,	0.40
7.26,	-4.77,	-1.66
8.10,	3.84,	5.33
7.44,	3.67,	7.16
8.52,	-5.76,	1.63
11.41,	-2.27,	2.62
12.67,	2.76,	5.24
11.62,	-2.84,	-0.03
10.64,	-2.27,	-1.42
10.04,	2.89,	0.20
8.06,	2.61,	1.15
8.09,	-2.14,	0.55
10.43,	-0.61,	1.63
9.67,	4.02,	6.99
7.83,	-2.13,	4.18
8.17,	-4.51,	1.72
9.78,	-0.65,	3.51
10.40,	0.10,	2.15
9.78,	-3.86,	-0.63
10.68,	0.22,	-0.79
11.49,	4.39,	2.37
11.70,	-2.69,	0.18
11.18,	-5.52,	-1.26
10.41,	5.79,	5.11
8.09,	5.97,	6.89
5.31,	-6.91,	-0.55
6.55,	-4.45,	0.45
9.78,	5.31,	6.10
11.05,	-0.83,	2.84
12.15,	-7.15,	-2.17
13.52,	0.26,	0.17
12.61,	5.35,	3.23
10.42,	-2.40,	0.02
9.11,	-1.93,	-0.99
7.86,	6.31,	5.26
4.80,	-0.73,	2.78
5.38,	-6.73,	-0.67
10.13,	1.48,	4.68
11.80,	3.86,	5.75
12.72,	-4.79,	0.77
13.11,	-4.88,	-1.37
12.11,	4.36,	1.77
10.30,	3.30,	1.10
7.58,	-3.17,	-2.12
8.11,	-0.03,	0.45
7.72,	3.20,	5.80
6.99,	-3.30,	4.26
8.94,	-2.41,	2.69
