x,	y,	z
11.47,	0.37,	3.63
9.60,	-1.46,	-0.26
8.86,	-0.79,	-0.84
10.72,	3.20,	0.83
11.20,	1.26,	0.72
10.19,	-4.40,	0.06
10.85,	-1.50,	0.48
9.74,	7.66,	6.75
7.63,	1.82,	4.98
7.12,	-8.03,	-0.72
7.68,	-2.76,	2.30
9.77,	2.79,	3.69
10.33,	-0.45,	0.58
12.83,	-2.80,	-0.58
13.69,	0.49,	-0.34
12.39,	1.06,	3.01
10.17,	-3.91,	-0.56
8.15,	2.50,	2.51
6.56,	6.92,	6.61
5.13,	-4.01,	1.64
6.72,	-7.03,	0.76
11.02,	0.72,	4.40
11.59,	1.66,	4.35
12.64,	-2.47,	-0.19
12.90,	-0.50,	-0.34
11.30,	1.95,	1.10
9.55,	-1.45,	0.09
8.67,	-0.93,	-0.60
8.06,	4.47,	3.45
6.73,	0.64,	4.33
7.35,	-5.19,	2.09
10.80,	-1.04,	4.69
11.99,	1.71,	5.74
11.38,	-3.02,	0.76
11.45,	-1.67,	-0.96
9.79,	4.50,	1.95
9.35,	0.65,	0.06
8.58,	-5.09,	-2.31
9.66,	0.32,	0.75
8.69,	7.50,	7.68
8.44,	-0.97,	5.11
10.59,	-6.47,	0.77
10.06,	0.21,	5.20
9.82,	-0.10,	2.84
9.34,	-3.30,	-1.21
9.82,	1.41,	0.46
10.52,	3.31,	1.31
11.00,	-2.78,	-0.23
12.04,	-4.16,	-1.49
11.62,	5.47,	4.50
8.44,	4.89,	6.87
6.70,	-5.35,	-0.78
6.91,	-2.17,	1.59
7.86,	1.24,	4.27
9.07,	-3.01,	0.94
11.28,	-1.28,	0.71
13.54,	2.03,	1.90
12.34,	-1.37,	0.76
11.85,	-4.07,	-1.05
11.12,	2.93,	1.13
8.20,	6.47,	5.10
5.02,	-3.88,	0.76
6.21,	-4.90,	-0.41
8.70,	3.40,	6.81
9.59,	-0.86,	4.13
12.09,	-4.29,	0.18
13.37,	1.22,	2.24
12.44,	2.06,	0.87
10.03,	-1.95,	-0.71
10.09,	-1.36,	-1.44
9.24,	3.58,	1.72
6.70,	1.04,	3.66
6.68,	-4.46,	1.06
9.41,	0.16,	4.67
10.32,	3.28,	7.25
10.24,	-4.76,	2.26
11.42,	-4.65,	-0.71
11.29,	3.78,	2.79
9.11,	1.85,	0.26
8.91,	-1.85,	-1.92
10.74,	0.60,	-0.06
10.11,	1.82,	2.80
8.05,	-0.31,	3.89
9.35,	-0.26,	2.97
10.47,	2.66,	5.35
8.33,	-3.86,	2.70
8.42,	-6.09,	-0.72
10.78,	2.32,	2.38
9.95,	3.14,	1.68
9.92,	-3.27,	-1.29
11.75,	-2.27,	-1.64
13.31,	4.13,	3.22
11.30,	1.14,	3.74
7.94,	-3.54,	0.41
7.38,	1.74,	3.30
6.00,	2.41,	4.75
6.16,	-4.60,	1.33
10.17,	-4.03,	1.22
12.42,	1.92,	3.11
12.40,	-0.08,	2.33
12.10,	-4.86,	-1.76
12.70,	-1.84,	-1.60
11.29,	5.47,	3.71
7.94,	-0.06,	1.55
6.15,	-2.95,	-0.61
7.08,	3.58,	4.48
8.03,	-0.13,	4.80
9.01,	-6.63,	1.18
12.38,	-0.28,	2.97
13.24,	4.32,	4.80
11.45,	-3.30,	-0.82
10.34,	-3.35,	-3.28
10.30,	5.45,	2.32
8.69,	2.12,	1.55
7.51,	-5.67,	-0.83
8.33,	0.33,	1.98
9.01,	5.30,	8.31
8.95,	-3.65,	3.68
10.72,	-4.73,	2.11
11.62,	1.45,	4.62
10.30,	-0.76,	0.01
8.62,	-1.92,	-1.55
9.68,	2.30,	0.02
10.67,	3.30,	0.91
10.04,	-3.41,	1.23
10.06,	-3.65,	-0.22
9.59,	7.58,	8.01
8.39,	3.64,	6.24
8.26,	-8.01,	-0.71
8.49,	-4.06,	1.29
10.54,	3.42,	3.56
10.03,	0.29,	0.89
10.53,	-3.11,	-1.56
12.21,	1.11,	-0.10
12.32,	1.85,	3.37
11.24,	-4.37,	0.03
9.46,	1.69,	2.04
7.34,	7.05,	7.24
4.68,	-4.52,	0.74
6.22,	-6.30,	-0.12
