x,	y,	z
9.38,	2.47,	5.70
9.72,	-0.32,	5.34
10.15,	-5.43,	1.16
12.99,	2.10,	2.01
12.59,	4.18,	2.95
9.97,	-4.71,	-3.56
9.32,	-2.61,	-2.35
9.61,	4.83,	3.01
8.30,	1.39,	3.21
7.50,	-3.88,	2.29
9.78,	0.83,	4.03
10.14,	2.42,	7.06
8.71,	-5.57,	2.19
9.52,	-1.72,	0.11
10.51,	7.05,	4.39
10.85,	-2.16,	-1.76
10.34,	-8.35,	-4.84
11.46,	2.53,	0.66
11.61,	9.26,	5.25
9.00,	-2.55,	3.01
9.35,	-7.21,	-0.80
8.46,	5.20,	6.78
7.15,	3.27,	6.48
7.38,	-7.49,	-2.42
8.87,	-0.86,	1.24
11.34,	3.86,	3.85
12.41,	-3.62,	-1.17
13.01,	-4.10,	-1.39
13.28,	3.30,	1.79
8.93,	3.00,	4.13
6.98,	-3.68,	-0.63
6.57,	1.04,	2.24
6.46,	3.99,	5.48
7.81,	-4.17,	1.75
9.54,	-5.20,	1.12
13.19,	2.93,	4.00
13.43,	2.11,	3.61
12.93,	-5.18,	-2.63
12.30,	-1.56,	-1.56
8.86,	5.49,	3.04
6.59,	0.37,	2.01
6.64,	-3.67,	-0.38
8.11,	2.52,	4.52
8.54,	-0.29,	5.43
9.49,	-6.44,	1.43
11.48,	1.05,	3.63
11.74,	4.82,	5.02
11.16,	-2.51,	-1.85
10.34,	-4.13,	-2.36
9.76,	2.01,	-0.60
9.15,	3.77,	2.82
8.68,	-3.82,	0.41
9.45,	-1.43,	1.75
9.15,	5.63,	8.96
8.99,	-2.41,	4.18
9.20,	-6.41,	0.12
9.55,	2.05,	3.20
9.05,	3.64,	2.94
10.07,	-3.22,	-1.55
11.97,	-3.79,	-2.12
12.23,	1.69,	0.95
10.23,	2.05,	3.11
9.96,	-0.80,	1.46
9.39,	2.43,	4.72
7.35,	0.49,	5.08
6.49,	-4.60,	1.03
7.82,	-1.13,	2.57
9.75,	2.11,	2.86
10.05,	-1.14,	1.85
13.12,	-3.56,	-1.56
14.17,	0.13,	0.61
11.94,	1.07,	1.30
9.94,	-0.84,	0.04
7.45,	2.22,	1.97
6.22,	2.71,	3.39
5.63,	-4.02,	1.68
8.33,	-4.52,	1.16
10.84,	2.81,	5.24
11.68,	2.04,	5.05
12.38,	-5.04,	-0.95
13.22,	-2.60,	-1.62
11.66,	4.09,	1.27
9.07,	0.92,	-0.12
7.65,	-1.91,	-0.73
8.02,	1.79,	3.14
7.46,	-0.11,	5.29
8.20,	-4.19,	2.72
11.05,	1.26,	4.95
11.04,	2.88,	6.05
10.22,	-2.26,	1.85
10.48,	-1.34,	-1.28
11.29,	3.16,	1.10
9.74,	-2.07,	-2.27
9.04,	-3.09,	-1.37
10.48,	2.82,	2.93
10.26,	4.51,	5.10
7.96,	-3.32,	4.29
9.21,	-4.54,	1.30
8.83,	2.93,	6.88
8.04,	-1.08,	2.92
8.57,	-1.51,	-0.06
10.44,	2.04,	2.75
12.44,	-1.34,	-1.68
12.05,	-2.84,	-0.16
11.89,	-0.42,	0.13
10.74,	5.11,	3.67
7.58,	0.96,	4.39
7.11,	-5.34,	-0.29
7.04,	0.84,	3.88
8.41,	2.94,	5.44
9.20,	-3.71,	0.16
10.22,	-3.05,	0.67
13.61,	1.99,	1.64
13.63,	0.84,	1.53
12.40,	-3.77,	-1.63
11.19,	0.66,	-0.11
7.32,	4.80,	4.84
5.02,	-2.57,	1.09
6.18,	-3.14,	0.75
8.75,	3.59,	5.71
10.14,	-1.98,	3.79
10.88,	-6.39,	0.31
12.99,	1.92,	3.07
12.45,	2.87,	1.78
10.70,	-1.88,	-2.22
10.20,	-1.37,	-1.59
8.66,	2.59,	1.24
7.74,	1.34,	3.94
8.22,	-4.01,	1.85
9.40,	-0.31,	4.43
10.31,	3.47,	6.81
9.47,	-2.43,	3.66
10.36,	-4.46,	-1.04
10.59,	2.69,	1.56
10.27,	1.31,	0.28
9.98,	-4.49,	-3.28
10.60,	-0.04,	0.23
10.83,	4.74,	4.21
8.98,	-1.05,	3.49
9.07,	-3.45,	1.61
9.17,	2.68,	5.68
7.87,	0.88,	5.27
7.07,	-5.65,	-0.52
9.58,	0.06,	0.74
10.70,	3.36,	3.80
11.81,	-4.20,	-2.01
13.30,	-2.26,	-0.56
13.12,	4.32,	2.74
9.00,	1.32,	3.92
7.27,	-3.66,	0.38
7.64,	2.78,	3.77
6.96,	3.26,	5.26
7.61,	-5.33,	0.78
9.49,	-4.77,	1.40
11.48,	2.94,	3.69
12.01,	1.98,	3.40
13.03,	-4.57,	-2.53
12.59,	-1.22,	-0.68
10.55,	3.88,	2.51
6.97,	-0.72,	0.91
6.41,	-1.77,	-0.15
7.25,	4.57,	4.67
8.17,	-0.74,	5.09
9.56,	-7.84,	0.67
12.33,	-0.13,	3.45
12.34,	4.78,	5.29
11.02,	-1.72,	-1.87
9.99,	-1.54,	-1.80
10.36,	0.79,	-0.12
8.78,	-1.01,	-0.21
8.39,	-1.34,	1.25
9.81,	3.35,	3.57
8.94,	1.75,	7.31
8.90,	-5.87,	1.99
9.88,	-2.12,	3.17
10.60,	2.79,	3.55
9.50,	0.08,	0.57
9.27,	-2.86,	-1.06
11.11,	-0.49,	-1.19
11.22,	2.84,	2.13
10.49,	-1.68,	1.38
10.42,	-2.00,	0.96
9.29,	5.10,	6.31
7.47,	0.88,	4.89
7.11,	-6.39,	0.01
8.12,	-0.77,	2.19
9.49,	3.74,	4.30
10.26,	-2.07,	0.44
12.77,	-3.77,	-1.32
13.96,	1.80,	0.96
11.38,	1.13,	2.68
9.35,	-2.90,	-0.48
8.17,	3.70,	3.61
6.67,	4.69,	5.49
6.15,	-5.60,	0.72
7.82,	-5.20,	1.01
11.13,	2.88,	5.19
11.25,	0.71,	4.09
12.12,	-4.10,	-1.05
13.20,	-0.03,	0.07
11.74,	1.68,	1.07
9.95,	-2.32,	-1.43
8.09,	0.36,	-0.18
7.41,	4.60,	3.45
6.61,	-0.95,	3.68
8.03,	-5.32,	2.03
11.14,	0.43,	5.47
11.75,	2.13,	5.95
11.07,	-3.14,	0.01
11.16,	-1.09,	-0.62
9.65,	2.66,	0.50
9.81,	-0.58,	-1.34
9.56,	-3.61,	-1.30
9.81,	1.17,	1.39
8.80,	5.29,	7.31
8.23,	-2.14,	3.97
9.92,	-4.17,	2.02
9.46,	1.74,	5.79
8.98,	-1.04,	1.37
9.71,	-2.09,	-1.11
10.50,	0.45,	0.69
10.91,	-0.38,	-1.12
11.31,	-0.91,	1.11
12.12,	-0.47,	0.65
10.66,	3.66,	4.98
7.86,	0.79,	5.12
6.95,	-3.38,	0.74
7.12,	1.36,	4.29
8.19,	1.20,	3.90
9.05,	-3.47,	0.17
10.79,	-0.87,	1.28
13.17,	1.68,	1.78
12.70,	-0.91,	0.90
12.22,	-3.46,	-0.48
10.77,	1.49,	0.81
7.51,	5.27,	5.18
5.32,	-2.36,	1.88
7.13,	-3.34,	0.87
8.64,	3.24,	5.92
9.85,	-2.52,	2.99
11.51,	-5.82,	-0.45
12.75,	2.52,	2.97
12.47,	3.14,	1.67
10.76,	-2.63,	-1.53
10.51,	-2.89,	-1.45
9.22,	3.07,	1.60
6.56,	2.99,	4.13
7.10,	-3.27,	0.92
9.15,	-0.84,	3.77
10.07,	0.70,	6.49
9.93,	-4.30,	2.97
11.70,	-0.66,	0.25
11.00,	4.71,	3.54
8.87,	-2.44,	-2.77
9.09,	-3.71,	-2.99
11.47,	2.39,	1.41
