x,	y,	z
12.42,	0.46,	-0.62
12.32,	0.32,	0.14
12.23,	0.46,	1.26
11.45,	1.90,	2.79
10.22,	2.22,	4.83
7.87,	-3.42,	2.84
5.65,	-2.81,	2.74
3.94,	0.98,	3.72
5.31,	0.06,	1.41
10.43,	-4.03,	0.68
14.73,	-4.56,	-2.96
14.29,	7.33,	4.87
12.58,	2.38,	3.71
13.90,	-1.18,	-1.56
11.92,	5.07,	6.74
7.38,	-3.03,	-0.34
4.49,	-2.62,	1.61
4.14,	0.58,	3.57
5.13,	-3.71,	1.17
8.71,	-1.39,	2.63
11.83,	1.61,	3.87
15.92,	0.29,	0.86
14.43,	-0.28,	1.83
13.10,	3.63,	-0.77
10.94,	5.18,	2.50
7.83,	-5.69,	-2.26
6.86,	-4.26,	-0.72
6.31,	2.57,	5.49
6.38,	-0.77,	3.36
7.48,	-3.20,	4.26
10.60,	-0.59,	3.58
12.95,	2.74,	2.34
13.42,	-0.02,	0.31
12.47,	-2.27,	-3.26
11.23,	3.27,	-0.23
9.87,	2.63,	0.90
8.51,	-2.34,	1.82
9.02,	-2.92,	2.53
8.20,	1.74,	6.48
6.58,	-0.75,	3.35
6.96,	-1.85,	2.38
9.16,	-2.51,	0.62
12.32,	0.07,	-1.62
11.74,	0.91,	2.51
12.29,	-2.85,	-2.71
13.54,	6.08,	4.58
11.94,	1.98,	4.42
9.70,	-3.63,	0.10
8.45,	3.28,	6.13
5.08,	-2.95,	2.00
3.40,	-6.42,	-0.09
5.96,	3.24,	4.06
9.25,	1.23,	2.74
14.57,	-5.25,	-2.24
15.20,	0.36,	1.51
14.41,	5.45,	1.80
13.78,	4.09,	2.03
9.96,	-4.11,	1.04
9.19,	-4.12,	-1.07
4.70,	4.34,	6.05
3.58,	-1.08,	2.45
5.27,	-6.00,	1.12
8.55,	-0.62,	3.18
12.32,	3.73,	4.19
14.08,	-0.54,	2.68
15.03,	-3.07,	-1.17
13.99,	5.18,	0.95
9.42,	3.98,	2.06
6.99,	-5.78,	-2.51
7.93,	-1.70,	1.22
7.21,	3.16,	6.66
5.95,	-3.88,	2.78
7.04,	-2.50,	4.64
10.49,	0.63,	3.79
11.90,	0.38,	0.81
12.14,	-0.67,	0.60
13.49,	-1.93,	-4.08
11.60,	6.00,	2.57
9.42,	-0.62,	1.84
10.01,	-1.66,	-0.27
