x,	y,	z
14.04,	0.59,	1.79
14.51,	0.08,	-1.35
11.02,	3.75,	3.20
8.10,	-1.63,	-1.21
6.65,	-1.38,	0.93
6.64,	-1.11,	4.55
6.13,	-5.92,	3.48
8.70,	2.16,	5.33
9.50,	3.90,	7.64
10.77,	-5.61,	-2.83
11.60,	0.29,	-0.21
13.46,	3.97,	0.01
13.14,	-0.86,	-2.95
10.00,	-0.58,	1.28
10.21,	0.09,	1.70
8.78,	2.55,	5.27
8.16,	-0.26,	5.64
6.82,	-5.26,	2.32
6.93,	-1.17,	3.48
7.93,	1.28,	2.05
8.08,	-2.99,	0.90
13.86,	-1.22,	-2.97
15.72,	6.12,	2.58
12.66,	-1.60,	-0.86
11.83,	-1.24,	-0.24
11.08,	4.37,	6.08
9.01,	-1.25,	2.43
4.78,	-2.18,	3.06
3.35,	-0.17,	3.86
4.92,	-2.70,	0.71
7.87,	-2.36,	1.25
12.15,	-1.32,	0.69
15.78,	3.05,	0.87
15.79,	1.84,	2.73
13.79,	-3.65,	-1.75
10.96,	6.72,	3.80
8.18,	4.70,	4.99
5.28,	-6.98,	-2.39
4.40,	-1.90,	4.46
6.05,	-0.86,	2.24
8.20,	-0.04,	2.97
10.57,	-3.19,	2.98
13.24,	-2.32,	-1.26
13.64,	7.94,	5.36
13.00,	-0.19,	0.18
11.33,	-3.46,	-3.31
10.24,	5.18,	3.48
6.67,	-0.91,	1.55
6.13,	-5.22,	1.50
8.18,	-0.29,	6.10
8.36,	-0.92,	5.16
9.08,	0.44,	3.80
9.29,	-0.28,	3.17
12.09,	-0.51,	-3.63
12.57,	3.96,	1.86
12.59,	-3.20,	-3.58
12.14,	0.54,	-1.36
10.28,	3.38,	6.06
8.31,	-4.52,	0.71
8.44,	1.12,	5.70
7.67,	2.37,	5.82
5.74,	-5.27,	0.08
6.87,	-2.63,	1.09
9.56,	0.68,	0.88
11.63,	0.32,	-0.32
14.69,	0.91,	1.42
14.80,	-1.18,	-0.66
12.57,	4.74,	3.56
10.89,	3.27,	4.77
8.11,	-3.98,	0.45
6.32,	-0.69,	3.61
3.65,	-1.22,	3.11
3.90,	-3.59,	0.82
8.87,	-1.95,	2.58
11.93,	-2.06,	0.35
14.88,	4.93,	3.66
14.56,	1.05,	3.80
14.86,	-1.70,	-2.83
11.56,	7.09,	4.94
6.84,	-2.38,	-0.03
5.71,	-6.26,	-2.37
5.77,	1.69,	6.05
5.99,	-2.68,	2.75
8.21,	-1.13,	3.93
10.63,	1.30,	5.27
13.15,	-0.01,	0.24
12.48,	2.01,	2.36
12.96,	1.16,	-0.55
12.68,	1.47,	-0.74
9.69,	0.84,	1.19
8.08,	-3.52,	0.15
7.68,	1.01,	3.51
6.89,	0.21,	6.26
7.79,	-5.65,	2.57
8.95,	-0.69,	4.15
9.64,	2.38,	3.43
9.72,	-1.13,	-0.63
11.15,	-0.47,	-1.32
13.82,	0.73,	-0.78
13.69,	1.06,	-1.00
9.90,	1.79,	4.53
9.71,	-2.14,	1.82
9.37,	2.61,	5.94
7.26,	0.54,	5.86
4.70,	-5.40,	0.15
5.97,	0.31,	2.86
8.69,	-1.45,	0.64
10.62,	-3.72,	-2.12
13.83,	3.48,	2.87
16.16,	2.84,	0.30
13.35,	1.18,	2.31
11.26,	-0.25,	2.85
8.50,	2.05,	3.05
6.60,	1.50,	4.53
3.58,	-5.27,	0.51
3.60,	-3.22,	2.60
8.76,	0.81,	2.82
10.55,	-1.89,	2.20
13.83,	-1.56,	0.37
15.39,	4.30,	3.08
14.30,	2.81,	0.70
11.63,	-1.26,	0.11
8.81,	-0.87,	0.10
6.74,	1.78,	2.35
5.39,	-2.07,	2.31
5.74,	-5.43,	2.60
8.35,	-1.03,	3.60
10.40,	4.21,	5.48
11.37,	-2.04,	1.45
12.11,	-4.23,	-2.15
13.63,	6.19,	1.54
12.53,	4.16,	0.51
9.57,	-4.59,	-2.39
