x,	y,	z
4.11,	1.63,	3.86
3.97,	-4.74,	-0.26
7.91,	-1.64,	3.36
10.76,	-0.53,	3.03
13.27,	1.20,	2.46
12.56,	0.24,	2.90
12.84,	-0.05,	-1.58
11.97,	6.57,	2.59
8.81,	-1.52,	0.62
9.27,	-7.67,	-3.11
7.81,	3.07,	5.59
5.94,	2.28,	6.37
7.45,	-4.19,	1.57
9.35,	-0.17,	5.71
11.65,	-1.09,	0.64
11.56,	1.57,	0.83
10.29,	-1.57,	-0.85
12.54,	-0.72,	-4.92
9.84,	4.42,	4.75
9.45,	-3.88,	-0.89
11.48,	1.73,	2.94
10.02,	5.65,	9.25
6.97,	-6.53,	1.33
6.75,	-3.45,	2.29
7.91,	2.81,	4.56
8.40,	-3.59,	-0.89
9.74,	-3.66,	-1.00
11.92,	3.62,	0.86
12.77,	4.34,	2.16
12.95,	-1.07,	0.03
12.35,	-1.32,	2.14
11.25,	1.27,	2.95
6.25,	2.06,	5.61
4.47,	-2.83,	2.32
6.17,	-2.51,	2.00
7.74,	-0.87,	2.85
9.97,	-1.30,	1.24
11.72,	-1.76,	1.68
15.68,	2.27,	-0.67
13.88,	5.37,	3.65
10.73,	-2.64,	-0.77
11.57,	-0.27,	-0.20
8.20,	2.66,	4.51
4.79,	-3.23,	0.67
3.87,	-1.53,	3.28
7.44,	0.98,	3.55
10.76,	-2.92,	2.71
12.00,	-3.35,	1.50
13.62,	3.73,	2.23
12.05,	3.27,	2.28
10.81,	-1.42,	-1.87
9.65,	1.25,	0.75
10.72,	0.13,	0.84
8.81,	-2.84,	1.71
6.43,	-1.49,	4.83
6.91,	0.16,	5.48
9.34,	0.20,	4.16
10.02,	-2.36,	2.89
10.86,	-1.86,	-1.00
11.40,	2.85,	0.47
10.67,	0.52,	-0.81
10.85,	-2.01,	-1.95
11.18,	2.21,	2.37
12.23,	2.19,	2.80
9.54,	-0.97,	4.56
8.83,	-1.63,	3.98
6.68,	-0.58,	4.30
6.16,	-1.25,	1.91
7.62,	-2.04,	1.57
9.17,	-4.00,	-0.66
13.05,	3.37,	0.54
11.84,	4.27,	4.70
13.05,	-1.58,	-2.56
13.25,	4.20,	4.35
10.42,	-2.34,	2.29
7.60,	-3.72,	0.32
4.66,	4.18,	6.16
4.64,	-1.47,	2.37
8.22,	-6.17,	-0.55
10.35,	-0.32,	2.12
13.38,	2.45,	1.84
13.83,	-0.21,	0.39
13.21,	-0.21,	0.85
11.65,	2.62,	1.41
9.96,	3.54,	3.13
8.37,	-3.31,	1.29
5.93,	-2.99,	0.69
4.84,	2.71,	5.17
7.87,	-0.86,	2.06
9.56,	-4.42,	3.07
13.69,	-0.95,	0.54
13.80,	6.70,	4.36
10.08,	-2.62,	-0.60
10.52,	-4.39,	-5.17
9.90,	6.19,	4.36
9.99,	-0.17,	0.54
9.08,	-5.69,	0.72
8.37,	1.60,	5.51
6.80,	0.10,	6.10
7.97,	-3.36,	1.25
9.99,	-0.34,	3.71
10.78,	-2.01,	-0.86
11.10,	-0.19,	-2.03
10.23,	0.00,	0.82
11.40,	-0.90,	-3.06
11.25,	6.04,	5.15
10.67,	-1.87,	2.97
11.03,	-3.12,	0.10
9.57,	6.36,	9.27
6.44,	-3.61,	1.29
6.02,	-6.14,	-1.07
7.28,	1.27,	4.07
9.40,	-0.31,	-0.76
11.42,	-1.00,	1.73
13.26,	-1.64,	-0.24
13.51,	5.99,	2.77
11.32,	4.51,	5.15
