x,	y,	z
13.97,	-1.60,	1.80
15.18,	2.31,	2.55
14.55,	2.93,	1.53
12.81,	0.92,	0.22
9.60,	-1.48,	0.32
7.79,	-0.36,	0.20
5.17,	0.54,	3.80
4.66,	-4.34,	2.34
6.63,	-2.97,	3.43
9.48,	2.70,	4.99
11.67,	0.04,	4.22
13.03,	-5.14,	-0.81
14.28,	4.03,	0.85
12.72,	6.64,	1.81
9.10,	-2.88,	-1.78
9.23,	-3.90,	-1.16
8.51,	2.85,	4.86
6.58,	0.11,	5.49
7.06,	-3.06,	4.19
8.10,	-1.54,	5.29
8.84,	-0.64,	1.78
8.85,	1.84,	2.92
11.98,	-1.98,	-1.78
15.40,	0.19,	-3.17
12.12,	0.56,	1.08
10.56,	-1.63,	-1.72
10.23,	5.70,	6.92
10.02,	0.45,	4.41
7.39,	-4.70,	3.12
5.06,	-0.20,	4.69
5.34,	0.87,	1.89
7.40,	-2.19,	0.53
10.42,	-5.94,	-2.22
13.77,	2.39,	-1.15
13.99,	5.40,	4.75
14.01,	-4.63,	-2.68
12.64,	3.11,	4.81
11.13,	5.21,	4.15
7.03,	-2.21,	1.40
4.89,	-4.22,	0.60
3.97,	-1.65,	2.55
6.08,	-0.08,	1.14
8.66,	-0.51,	5.17
12.40,	-5.47,	0.04
15.40,	5.35,	4.33
14.47,	5.77,	4.73
12.49,	-3.83,	-3.80
11.03,	0.67,	0.34
7.81,	0.99,	1.28
5.42,	-2.90,	1.18
5.67,	-1.75,	3.94
6.81,	-1.33,	4.85
8.87,	-0.67,	4.39
10.27,	1.12,	4.66
13.26,	-1.14,	-0.37
14.03,	0.76,	-0.86
11.72,	0.88,	-0.37
10.73,	0.36,	-2.71
9.42,	2.74,	3.47
8.46,	-3.61,	1.47
7.55,	-1.58,	4.45
7.75,	3.32,	7.61
7.43,	-1.95,	3.05
7.92,	-4.92,	1.47
9.08,	0.56,	1.07
10.34,	4.13,	1.99
13.50,	-1.30,	-0.70
13.88,	-4.58,	-2.32
12.62,	4.96,	2.23
10.95,	6.76,	5.67
8.84,	-4.12,	1.20
9.00,	-2.98,	2.43
5.19,	0.18,	5.06
3.39,	-1.94,	1.48
6.73,	-0.03,	3.67
9.92,	-5.12,	-0.71
13.97,	2.58,	-0.06
13.23,	5.96,	7.34
15.27,	-2.66,	-4.12
13.63,	5.18,	4.24
9.83,	-3.16,	0.38
7.80,	-3.28,	-1.91
5.24,	3.03,	5.21
4.26,	-4.11,	0.47
6.09,	-3.88,	1.76
8.94,	1.39,	4.61
13.01,	0.74,	2.06
14.13,	-0.26,	2.58
13.94,	-1.68,	1.47
14.02,	4.60,	0.76
10.72,	3.65,	2.36
8.52,	-5.44,	-3.31
6.67,	-1.30,	2.13
6.46,	0.69,	3.86
6.11,	-2.32,	4.00
8.17,	-1.97,	4.93
10.43,	-0.54,	3.79
12.09,	2.71,	2.12
12.07,	0.85,	0.72
13.36,	-2.58,	-3.77
12.58,	2.59,	-0.55
9.10,	3.09,	2.29
8.66,	-2.93,	1.45
9.66,	-0.33,	3.84
8.10,	1.27,	7.41
6.70,	-3.91,	1.10
7.06,	0.55,	3.89
7.85,	-3.21,	0.26
9.59,	-2.03,	-2.57
11.48,	2.96,	4.07
14.60,	-2.28,	-2.93
13.95,	4.18,	3.47
12.18,	2.23,	3.96
10.03,	-0.78,	1.49
8.94,	2.70,	5.34
5.75,	-3.76,	2.40
3.31,	-5.56,	1.23
5.61,	2.48,	4.24
8.70,	-0.47,	2.12
11.97,	-5.12,	-1.39
14.19,	1.20,	1.67
15.75,	5.85,	2.61
13.99,	1.35,	1.29
10.69,	-2.22,	0.95
9.00,	0.37,	1.19
5.63,	1.04,	2.51
4.13,	-2.34,	1.33
5.44,	-4.90,	1.99
8.83,	-1.45,	2.35
10.42,	3.40,	6.03
11.82,	-1.73,	2.28
15.17,	-0.29,	-0.47
14.24,	5.52,	2.01
10.98,	-0.35,	-1.57
9.18,	-3.26,	-1.95
7.64,	0.47,	2.62
6.45,	-0.54,	4.17
6.28,	-2.15,	4.64
7.38,	-0.59,	5.61
9.76,	-1.49,	2.84
10.64,	-0.26,	1.42
10.87,	-0.45,	0.48
13.18,	-0.25,	-3.45
12.70,	4.05,	2.33
10.57,	-2.49,	-0.71
10.14,	1.70,	2.80
9.58,	5.36,	7.45
8.15,	-4.81,	2.01
6.82,	-3.82,	2.97
6.55,	0.99,	3.46
7.07,	-0.62,	0.32
8.26,	-3.34,	0.85
11.58,	-2.39,	-2.25
14.55,	7.84,	5.02
13.52,	-0.66,	1.81
13.61,	-1.51,	-1.60
11.87,	8.87,	8.38
7.50,	-3.02,	0.13
6.36,	-4.66,	-0.10
4.63,	-0.02,	4.55
5.05,	-2.63,	0.25
8.39,	0.72,	4.11
10.45,	-3.31,	1.67
15.27,	3.04,	0.40
14.23,	6.92,	7.16
13.87,	-3.07,	-3.88
11.63,	2.50,	1.86
8.56,	-0.14,	0.60
6.24,	-3.26,	-0.63
4.57,	-0.11,	3.76
5.61,	-2.11,	2.94
8.70,	-2.00,	3.37
10.10,	0.36,	5.25
12.41,	0.43,	1.01
13.47,	3.57,	2.40
12.77,	-1.89,	-1.53
12.93,	-2.09,	-3.44
10.07,	3.91,	2.28
8.07,	-0.74,	1.14
6.90,	-3.82,	2.86
7.17,	0.23,	6.06
7.27,	-1.52,	4.76
8.27,	-2.21,	3.03
9.72,	-2.01,	2.12
11.57,	-1.49,	-1.72
11.53,	3.17,	1.65
12.17,	-0.88,	-0.78
13.20,	0.58,	-0.03
10.79,	4.17,	5.21
8.99,	-2.52,	1.66
9.18,	-0.43,	3.58
7.14,	-0.82,	3.75
6.02,	-4.69,	0.67
6.47,	0.52,	2.48
7.45,	-0.31,	2.41
12.39,	-1.21,	-1.88
13.43,	3.35,	3.47
14.08,	-2.52,	-1.89
14.92,	2.63,	0.52
11.39,	3.18,	4.73
8.40,	-5.01,	-1.01
6.26,	1.31,	4.14
4.62,	1.30,	4.35
5.45,	-4.97,	-0.27
7.21,	-2.13,	3.52
12.16,	0.38,	0.25
13.68,	4.53,	3.91
13.76,	-4.30,	-1.03
15.62,	0.03,	-2.74
11.13,	5.91,	5.10
8.72,	-3.50,	-3.02
6.17,	-1.38,	2.02
6.17,	0.94,	3.41
5.63,	-2.41,	2.48
7.57,	-1.34,	4.45
10.88,	-2.10,	3.39
12.00,	0.47,	1.20
11.26,	4.13,	3.83
12.48,	-1.98,	-2.74
13.26,	1.89,	-0.97
11.07,	2.48,	2.06
8.33,	-1.85,	-0.47
7.74,	2.01,	5.13
7.35,	-2.25,	4.26
6.69,	-4.86,	4.03
7.75,	-0.65,	3.62
8.65,	1.65,	4.66
9.64,	-5.17,	-1.84
11.44,	1.40,	1.44
11.46,	2.40,	1.77
14.08,	3.65,	0.19
12.00,	2.92,	5.22
10.63,	-4.58,	-0.37
9.68,	2.92,	5.14
6.59,	0.69,	4.66
5.29,	-6.21,	-0.53
5.58,	-0.94,	2.80
7.23,	1.20,	2.37
9.77,	-0.51,	1.62
12.11,	-2.14,	1.14
16.30,	2.66,	0.59
14.33,	4.84,	4.33
11.92,	-1.63,	-0.77
10.55,	0.96,	2.60
6.68,	-0.58,	2.06
4.41,	-3.03,	1.95
5.25,	-1.46,	2.76
