x,	y,	z
14.45,	-1.99,	-1.09
14.86,	3.25,	0.99
11.37,	2.79,	3.69
8.39,	-3.32,	-0.50
5.70,	0.11,	3.45
5.03,	-0.06,	3.18
4.83,	-1.78,	1.13
7.26,	0.25,	4.44
12.29,	-3.37,	0.61
14.52,	2.16,	1.44
13.58,	1.68,	4.38
13.26,	-3.93,	-4.13
10.95,	5.94,	3.88
8.47,	1.87,	1.47
6.74,	-4.90,	-1.44
6.97,	-0.61,	3.25
6.31,	-1.24,	5.06
6.35,	-3.47,	2.97
10.70,	2.71,	6.62
12.58,	-1.08,	2.96
12.97,	-1.33,	-1.77
11.25,	3.74,	2.73
11.47,	0.42,	-3.62
11.78,	3.20,	0.23
9.35,	-3.75,	0.53
9.34,	-4.01,	-0.89
7.75,	4.99,	8.69
6.70,	-1.15,	4.92
7.04,	-3.52,	1.97
8.54,	1.06,	4.67
10.92,	-2.03,	-0.61
10.84,	-2.94,	-0.75
12.40,	1.14,	-1.08
13.81,	5.74,	1.58
12.02,	-1.17,	2.22
11.62,	-5.35,	-0.81
9.26,	4.57,	7.12
6.40,	1.34,	4.84
3.67,	-3.78,	0.19
4.76,	-0.20,	3.73
9.98,	-1.71,	-0.21
11.86,	-1.54,	1.07
12.99,	-0.84,	0.78
14.75,	2.26,	0.21
13.63,	2.75,	2.89
12.12,	-1.58,	-0.43
9.81,	-0.08,	0.87
6.73,	1.01,	2.77
5.18,	-3.22,	1.09
4.45,	-2.60,	2.47
6.47,	1.50,	3.75
10.83,	0.50,	3.80
12.95,	-2.95,	1.87
14.53,	1.71,	2.03
14.06,	4.90,	2.28
10.48,	-1.29,	-1.27
9.47,	-2.05,	-1.95
8.02,	2.14,	2.43
6.90,	-1.37,	2.21
6.65,	-3.84,	3.97
6.94,	-1.07,	5.85
9.11,	1.77,	4.89
10.71,	0.74,	4.05
12.38,	-4.04,	-1.16
12.78,	-0.78,	-2.22
10.72,	5.36,	2.00
9.86,	-0.59,	-0.57
11.09,	-1.24,	0.61
10.35,	1.19,	4.22
8.13,	-0.48,	3.81
7.05,	-0.99,	4.79
6.87,	-0.41,	3.19
7.23,	-1.43,	2.30
10.04,	-1.59,	0.70
10.14,	-2.44,	0.87
13.24,	2.60,	-1.15
12.89,	5.46,	4.31
13.20,	-4.65,	-2.97
12.99,	0.86,	1.22
9.28,	2.77,	5.69
6.60,	-4.14,	0.62
3.74,	-0.18,	3.63
3.75,	1.87,	4.75
8.03,	-3.59,	-0.33
11.54,	-2.72,	1.75
14.54,	-0.72,	-1.02
15.03,	6.02,	2.53
12.63,	-2.68,	0.96
13.38,	-4.05,	-5.03
9.41,	7.34,	7.21
6.29,	-1.25,	0.90
5.19,	-5.12,	0.35
5.57,	-0.05,	4.45
6.56,	0.55,	2.85
8.88,	0.25,	4.15
13.46,	-3.18,	1.93
15.77,	0.03,	-0.82
12.78,	4.75,	4.02
10.80,	-1.51,	-2.71
9.58,	1.87,	0.29
8.44,	1.38,	2.48
7.05,	-4.71,	0.34
7.16,	0.18,	4.75
7.24,	0.37,	6.17
7.57,	-3.93,	3.13
10.54,	1.33,	3.66
12.05,	1.71,	2.69
12.60,	-3.21,	-3.71
11.13,	1.16,	0.19
11.24,	2.39,	-0.38
12.07,	2.77,	1.25
9.33,	-4.06,	3.11
