x,	y,	z
13.73,	5.00,	2.66
10.36,	0.81,	2.14
8.70,	-3.70,	-1.48
6.73,	1.07,	3.41
4.49,	-1.57,	2.73
5.43,	-4.27,	2.60
9.63,	-0.98,	4.39
11.02,	0.15,	3.66
11.27,	1.77,	2.61
11.30,	0.82,	1.02
13.94,	1.28,	-2.00
12.63,	1.87,	1.05
9.89,	-2.75,	-2.61
8.78,	3.08,	3.25
8.08,	-0.67,	3.70
7.59,	-5.62,	2.62
7.68,	-0.97,	4.57
8.78,	3.33,	4.48
8.67,	-4.36,	0.61
9.78,	-5.62,	-3.91
11.78,	5.54,	2.73
13.71,	3.38,	-0.05
12.45,	-2.84,	0.23
12.27,	-0.25,	1.12
9.77,	5.02,	5.58
8.46,	0.25,	3.99
6.89,	-4.19,	1.30
5.34,	-2.07,	3.42
5.46,	-1.09,	1.27
6.97,	-0.14,	3.08
9.68,	-3.63,	0.19
15.89,	3.35,	0.30
15.69,	4.97,	4.58
13.66,	-3.67,	-2.33
12.02,	2.48,	2.66
8.49,	3.02,	3.84
5.42,	-4.43,	0.45
3.71,	-1.13,	3.61
5.31,	-0.74,	3.73
8.86,	-1.81,	1.46
9.70,	-1.46,	4.47
14.37,	0.74,	-0.72
14.93,	6.39,	4.50
13.01,	-3.13,	-1.95
12.36,	-1.73,	-2.43
9.29,	5.51,	4.58
7.48,	-2.50,	-0.24
5.40,	-4.16,	2.56
5.77,	0.50,	5.93
8.43,	-0.43,	3.66
9.54,	-1.46,	4.80
11.29,	-2.90,	0.09
11.87,	4.22,	0.52
10.90,	2.41,	1.45
12.50,	-5.69,	-5.15
12.12,	1.58,	1.44
11.19,	5.69,	2.83
7.30,	-2.20,	3.91
8.19,	-3.71,	1.68
8.12,	0.46,	7.36
7.20,	-3.28,	1.57
7.21,	1.13,	4.79
8.44,	-2.93,	1.30
12.34,	0.89,	-2.79
11.70,	4.62,	5.39
14.41,	-2.74,	-4.82
13.42,	4.66,	4.17
10.67,	0.18,	3.46
8.18,	-3.85,	1.05
6.71,	2.76,	5.06
5.78,	0.27,	3.25
5.02,	-6.31,	-0.87
7.31,	-1.66,	1.61
11.30,	1.79,	1.64
13.66,	0.67,	0.80
15.17,	-1.43,	1.07
14.75,	0.54,	0.13
11.50,	5.20,	3.88
8.60,	-0.35,	1.86
5.66,	-3.96,	0.32
4.71,	0.21,	3.72
5.59,	-1.68,	2.13
7.86,	-3.25,	2.45
11.23,	-1.74,	1.88
13.84,	4.43,	2.03
11.86,	0.49,	3.37
13.39,	-5.02,	-4.80
12.16,	5.88,	4.63
10.02,	2.15,	0.51
6.79,	-4.20,	0.88
7.11,	-1.44,	2.90
6.33,	-1.30,	5.63
7.29,	-2.22,	3.60
9.81,	0.40,	6.04
10.80,	-3.59,	0.59
11.00,	2.86,	0.93
9.45,	3.55,	2.92
13.31,	-1.07,	-4.21
13.79,	3.47,	1.63
9.93,	-3.63,	0.64
8.87,	-3.44,	0.19
8.08,	6.69,	9.53
7.62,	-2.26,	3.21
6.95,	-5.77,	1.25
6.62,	1.16,	4.58
9.04,	0.56,	0.27
9.89,	-2.71,	0.38
14.08,	-1.11,	-2.87
15.19,	6.79,	2.59
12.51,	-0.48,	1.80
12.01,	-4.64,	-1.17
9.38,	5.88,	7.34
6.68,	0.58,	4.34
4.08,	-4.72,	0.09
4.59,	0.28,	4.40
8.49,	-3.73,	-0.59
10.38,	-1.90,	0.47
12.89,	1.77,	2.41
15.76,	1.07,	-0.02
14.27,	2.25,	1.95
12.27,	0.49,	1.08
8.56,	0.25,	1.45
6.81,	1.23,	2.42
4.44,	-3.31,	2.30
5.11,	-4.32,	2.26
8.54,	0.89,	4.22
10.77,	0.72,	3.62
12.10,	-1.95,	1.15
12.71,	1.36,	1.15
12.89,	4.28,	0.77
12.34,	0.76,	-0.68
10.20,	-3.95,	-1.75
9.40,	1.84,	1.08
6.95,	0.87,	5.50
6.66,	-5.52,	1.79
7.81,	-1.55,	6.25
9.91,	1.66,	4.31
9.45,	-1.09,	3.11
9.65,	-4.96,	-1.97
11.41,	4.32,	0.20
11.69,	5.67,	2.23
12.37,	-3.91,	-1.99
11.93,	-2.10,	0.97
10.04,	4.80,	5.76
7.62,	0.48,	5.43
6.90,	-2.69,	2.39
7.50,	-1.24,	4.41
6.84,	-3.05,	-0.49
6.82,	0.21,	3.08
10.85,	-2.36,	-1.13
13.30,	0.45,	-1.30
14.58,	3.76,	2.40
13.80,	-2.05,	-0.57
12.71,	2.23,	2.33
10.27,	5.97,	6.24
5.39,	-4.79,	1.11
3.79,	-3.73,	0.93
5.05,	0.54,	4.10
7.93,	-3.03,	-0.29
10.21,	-3.97,	2.18
13.36,	-0.79,	-0.85
14.49,	7.95,	6.36
13.39,	-2.27,	0.72
12.73,	-5.97,	-4.81
10.20,	8.05,	6.91
5.86,	-3.71,	-1.14
4.88,	-5.60,	-0.01
5.60,	-0.52,	4.93
8.03,	-1.30,	2.27
9.19,	-0.06,	4.01
11.46,	-2.64,	1.76
