x,	y,	z
6.75,	-3.05,	5.15
9.34,	0.34,	4.69
10.35,	2.80,	5.93
11.14,	-4.67,	-0.71
10.85,	-3.02,	-1.64
10.63,	5.06,	1.09
10.78,	2.54,	0.05
11.21,	-2.80,	-0.14
11.09,	-1.36,	1.43
9.16,	2.89,	5.02
7.42,	1.35,	5.11
6.94,	-2.49,	2.81
8.44,	-2.40,	1.75
8.86,	-0.47,	1.41
7.77,	-0.92,	2.25
11.80,	-0.89,	-1.33
14.44,	4.71,	1.92
13.51,	-3.34,	-0.39
12.21,	-3.45,	-2.49
9.99,	7.09,	8.05
7.90,	-0.87,	2.02
4.62,	-3.12,	2.08
4.96,	1.42,	4.96
8.52,	-2.83,	-0.15
9.65,	-2.30,	1.38
11.94,	-1.38,	0.75
15.08,	2.97,	0.04
13.59,	0.57,	3.71
12.33,	-5.70,	-3.32
9.42,	6.59,	5.63
7.20,	3.40,	3.81
4.83,	-6.74,	-1.65
5.51,	-1.34,	4.10
8.58,	0.32,	2.61
10.36,	0.20,	3.57
11.22,	-3.12,	2.28
13.29,	-0.44,	-0.67
12.07,	5.40,	3.91
11.12,	-1.52,	-2.30
10.75,	-0.61,	-0.92
9.44,	2.84,	2.53
7.78,	-2.11,	1.41
7.24,	-1.62,	4.02
8.07,	-0.21,	5.43
8.33,	-1.47,	4.50
10.25,	-0.01,	3.22
10.44,	-0.16,	2.88
11.89,	-2.75,	-3.56
11.16,	3.00,	0.32
10.33,	-0.44,	-0.30
12.33,	-0.48,	-1.85
11.64,	4.18,	5.43
9.19,	-4.53,	1.51
7.68,	-3.00,	1.80
6.52,	5.12,	6.31
6.82,	-1.51,	1.28
8.42,	-6.30,	0.02
9.70,	-0.95,	0.67
10.90,	5.42,	3.40
12.31,	-0.37,	1.15
15.64,	-3.34,	-1.37
14.12,	3.52,	2.97
9.69,	3.26,	3.42
7.63,	-2.27,	1.65
5.51,	-1.34,	1.99
4.25,	-0.19,	3.88
7.28,	-1.46,	0.75
9.28,	-1.73,	3.73
12.80,	-3.26,	-1.37
14.24,	5.88,	3.34
13.08,	-1.32,	1.49
13.94,	-5.08,	-5.55
9.82,	6.98,	6.60
7.50,	-0.48,	0.57
5.36,	-3.83,	0.30
5.85,	1.37,	4.80
7.50,	-3.39,	3.00
9.09,	-2.41,	2.69
11.68,	1.64,	5.68
12.47,	-2.02,	-0.27
11.73,	2.92,	2.33
10.93,	0.82,	0.21
11.69,	1.12,	-2.21
9.89,	3.47,	3.02
8.02,	-6.34,	-0.28
8.65,	-2.59,	1.27
7.17,	5.51,	9.83
7.28,	-3.62,	2.70
9.33,	-2.67,	3.58
10.33,	1.18,	3.46
10.57,	0.38,	0.25
10.06,	-2.44,	0.09
13.14,	1.70,	-1.96
12.74,	6.70,	4.71
10.81,	-4.02,	-0.11
10.44,	-3.13,	1.00
7.97,	3.78,	6.67
4.94,	-1.59,	2.52
5.17,	-1.50,	2.35
8.37,	-0.03,	2.83
10.58,	-4.23,	-1.69
10.70,	0.96,	1.58
12.73,	1.85,	1.73
15.85,	-0.30,	-1.36
13.67,	0.87,	2.89
10.95,	-0.06,	0.03
7.35,	2.29,	4.28
6.07,	-0.96,	1.05
3.56,	-3.59,	2.69
5.94,	-2.26,	1.90
10.14,	1.24,	4.40
11.78,	-2.07,	1.91
13.64,	-0.08,	1.81
13.57,	2.72,	2.78
13.11,	3.00,	-0.10
9.79,	0.40,	1.79
8.32,	-3.25,	-2.30
6.93,	1.95,	3.34
5.84,	-0.91,	2.86
6.85,	-4.26,	3.35
10.13,	-1.08,	4.04
11.72,	2.76,	4.99
11.53,	-1.41,	1.31
11.24,	-3.29,	-2.05
11.82,	3.67,	-0.28
11.00,	3.74,	0.85
9.73,	-3.60,	-1.60
10.22,	-0.10,	1.30
8.63,	0.74,	5.04
7.47,	-2.44,	3.36
6.85,	0.93,	5.84
8.91,	-0.25,	2.97
9.74,	-2.90,	1.06
9.44,	-1.77,	0.55
11.23,	1.51,	0.23
12.67,	3.32,	0.54
12.72,	-1.63,	0.37
12.09,	-2.26,	-0.12
10.55,	4.13,	5.58
7.88,	0.27,	3.96
4.67,	-2.69,	2.38
4.32,	0.46,	4.15
8.02,	-1.09,	0.92
10.55,	-3.17,	1.07
11.69,	-3.36,	-0.79
13.91,	4.64,	0.91
13.86,	2.51,	4.43
13.76,	-7.72,	-3.49
10.82,	6.56,	5.30
7.55,	6.49,	7.57
5.12,	-7.87,	-3.89
4.22,	-1.37,	3.33
6.99,	-0.28,	2.35
9.60,	-1.69,	0.78
11.77,	-1.37,	4.09
14.47,	-1.81,	-0.79
13.16,	5.52,	4.54
12.10,	1.51,	0.16
10.21,	-1.10,	-1.64
8.51,	0.79,	1.41
6.88,	-2.09,	1.25
5.79,	-1.87,	3.58
7.51,	0.57,	5.69
8.67,	-1.73,	4.98
11.49,	-0.87,	2.74
11.86,	1.39,	3.43
11.75,	-0.90,	-2.77
11.23,	1.56,	-0.62
10.79,	-0.56,	-1.08
10.96,	-0.35,	-0.84
9.17,	2.63,	5.56
8.72,	-3.99,	2.75
8.11,	-0.17,	4.08
6.92,	4.46,	7.21
7.27,	-3.37,	0.21
9.17,	-4.26,	0.74
11.43,	-0.06,	-0.64
11.72,	4.07,	2.03
11.49,	-1.49,	0.21
13.92,	-2.21,	-1.41
12.79,	3.86,	4.96
10.41,	0.13,	2.19
7.10,	-1.31,	2.49
5.83,	0.34,	3.11
3.86,	-2.94,	1.83
