x,	y,	z
12.86,	-1.56,	-1.75
14.82,	5.18,	4.49
12.82,	0.86,	5.01
8.58,	-2.49,	-0.29
6.11,	4.56,	7.16
4.11,	-4.39,	0.45
5.58,	-6.09,	-0.37
8.80,	0.67,	3.72
10.91,	0.41,	0.95
13.19,	0.42,	2.54
13.81,	-1.78,	0.46
13.56,	5.04,	1.79
11.58,	5.46,	4.36
9.45,	-6.80,	-2.78
7.68,	-1.46,	0.21
4.17,	2.52,	5.00
4.63,	-3.92,	0.02
8.86,	-1.38,	5.19
11.71,	-2.16,	3.19
12.82,	3.01,	3.05
10.88,	3.06,	4.61
11.46,	-2.33,	-4.01
11.78,	4.11,	1.17
11.20,	-0.89,	-0.36
10.19,	-5.16,	-1.81
8.15,	2.92,	5.76
6.63,	0.57,	6.06
7.23,	-4.10,	2.33
9.32,	1.83,	5.55
9.29,	-3.14,	0.74
9.87,	-3.23,	-2.54
10.20,	2.40,	2.42
12.31,	-0.50,	-2.72
13.08,	4.31,	2.99
11.88,	-0.11,	2.76
11.30,	-1.45,	-0.02
9.39,	6.93,	8.34
6.21,	-4.64,	1.36
5.95,	-6.53,	-1.04
6.29,	2.48,	5.00
8.01,	-0.95,	0.33
10.32,	-3.11,	0.33
13.09,	0.36,	-0.28
14.13,	4.86,	2.42
12.85,	1.68,	2.03
12.77,	-1.91,	1.00
11.29,	1.16,	2.91
5.57,	0.36,	3.71
3.11,	-2.95,	1.91
5.86,	-1.24,	2.78
8.62,	-1.71,	2.60
10.80,	-1.63,	1.45
12.29,	1.82,	3.18
14.49,	0.51,	-0.25
13.58,	1.62,	0.35
11.28,	1.79,	1.01
10.88,	-0.59,	-0.22
7.67,	-0.84,	1.46
5.46,	-0.55,	3.26
4.98,	-2.82,	2.43
8.50,	0.36,	3.50
11.19,	-2.06,	3.92
11.94,	-4.46,	-0.22
11.47,	4.64,	3.45
10.37,	3.30,	0.44
10.84,	-0.44,	-1.20
11.41,	-1.85,	0.31
12.44,	0.49,	-0.50
9.10,	4.46,	6.69
7.01,	-3.64,	2.28
7.01,	-3.06,	3.99
8.73,	0.28,	3.50
8.63,	-0.30,	2.22
8.14,	-4.58,	-0.43
11.09,	-1.09,	-2.76
12.21,	5.35,	3.47
12.21,	-1.32,	-0.90
13.18,	1.70,	2.07
12.16,	3.96,	6.06
8.25,	-2.40,	2.07
6.48,	0.14,	4.42
5.48,	-1.12,	2.99
5.57,	-4.79,	0.28
8.12,	-0.32,	2.26
10.01,	-0.15,	2.15
14.02,	0.10,	-0.88
14.36,	3.91,	3.07
12.49,	-1.59,	-0.50
13.09,	1.71,	0.59
10.40,	1.96,	4.68
6.96,	-5.71,	-0.78
3.67,	1.81,	5.11
4.10,	1.71,	5.00
8.94,	-4.92,	0.41
10.27,	-3.56,	2.92
13.82,	4.01,	1.45
13.07,	5.36,	4.69
11.84,	-4.88,	-3.14
11.98,	0.52,	-1.42
11.04,	4.67,	3.26
8.47,	-4.59,	-1.49
6.33,	-1.41,	2.52
6.07,	2.88,	6.89
8.13,	-2.83,	1.59
10.02,	-0.83,	5.13
11.92,	-3.19,	0.82
11.98,	0.07,	-1.07
9.39,	3.17,	2.13
9.33,	-1.56,	-3.12
13.10,	2.84,	1.12
12.40,	-0.01,	2.21
9.36,	-3.28,	1.25
8.22,	4.59,	6.98
7.15,	-0.95,	4.25
7.45,	-6.67,	-0.11
7.99,	0.12,	3.63
8.16,	0.77,	1.49
10.12,	-1.02,	-0.10
11.98,	-0.58,	-0.03
13.82,	2.46,	0.39
13.38,	4.42,	2.57
11.34,	-2.02,	2.50
10.43,	-2.10,	1.60
6.55,	3.74,	7.09
4.00,	-2.22,	2.47
4.44,	-4.84,	0.11
7.87,	-1.15,	2.83
10.32,	-2.29,	-0.40
12.39,	2.04,	2.86
13.48,	0.63,	1.64
14.28,	1.58,	0.03
12.16,	4.75,	3.84
10.13,	-1.47,	0.89
8.71,	-3.11,	0.74
5.60,	1.54,	4.05
3.47,	-1.48,	3.81
7.53,	-2.10,	1.70
10.56,	-0.27,	5.13
13.25,	-1.66,	-0.75
12.67,	4.14,	4.51
11.92,	-0.87,	-1.76
12.19,	0.76,	-2.14
10.66,	0.66,	1.69
10.12,	-4.12,	-2.59
7.76,	1.93,	4.19
6.39,	1.86,	5.96
6.93,	-5.52,	2.16
10.13,	0.06,	4.10
11.38,	0.65,	3.76
10.65,	-4.20,	-1.98
9.79,	1.33,	0.97
10.23,	2.80,	-0.96
10.50,	2.68,	1.68
11.93,	-2.56,	1.31
12.37,	-2.48,	0.38
9.88,	6.08,	7.57
6.52,	-1.64,	2.97
6.68,	-5.58,	-0.03
7.81,	-0.60,	3.16
8.48,	-0.71,	0.54
8.39,	-0.61,	2.39
11.53,	-1.24,	-0.65
14.96,	4.09,	1.23
13.24,	2.44,	2.77
11.49,	-2.18,	0.16
11.69,	3.34,	4.09
7.53,	0.26,	3.67
4.07,	-4.94,	1.68
4.22,	0.17,	3.39
7.29,	0.99,	3.16
10.44,	-5.34,	-0.10
12.36,	-2.83,	0.08
14.48,	6.53,	3.49
13.50,	2.54,	1.92
11.12,	-2.08,	-0.44
10.52,	2.75,	2.68
8.48,	0.48,	2.35
5.87,	-4.05,	0.75
4.61,	-1.26,	4.30
6.71,	-0.82,	3.08
10.70,	0.75,	4.51
11.60,	-2.97,	3.25
13.25,	0.29,	-0.34
12.13,	6.66,	4.14
10.74,	-0.43,	-2.40
9.66,	-3.09,	-1.47
11.40,	-0.28,	-0.09
9.17,	1.77,	3.40
6.35,	-1.28,	3.82
7.02,	-1.65,	4.65
10.05,	-1.14,	3.62
10.82,	-0.30,	2.42
9.62,	-1.92,	1.13
10.46,	-2.27,	-3.33
10.87,	5.47,	2.15
10.27,	0.22,	0.14
12.64,	-0.55,	0.06
12.67,	3.31,	5.82
9.59,	-2.64,	2.57
6.97,	-0.99,	3.80
6.47,	1.12,	4.12
6.73,	-4.53,	0.32
8.14,	-2.38,	1.01
8.97,	0.57,	2.26
12.52,	2.28,	0.53
13.21,	1.80,	2.67
14.10,	-1.44,	-1.26
12.15,	3.02,	3.15
10.15,	2.34,	2.97
8.25,	-2.64,	2.38
5.11,	-1.29,	2.45
4.09,	0.28,	4.83
7.47,	-1.71,	0.63
9.67,	-2.05,	3.59
14.30,	-3.08,	-2.50
14.61,	6.30,	3.89
11.54,	-0.45,	0.65
11.91,	-2.74,	-3.59
9.81,	4.20,	5.15
8.98,	-1.44,	0.22
6.12,	-3.26,	1.83
6.01,	1.42,	4.48
6.85,	-2.51,	3.21
9.60,	-2.83,	2.21
12.45,	0.71,	4.21
13.52,	-0.21,	-0.35
11.11,	2.03,	1.99
10.66,	0.29,	-1.63
9.85,	1.83,	0.38
10.10,	-0.39,	1.38
9.08,	-4.55,	1.06
8.05,	1.02,	4.98
7.12,	2.70,	6.61
8.10,	-3.61,	2.65
10.27,	-2.89,	1.56
10.82,	1.93,	1.13
8.98,	0.34,	0.52
9.91,	-2.64,	-2.43
12.11,	3.30,	1.30
12.64,	3.54,	2.09
11.69,	-2.73,	2.26
10.83,	-1.63,	2.31
7.80,	2.30,	5.91
5.63,	-1.32,	2.47
5.24,	-2.79,	1.92
7.58,	-2.63,	1.45
10.68,	-0.67,	0.34
11.42,	2.10,	2.32
13.53,	-0.71,	0.31
14.57,	1.31,	-0.53
11.61,	3.54,	4.54
9.59,	-2.43,	0.53
8.04,	1.16,	3.92
5.99,	0.72,	3.73
4.61,	-3.82,	1.96
6.09,	-1.91,	2.60
11.04,	0.40,	2.88
13.67,	-1.38,	1.29
13.42,	0.17,	1.80
13.05,	3.18,	1.30
10.40,	3.89,	1.94
8.03,	-2.15,	0.77
9.41,	-3.09,	-0.74
8.85,	2.78,	4.42
6.11,	0.85,	4.16
6.50,	-3.82,	3.12
8.68,	-1.35,	4.12
12.16,	1.59,	3.48
12.33,	0.64,	2.24
10.82,	-1.49,	-0.82
11.35,	0.48,	-1.12
10.64,	3.33,	0.38
9.01,	-0.47,	0.91
10.44,	-3.45,	0.21
9.86,	1.85,	5.36
6.92,	-0.56,	4.52
7.41,	-1.37,	2.97
9.37,	-1.51,	3.06
10.29,	-3.71,	-1.44
9.32,	2.04,	2.27
9.08,	-0.13,	0.48
13.74,	2.93,	-1.12
12.61,	4.88,	4.62
11.35,	-6.20,	-1.92
11.97,	0.97,	1.80
8.74,	3.63,	7.13
5.35,	-6.89,	-0.88
5.38,	0.03,	4.12
6.57,	2.12,	4.05
9.39,	-4.02,	-0.15
11.00,	-3.66,	0.79
14.62,	5.20,	1.57
13.72,	4.83,	4.14
11.99,	-3.02,	-1.11
