x,	y,	z
12.96,	1.56,	-1.06
12.14,	3.52,	-0.97
9.06,	-0.63,	1.09
9.53,	-4.43,	-1.84
9.07,	3.17,	5.10
7.67,	2.09,	6.14
6.42,	-5.96,	2.67
7.46,	-1.99,	3.78
8.96,	3.25,	3.85
10.16,	-1.75,	1.15
12.78,	-5.11,	-3.37
13.71,	3.60,	-0.58
10.95,	3.76,	2.34
11.34,	-3.18,	-1.51
11.88,	1.14,	4.27
10.58,	1.90,	4.70
5.99,	-2.69,	3.32
4.43,	-1.85,	2.25
4.39,	-0.67,	2.42
7.46,	-1.41,	0.41
11.53,	-1.58,	1.50
14.93,	-2.15,	-0.87
15.12,	5.16,	2.96
13.08,	2.25,	3.44
12.63,	-0.64,	-1.00
10.19,	4.20,	5.10
5.85,	-2.58,	0.75
3.68,	-4.30,	1.52
4.54,	-0.41,	3.26
6.58,	-0.01,	2.38
9.51,	-2.07,	3.52
13.26,	-2.07,	0.71
15.89,	4.59,	3.42
14.20,	1.85,	1.96
12.02,	-1.07,	-1.97
9.38,	3.25,	2.01
7.21,	-0.94,	-0.33
6.19,	-3.14,	1.53
6.41,	-3.13,	3.66
7.04,	-0.92,	4.41
8.51,	2.33,	5.95
10.46,	-1.44,	3.08
13.70,	-2.18,	-1.27
14.08,	3.30,	0.33
10.14,	0.45,	-0.52
10.42,	-1.66,	-2.82
10.37,	3.68,	4.01
9.48,	-1.85,	3.07
7.73,	-2.20,	2.80
7.32,	3.56,	8.33
6.94,	-3.49,	1.54
7.03,	-4.21,	1.06
9.69,	1.12,	2.37
12.75,	-0.68,	-1.20
13.09,	-0.64,	-0.54
12.13,	0.55,	0.74
12.25,	3.56,	2.03
12.20,	3.05,	4.40
9.68,	-3.82,	1.58
7.29,	-1.76,	3.21
4.23,	1.04,	3.37
3.41,	-1.26,	1.50
6.94,	-2.86,	1.75
11.06,	-3.20,	-0.00
15.71,	4.42,	2.46
14.41,	1.69,	3.77
13.67,	-4.07,	-2.39
13.10,	7.02,	4.47
9.11,	0.17,	1.77
6.10,	-7.35,	-2.23
4.70,	1.99,	5.38
4.52,	0.29,	4.58
6.50,	-3.03,	1.58
8.32,	-0.79,	5.62
14.67,	1.56,	0.01
14.93,	4.45,	5.67
13.57,	-1.64,	0.63
13.55,	1.95,	-1.30
10.11,	5.06,	3.83
7.32,	-2.86,	-2.07
6.15,	-2.74,	1.78
7.67,	-0.34,	4.40
6.76,	-2.61,	5.09
8.12,	0.03,	4.31
9.44,	2.50,	5.84
12.57,	-2.31,	-1.63
13.36,	-0.38,	-0.69
12.14,	-0.34,	-1.61
11.27,	1.92,	-1.99
10.11,	4.50,	4.12
9.15,	-4.82,	1.59
9.98,	-1.64,	1.47
7.66,	6.91,	10.38
5.89,	-5.28,	-0.43
6.67,	-5.12,	0.47
8.46,	1.12,	2.14
11.38,	1.50,	-0.52
12.38,	-4.26,	-0.12
14.44,	-2.41,	-4.29
12.72,	8.85,	6.86
11.69,	-0.36,	1.90
10.92,	-2.79,	0.59
8.84,	3.87,	6.56
3.91,	-3.95,	1.82
2.70,	-4.97,	-0.55
5.68,	2.97,	5.31
9.58,	-2.15,	0.74
13.78,	-1.90,	0.51
15.43,	2.78,	3.59
14.72,	1.64,	-0.37
13.08,	3.52,	2.09
9.81,	-0.96,	0.95
7.64,	-2.88,	-0.55
5.36,	1.31,	3.91
4.43,	-1.87,	3.55
6.06,	-4.76,	1.34
8.69,	1.91,	4.84
11.83,	1.45,	3.80
13.86,	-3.00,	0.16
14.84,	1.11,	0.34
13.80,	5.44,	0.41
9.17,	-0.57,	0.11
8.14,	-4.68,	-3.15
7.57,	2.84,	4.79
7.18,	0.67,	4.85
6.57,	-5.26,	3.75
7.76,	-1.80,	5.34
9.28,	2.74,	4.28
9.68,	0.11,	2.30
12.93,	-3.17,	-2.70
14.57,	1.43,	-1.70
11.12,	2.58,	0.90
9.65,	-0.96,	-0.16
10.45,	1.75,	4.16
10.91,	0.15,	4.24
7.26,	-2.24,	3.89
5.27,	-0.76,	4.44
5.93,	-1.24,	1.50
6.37,	-1.55,	1.25
10.38,	-2.15,	0.01
13.92,	-0.83,	-0.70
15.05,	3.77,	1.01
13.83,	2.18,	2.00
12.34,	-1.36,	0.58
11.97,	3.00,	2.93
7.74,	0.51,	3.68
4.52,	-4.79,	0.76
2.86,	-1.58,	3.58
4.61,	-0.02,	2.46
9.42,	-0.21,	3.55
12.07,	-5.07,	1.57
17.41,	3.50,	-0.11
14.65,	8.80,	7.86
12.06,	-4.93,	-5.06
10.84,	0.39,	0.10
7.91,	2.03,	2.51
5.64,	-3.66,	-0.34
