x,	y,	z
9.27,	3.05,	5.25
7.07,	-1.83,	2.74
5.46,	-2.78,	2.66
6.20,	-1.15,	2.22
8.15,	-0.91,	2.55
9.17,	-3.82,	1.07
14.02,	1.79,	-0.65
14.39,	6.55,	4.60
11.82,	-3.99,	-2.08
11.85,	-0.27,	-0.10
10.97,	4.24,	5.07
7.20,	-3.85,	0.13
3.67,	-0.07,	3.46
4.77,	1.07,	4.53
9.54,	-3.34,	-0.05
10.73,	-1.55,	3.92
14.07,	-0.67,	-0.46
14.21,	4.52,	2.57
10.81,	-0.53,	0.10
10.60,	-0.75,	-2.50
9.07,	2.94,	3.90
10.26,	-3.37,	-1.10
7.09,	-2.67,	3.51
6.46,	1.58,	4.90
7.71,	-0.46,	4.17
9.46,	-2.56,	2.91
11.20,	-1.83,	1.55
11.80,	2.22,	0.35
10.32,	1.20,	0.82
10.61,	-2.94,	-3.15
10.72,	2.00,	1.69
11.19,	3.05,	2.53
10.34,	-0.88,	3.92
9.63,	-2.82,	3.43
7.99,	0.96,	6.22
6.29,	-1.27,	3.74
7.87,	-0.69,	2.25
8.15,	-3.26,	2.06
11.87,	0.33,	-3.55
10.89,	5.76,	6.30
12.33,	-3.56,	-4.42
13.86,	3.91,	1.95
12.37,	0.16,	3.99
9.69,	-6.43,	-1.60
6.90,	4.47,	6.37
5.32,	2.72,	4.79
5.57,	-7.31,	-1.24
8.31,	-2.49,	1.89
12.03,	1.92,	1.02
13.04,	1.10,	1.65
13.84,	-2.23,	-0.45
13.59,	2.24,	0.74
10.75,	4.74,	3.51
10.12,	-1.48,	0.56
7.27,	-4.19,	0.70
5.88,	1.04,	2.63
4.50,	0.58,	3.15
7.86,	-3.65,	1.34
12.01,	-3.47,	1.65
14.33,	3.69,	1.99
11.34,	0.85,	4.17
11.34,	-5.43,	-5.04
9.59,	7.10,	4.87
9.64,	3.13,	1.62
9.42,	-6.32,	-0.85
9.55,	-2.12,	2.66
6.80,	1.76,	6.44
6.57,	-0.99,	3.98
9.42,	-0.93,	4.47
10.68,	-3.39,	1.25
11.29,	2.50,	0.53
9.21,	1.93,	3.33
11.88,	-1.95,	-5.34
11.54,	6.97,	3.99
10.38,	-3.28,	0.56
10.67,	-7.04,	-2.07
10.17,	7.84,	9.59
8.17,	0.95,	5.44
6.50,	-6.35,	-0.06
6.35,	0.36,	4.69
9.05,	-0.55,	-0.50
9.79,	-2.10,	0.72
12.58,	-2.30,	-1.99
14.26,	5.48,	1.09
11.31,	2.28,	3.95
11.56,	-5.78,	-1.98
11.14,	3.84,	5.71
8.00,	2.66,	5.29
3.84,	-4.13,	0.02
