x,	y,	z
14.03,	-4.72,	-3.32
14.82,	7.13,	3.80
12.13,	3.04,	3.19
12.23,	-1.89,	0.04
11.84,	3.75,	5.31
8.54,	-1.53,	2.40
4.88,	-3.53,	1.23
3.19,	-0.01,	4.15
5.02,	-2.70,	0.50
8.57,	-1.45,	2.54
11.54,	-1.47,	1.84
16.82,	2.90,	0.81
15.35,	3.19,	3.76
13.72,	-1.97,	-0.57
11.35,	4.90,	2.74
9.19,	4.37,	4.40
5.66,	-5.92,	-1.79
3.83,	-2.13,	3.46
5.46,	-0.20,	3.12
7.62,	-1.07,	2.47
10.29,	-1.98,	4.30
13.54,	-1.72,	0.10
14.45,	4.90,	3.95
13.20,	-0.61,	-0.43
11.17,	0.14,	-1.78
9.33,	3.79,	2.95
7.87,	-1.98,	-0.39
6.97,	-2.79,	3.80
7.38,	-1.72,	4.34
7.13,	0.13,	5.94
8.82,	0.29,	3.49
9.39,	-1.62,	2.48
12.75,	-0.82,	-2.20
13.73,	3.48,	0.47
11.25,	-1.69,	-1.97
11.75,	-0.38,	-1.87
10.26,	3.41,	5.67
9.72,	-3.06,	1.29
8.09,	0.64,	5.71
7.29,	1.15,	5.54
5.56,	-5.17,	0.76
5.76,	-1.71,	1.28
8.12,	0.86,	2.67
12.83,	-2.14,	-1.74
15.00,	1.33,	2.09
13.84,	-0.86,	0.43
13.13,	5.12,	2.90
11.19,	5.54,	6.29
9.17,	-5.23,	-0.30
6.46,	-2.36,	2.81
2.91,	1.17,	4.12
4.14,	-2.47,	0.58
7.57,	-3.61,	2.92
11.31,	-3.48,	-0.43
15.46,	8.44,	5.86
14.44,	-0.28,	4.17
15.13,	-3.50,	-5.59
11.85,	11.28,	8.07
7.36,	-3.06,	-2.08
6.40,	-7.97,	-3.93
5.67,	1.98,	6.12
5.36,	-1.33,	2.95
7.85,	-1.14,	3.99
9.15,	-0.40,	5.70
14.04,	0.85,	-0.19
13.08,	4.05,	4.55
13.22,	-3.06,	-4.23
12.88,	0.96,	-2.32
9.08,	2.09,	1.86
8.02,	-3.76,	-1.26
8.22,	1.27,	5.13
7.74,	0.45,	6.34
6.71,	-4.52,	3.29
8.08,	0.30,	4.55
9.05,	0.49,	2.85
10.81,	-3.18,	-2.10
13.33,	1.83,	1.14
12.43,	-0.86,	-0.53
12.53,	5.38,	1.43
10.16,	4.70,	7.73
10.04,	-7.73,	-2.84
9.46,	2.50,	5.64
5.88,	0.41,	4.51
4.87,	-6.79,	-1.92
5.59,	-0.32,	3.69
8.42,	1.48,	1.12
12.02,	0.50,	1.97
14.36,	-2.91,	0.08
16.61,	2.78,	-0.44
13.19,	7.76,	6.19
10.54,	-2.52,	-0.72
9.40,	-1.81,	1.13
6.34,	0.73,	4.43
2.74,	-4.13,	1.72
4.60,	-0.12,	3.26
7.33,	0.16,	4.10
11.38,	-3.72,	-0.51
13.64,	2.38,	3.55
15.61,	1.07,	0.91
15.65,	-0.86,	-1.93
10.52,	2.82,	3.26
8.60,	-0.29,	-0.95
6.34,	-0.35,	2.13
6.14,	-1.36,	2.42
5.38,	-4.99,	3.42
7.83,	-1.41,	3.47
9.62,	3.11,	6.38
11.08,	-2.39,	1.63
13.31,	-0.03,	-0.25
13.55,	4.03,	1.19
12.21,	0.05,	-2.64
9.27,	-0.65,	0.23
9.58,	-0.52,	0.65
8.54,	1.39,	3.93
7.26,	-1.97,	4.88
6.93,	-4.08,	3.36
8.08,	0.03,	4.17
8.73,	0.71,	2.09
9.26,	-2.28,	0.51
12.41,	-2.25,	-2.23
14.48,	4.61,	2.05
12.45,	1.00,	0.89
11.21,	-0.02,	1.25
11.49,	3.27,	5.55
8.62,	-1.56,	3.15
6.06,	-2.66,	3.45
4.12,	-0.56,	3.48
4.15,	-2.34,	1.31
8.24,	-0.67,	1.27
10.18,	-1.35,	1.95
16.35,	1.73,	-1.40
16.43,	6.11,	4.65
13.23,	-3.66,	-2.37
12.45,	1.25,	0.43
8.71,	4.72,	5.51
6.42,	-4.27,	-0.33
3.47,	-2.53,	3.48
3.93,	0.36,	5.05
7.83,	-1.47,	1.20
9.86,	-1.54,	3.98
13.93,	-2.54,	-1.63
16.45,	7.06,	2.99
13.10,	-1.75,	0.91
12.55,	-5.71,	-7.15
8.90,	7.41,	6.65
6.88,	-0.49,	0.26
5.99,	-4.86,	1.06
6.70,	-0.22,	5.98
7.80,	-2.26,	3.86
9.07,	-0.41,	3.45
9.61,	1.79,	5.31
12.57,	-1.91,	-2.86
13.30,	2.19,	-0.25
12.75,	-0.39,	-1.63
11.90,	-1.39,	-3.49
9.74,	3.56,	4.73
8.71,	-2.42,	1.88
8.19,	-0.96,	4.47
7.81,	2.36,	6.80
6.57,	-3.45,	1.97
6.94,	-3.92,	1.22
8.65,	0.23,	1.79
10.94,	0.72,	-0.32
13.95,	1.83,	1.25
14.20,	-1.57,	-0.19
13.13,	3.45,	1.56
11.06,	5.55,	7.02
8.84,	-4.17,	0.08
7.50,	-0.91,	3.65
4.01,	-0.39,	3.83
3.36,	-4.54,	0.35
7.67,	-0.00,	2.85
10.03,	-1.25,	1.71
14.62,	1.32,	-0.64
15.11,	4.67,	5.56
14.74,	-3.35,	-3.67
13.75,	4.62,	2.15
8.54,	1.56,	3.52
6.53,	-5.71,	-2.92
4.93,	0.74,	5.44
4.56,	-1.68,	3.28
6.80,	-2.30,	2.23
9.05,	-0.20,	5.26
13.60,	-0.17,	0.04
13.52,	3.79,	4.41
14.40,	-1.73,	-1.94
13.32,	-0.48,	-2.20
9.44,	3.18,	2.07
7.66,	-2.12,	-0.93
6.95,	-0.98,	2.51
