x,	y,	z
11.09,	2.16,	3.36
8.91,	1.57,	4.28
7.19,	-4.41,	0.76
5.39,	-0.48,	3.29
6.21,	0.69,	2.69
8.76,	-2.77,	0.38
11.11,	-2.46,	1.30
15.20,	1.95,	0.03
14.94,	4.76,	3.89
11.64,	-4.12,	-1.44
10.25,	1.40,	-0.17
7.39,	4.41,	5.30
6.31,	-5.34,	-1.81
6.99,	-2.74,	3.25
7.43,	1.51,	4.11
8.77,	0.65,	3.69
10.09,	-2.86,	3.18
13.58,	-0.87,	-0.18
13.31,	5.95,	3.72
10.34,	-1.88,	-1.30
10.95,	-3.30,	-3.90
9.04,	3.43,	3.46
8.14,	-0.60,	0.63
7.86,	-1.72,	4.56
9.38,	-0.83,	4.79
8.49,	-0.89,	5.09
9.29,	0.49,	3.69
9.76,	-0.94,	2.20
10.66,	-3.75,	-2.64
11.30,	3.74,	1.12
9.84,	1.28,	1.52
11.59,	-0.28,	-1.47
10.98,	4.80,	5.98
9.35,	-4.58,	1.00
9.22,	-2.62,	2.26
8.48,	3.73,	5.98
7.02,	-3.27,	0.86
7.11,	-3.32,	0.94
8.30,	1.13,	2.70
11.18,	2.08,	0.64
12.59,	-0.93,	1.25
13.39,	-2.39,	-1.07
12.60,	4.79,	3.71
10.76,	3.09,	3.79
8.22,	-2.64,	1.23
7.76,	-0.15,	3.20
5.64,	-2.24,	2.43
5.35,	-2.91,	0.50
8.57,	0.90,	4.02
10.78,	-4.28,	0.17
14.73,	3.11,	1.86
13.35,	4.05,	6.92
13.10,	-3.83,	-4.26
10.69,	4.85,	4.00
6.68,	0.11,	1.04
6.10,	-4.72,	-1.63
8.11,	0.41,	4.11
8.48,	-1.94,	2.99
8.27,	-0.59,	2.85
10.32,	2.98,	6.17
12.50,	-3.46,	-1.28
12.81,	0.67,	0.56
11.11,	1.40,	0.37
11.02,	-0.52,	-3.21
9.36,	2.14,	2.43
7.55,	-3.58,	1.10
8.68,	0.03,	2.37
8.73,	6.04,	9.43
8.62,	-5.94,	1.37
8.91,	-4.59,	2.13
10.18,	3.24,	3.53
9.74,	0.03,	-0.07
10.30,	-3.20,	-1.87
12.65,	1.30,	-1.71
11.59,	3.59,	2.66
10.26,	-1.30,	0.91
10.24,	-0.39,	3.21
9.90,	2.52,	4.75
7.27,	-1.77,	3.25
6.48,	-3.32,	1.16
6.97,	-0.21,	2.83
8.59,	-1.68,	0.15
10.91,	0.95,	1.95
12.97,	0.47,	1.74
14.58,	0.44,	-0.32
13.23,	4.14,	3.59
9.94,	-0.93,	0.92
8.39,	-0.08,	1.56
6.91,	1.08,	3.73
5.50,	-4.74,	1.24
5.91,	-2.28,	1.41
8.23,	3.95,	5.14
11.48,	-4.15,	-0.13
14.02,	-3.87,	-1.23
14.20,	4.11,	3.56
13.35,	3.45,	0.10
8.61,	-1.02,	1.83
7.54,	-4.01,	-1.55
6.99,	3.83,	4.36
7.50,	0.83,	4.06
8.33,	-7.33,	0.95
9.01,	-1.40,	4.21
10.68,	5.14,	5.36
11.00,	-1.35,	2.38
12.08,	-3.51,	-2.66
12.25,	4.21,	1.23
10.46,	1.63,	-0.35
8.84,	-3.45,	-1.05
9.76,	0.47,	1.97
8.80,	1.44,	5.22
7.76,	-1.62,	4.19
8.36,	-0.51,	5.61
9.51,	-1.95,	2.37
9.23,	-2.11,	1.62
8.79,	0.11,	0.72
9.57,	0.35,	0.49
13.50,	1.67,	-1.08
13.10,	2.25,	1.71
10.91,	-2.52,	-0.64
10.79,	2.74,	3.25
8.27,	1.26,	5.06
7.37,	-4.37,	0.93
6.24,	-0.20,	4.42
6.45,	-0.14,	2.23
8.54,	-1.97,	1.11
10.33,	-2.71,	0.56
15.10,	2.36,	0.03
14.81,	5.10,	3.96
12.22,	-3.71,	-1.31
11.52,	0.94,	0.97
7.66,	3.85,	5.65
5.36,	-3.94,	-0.32
5.89,	-1.61,	3.46
6.74,	-1.37,	3.21
8.47,	-0.04,	2.06
10.41,	1.10,	4.85
14.71,	-3.64,	-1.81
14.76,	2.21,	1.96
11.71,	2.98,	1.79
10.14,	-1.53,	-1.80
7.63,	0.13,	1.55
7.10,	-0.41,	1.04
7.27,	-1.59,	3.24
8.57,	-0.92,	3.51
9.15,	-1.33,	4.86
9.66,	-1.39,	2.57
11.04,	2.78,	3.71
11.41,	-1.05,	-0.67
11.68,	0.71,	-1.26
10.29,	1.75,	1.75
10.71,	-0.11,	-1.52
9.30,	2.80,	4.97
8.64,	-4.48,	2.05
8.50,	-2.63,	3.36
8.58,	3.75,	6.51
8.19,	-1.93,	2.37
8.78,	-4.52,	0.09
10.13,	0.21,	0.72
10.08,	3.03,	1.75
10.97,	-0.63,	0.64
14.10,	-0.35,	-0.17
12.65,	3.07,	3.47
9.62,	-0.34,	1.97
7.65,	-0.09,	3.19
7.04,	-0.20,	3.01
6.71,	-2.65,	1.79
6.55,	-2.34,	1.57
8.13,	0.24,	2.45
11.84,	-1.37,	-0.03
14.68,	0.49,	-0.27
13.92,	-0.50,	1.91
13.41,	-0.22,	-1.57
9.92,	5.91,	6.13
7.62,	-2.55,	1.21
5.48,	-2.41,	0.78
5.92,	3.49,	5.66
6.93,	-1.51,	2.06
8.48,	-4.59,	1.30
10.71,	1.57,	4.55
13.76,	2.22,	2.22
12.54,	-3.67,	0.34
13.11,	0.34,	-1.76
11.45,	7.39,	3.11
7.24,	-3.95,	-1.58
6.95,	-6.80,	-2.83
8.09,	3.56,	6.35
8.17,	-0.05,	3.97
8.77,	-2.66,	4.44
9.96,	-0.75,	4.44
11.13,	0.79,	1.01
11.01,	2.13,	1.51
