x,	y,	z
14.40,	5.39,	1.94
10.47,	1.17,	3.33
10.49,	-4.47,	-1.44
9.78,	3.93,	6.02
6.70,	0.23,	4.22
3.63,	-4.14,	0.34
5.57,	1.70,	4.61
10.81,	-3.09,	0.43
12.52,	-4.46,	-0.99
13.65,	4.07,	3.89
13.94,	2.37,	1.08
11.32,	1.19,	1.51
9.10,	0.55,	2.17
9.19,	0.09,	0.73
7.78,	-0.64,	2.71
5.68,	-3.17,	2.22
5.29,	-2.12,	3.71
10.25,	1.69,	4.14
11.60,	-0.48,	4.31
12.66,	-2.94,	-0.44
12.61,	2.96,	2.11
10.64,	2.11,	-1.00
9.13,	-0.22,	-1.58
9.07,	-2.41,	0.62
11.07,	-1.67,	-0.43
9.19,	2.71,	6.90
7.18,	-2.20,	4.55
7.51,	-3.87,	2.72
9.12,	1.59,	4.32
10.13,	0.43,	1.38
9.32,	-4.62,	-1.32
11.59,	-0.69,	-2.51
11.94,	5.31,	2.89
11.15,	-0.43,	-0.14
11.33,	0.29,	1.52
11.51,	3.21,	5.29
9.45,	-2.46,	2.91
6.92,	-1.59,	3.58
5.83,	0.20,	3.74
5.69,	-3.30,	0.48
8.34,	-1.60,	1.49
10.57,	-0.40,	1.33
14.40,	1.98,	0.68
14.41,	2.48,	2.28
12.01,	-1.04,	0.14
10.46,	1.93,	2.31
9.29,	2.78,	3.96
7.34,	-3.41,	2.10
4.57,	-2.10,	2.42
4.83,	1.67,	4.96
9.27,	-1.58,	1.13
11.38,	-4.10,	2.00
14.83,	-0.28,	-0.99
14.28,	7.95,	4.72
10.96,	-2.56,	-0.73
9.91,	-4.38,	-3.57
9.01,	5.49,	4.99
8.49,	-0.85,	1.01
6.52,	-5.70,	0.23
6.99,	1.53,	5.61
8.52,	-0.22,	3.46
10.75,	-1.87,	2.45
12.49,	-1.27,	1.92
12.95,	0.65,	-1.24
10.36,	2.31,	1.66
9.06,	-2.10,	-2.76
9.79,	3.35,	1.83
9.93,	1.24,	4.00
10.01,	-6.03,	0.55
9.02,	1.50,	6.06
7.65,	2.07,	5.56
7.54,	-4.78,	0.79
9.20,	-1.52,	1.18
9.84,	1.24,	1.36
11.23,	-0.44,	-0.89
11.41,	-0.14,	0.47
12.80,	1.57,	-0.14
11.73,	3.89,	3.08
10.55,	-1.08,	2.53
10.10,	-2.75,	2.46
7.88,	1.63,	4.49
5.27,	0.54,	3.71
5.13,	-3.91,	0.11
7.99,	-2.40,	1.33
12.29,	-0.36,	-0.28
13.59,	2.51,	2.08
13.56,	-1.71,	0.34
13.99,	0.62,	-1.27
9.71,	4.95,	5.76
8.01,	-1.90,	0.45
7.55,	-0.92,	2.84
6.24,	0.20,	3.78
5.02,	-2.85,	1.92
7.73,	-0.51,	3.14
12.54,	-1.42,	2.23
14.54,	-2.09,	-0.18
12.73,	3.14,	3.89
11.97,	1.56,	0.10
9.27,	1.90,	1.16
7.41,	-1.42,	1.57
8.80,	-2.81,	-0.60
8.29,	1.71,	4.61
7.22,	-1.40,	3.63
7.58,	-2.91,	3.66
11.51,	1.13,	3.92
12.05,	1.02,	2.24
11.30,	-0.88,	-0.59
10.82,	-0.82,	-0.94
10.34,	2.21,	-1.04
8.90,	3.41,	2.14
9.38,	-4.25,	1.68
11.21,	-4.18,	0.68
9.84,	4.19,	8.14
7.14,	-0.82,	3.79
7.38,	-2.61,	1.88
8.54,	-0.98,	2.53
10.08,	-0.70,	-0.76
10.04,	0.39,	2.09
13.07,	-0.35,	-1.66
13.64,	4.08,	1.65
10.60,	-0.24,	2.51
10.19,	-3.57,	-0.36
10.23,	5.01,	6.23
8.39,	0.04,	4.57
4.99,	-5.61,	-0.35
5.08,	1.58,	4.48
9.07,	-1.08,	0.78
11.04,	-4.66,	-0.89
14.18,	0.97,	1.43
14.74,	4.11,	2.37
12.07,	1.67,	1.62
9.88,	0.02,	1.73
8.06,	0.23,	1.77
7.57,	1.24,	2.38
5.43,	-3.76,	2.36
5.87,	-4.80,	0.56
8.85,	2.73,	5.47
11.39,	0.62,	3.03
13.56,	-3.47,	1.24
13.22,	-0.38,	1.13
12.40,	6.11,	2.24
9.49,	1.28,	1.19
7.52,	-5.37,	-2.68
8.94,	0.99,	1.85
8.34,	0.48,	4.14
6.62,	-4.75,	2.40
8.75,	1.03,	5.76
10.17,	1.98,	5.06
11.17,	-1.95,	0.51
10.80,	-1.08,	0.35
12.04,	1.97,	-2.16
10.84,	2.79,	0.60
9.33,	-2.54,	-1.23
9.81,	0.62,	1.80
11.34,	0.81,	4.44
10.17,	-2.41,	3.15
7.20,	-1.50,	3.99
7.37,	0.71,	2.83
7.59,	-2.24,	0.84
8.95,	-4.28,	-1.07
11.60,	0.32,	0.33
13.08,	4.34,	1.53
12.90,	0.29,	1.34
12.53,	-2.06,	-0.64
10.48,	2.91,	4.16
9.06,	2.35,	3.54
7.06,	-3.38,	2.50
5.41,	-3.30,	1.33
