x,	y,	z
11.14,	6.67,	3.08
7.81,	-2.11,	0.52
7.36,	-5.50,	-2.67
6.44,	3.94,	6.76
5.69,	-1.94,	2.10
6.74,	-4.04,	3.16
10.91,	-0.13,	4.48
12.58,	0.78,	1.41
13.05,	1.60,	2.32
12.31,	-3.15,	-2.84
11.64,	3.18,	-0.68
10.40,	5.43,	3.04
8.37,	-3.96,	0.13
9.06,	-3.08,	2.13
7.99,	1.89,	7.00
5.98,	-2.67,	4.37
7.13,	0.24,	3.38
7.86,	1.04,	4.91
12.08,	-3.38,	-3.34
12.32,	1.37,	2.30
12.26,	-0.37,	-1.84
13.94,	3.52,	0.36
11.63,	0.14,	4.04
10.93,	-5.57,	-1.35
8.58,	5.00,	7.43
6.24,	0.63,	4.76
3.70,	-6.88,	-0.89
4.34,	0.97,	3.68
8.99,	1.10,	1.83
12.70,	-4.37,	-0.48
15.16,	-1.69,	-0.14
15.08,	5.62,	2.70
13.42,	4.19,	2.89
10.76,	-3.33,	0.31
9.96,	-1.35,	0.60
6.31,	3.62,	5.09
3.09,	-2.86,	0.93
4.59,	-4.16,	1.56
8.32,	-1.35,	2.48
11.47,	1.63,	2.48
13.77,	0.39,	3.93
15.01,	-4.50,	-1.77
13.90,	5.80,	2.04
11.27,	7.03,	2.90
7.65,	-5.38,	-3.30
8.13,	-3.10,	-0.54
6.78,	0.52,	5.13
5.81,	-3.53,	2.80
7.24,	0.46,	6.51
8.95,	0.23,	4.62
11.65,	-0.72,	0.91
12.49,	1.32,	2.12
13.35,	-1.04,	-3.91
12.56,	3.77,	-0.56
9.73,	-1.79,	0.50
10.10,	-3.33,	-2.72
9.23,	4.61,	8.38
8.02,	-2.52,	3.07
5.84,	-2.98,	4.08
6.44,	1.29,	5.08
7.31,	-0.44,	1.41
9.46,	-3.08,	0.87
14.03,	-1.92,	-2.01
13.87,	4.67,	1.75
12.06,	1.58,	2.18
12.69,	-2.18,	-0.07
11.68,	2.18,	4.69
9.26,	0.38,	3.26
4.82,	-2.10,	2.46
3.72,	-1.25,	2.58
4.84,	-2.25,	1.20
7.47,	-0.60,	1.45
12.39,	-1.20,	2.54
15.46,	-3.56,	-1.31
15.20,	5.58,	4.27
13.45,	4.06,	3.12
11.26,	-0.67,	-0.56
9.40,	0.51,	2.99
5.68,	-2.49,	1.15
3.64,	-1.41,	2.68
5.47,	0.08,	3.90
6.86,	-3.23,	2.45
10.86,	-0.66,	3.11
13.40,	2.48,	3.85
15.22,	0.04,	0.17
13.45,	-0.80,	-0.19
11.43,	3.21,	-0.59
8.98,	3.00,	1.38
7.77,	-3.71,	-0.62
7.16,	-3.12,	3.05
7.36,	-1.02,	4.63
7.28,	0.34,	5.37
8.05,	-0.51,	3.94
10.18,	-2.20,	1.68
12.58,	0.22,	-0.62
13.50,	2.43,	0.15
11.44,	-1.51,	-1.83
11.71,	0.48,	-1.08
10.61,	2.66,	4.03
9.93,	-2.23,	1.66
8.11,	-0.03,	4.75
6.97,	0.56,	4.98
5.11,	-3.94,	1.86
6.04,	-1.60,	1.18
9.15,	-0.20,	2.48
13.31,	-2.52,	-2.43
14.24,	2.54,	3.02
13.30,	-0.10,	0.76
13.65,	4.95,	3.18
11.35,	4.02,	6.37
8.52,	-5.78,	-1.20
6.23,	0.62,	3.93
2.98,	-0.69,	2.78
4.26,	-4.81,	-1.14
7.90,	-0.48,	4.28
11.55,	-1.39,	0.46
15.16,	3.79,	4.60
14.22,	-1.81,	2.61
14.99,	2.09,	-1.56
11.69,	9.45,	7.13
7.84,	-5.55,	-2.91
7.20,	-5.32,	-1.21
5.24,	2.40,	5.89
4.76,	-2.63,	1.81
7.19,	-1.17,	4.57
9.77,	-0.68,	4.66
13.87,	1.14,	0.65
13.89,	3.79,	4.70
