x,	y,	z
13.91,	0.05,	0.28
11.84,	2.63,	3.67
11.49,	-0.12,	-2.17
10.59,	2.40,	-0.04
8.54,	-1.95,	0.51
8.93,	-5.32,	-1.09
8.93,	3.57,	6.37
7.59,	1.84,	6.60
8.19,	-4.68,	3.20
9.45,	-1.09,	3.77
10.62,	2.23,	2.28
10.46,	-1.50,	-0.75
11.05,	-0.62,	-1.96
11.21,	2.29,	0.34
11.03,	3.05,	0.84
9.41,	0.71,	4.18
12.34,	-4.51,	-0.14
10.70,	2.42,	5.87
6.45,	-0.13,	3.44
6.34,	-3.47,	0.31
7.70,	-2.20,	1.96
10.26,	-1.76,	-1.24
10.29,	1.38,	3.14
11.51,	-1.09,	-0.16
14.19,	4.07,	1.75
11.95,	3.57,	4.85
10.34,	-3.93,	-1.60
10.52,	3.37,	4.20
6.92,	-1.91,	2.55
4.80,	-6.82,	-1.50
5.46,	2.58,	5.02
8.80,	0.62,	2.23
12.48,	-4.92,	-0.29
14.09,	-0.17,	1.47
13.62,	3.74,	2.80
12.40,	2.22,	0.41
8.19,	0.25,	2.78
8.44,	-3.18,	-0.73
8.40,	2.25,	3.62
6.88,	0.05,	3.91
6.62,	-5.00,	1.07
8.47,	0.36,	4.94
11.53,	1.68,	3.38
11.93,	-2.08,	2.16
12.19,	-1.24,	-0.68
11.85,	4.32,	0.93
9.77,	1.39,	0.24
7.79,	-4.43,	-1.19
10.07,	0.41,	2.10
9.54,	2.74,	6.14
7.31,	-3.29,	3.72
8.01,	-0.80,	5.03
9.35,	-0.83,	3.43
9.69,	-2.68,	-0.07
9.40,	0.48,	1.24
10.73,	0.30,	-1.44
12.27,	2.46,	0.21
11.59,	1.11,	0.83
10.54,	-0.39,	0.73
11.42,	2.54,	4.48
9.76,	-0.98,	4.01
7.25,	-3.56,	2.88
5.76,	0.99,	4.08
5.88,	-0.34,	2.17
9.48,	-3.95,	-0.07
10.93,	-3.37,	-0.08
13.55,	5.06,	1.57
13.29,	4.82,	4.47
11.98,	-4.26,	-1.61
11.14,	1.28,	2.58
9.26,	3.66,	4.65
6.89,	-4.24,	0.95
5.34,	-1.77,	2.04
5.59,	1.28,	4.55
8.96,	-1.69,	0.51
10.97,	-2.12,	3.18
15.20,	-1.67,	-1.37
14.41,	4.75,	3.83
10.92,	0.51,	-0.38
9.22,	-0.21,	-1.15
8.23,	0.78,	2.24
8.34,	-2.83,	-0.30
7.55,	-1.38,	3.02
7.78,	1.19,	3.98
8.47,	-1.66,	3.61
10.60,	-1.93,	2.27
12.34,	1.69,	2.99
12.03,	-0.31,	-0.60
10.83,	1.09,	0.00
10.03,	0.83,	0.17
8.99,	0.17,	0.27
9.04,	1.30,	3.63
9.34,	-3.38,	3.33
9.01,	-2.58,	4.23
8.38,	3.40,	6.52
8.13,	-1.19,	3.59
9.05,	-4.60,	-0.88
9.91,	0.75,	1.17
10.79,	2.49,	0.12
11.10,	-0.35,	0.58
13.12,	-0.72,	-1.17
11.56,	4.08,	3.83
9.90,	-0.94,	2.10
9.78,	-1.96,	2.06
8.04,	0.23,	4.00
6.44,	-1.96,	1.94
6.08,	-0.88,	2.06
8.35,	-0.73,	2.00
12.94,	-2.46,	-1.19
13.49,	1.48,	1.27
12.51,	0.30,	1.43
13.22,	1.39,	-0.12
9.15,	2.76,	5.46
8.28,	-3.38,	0.03
6.99,	-0.16,	3.46
5.86,	0.70,	3.08
6.00,	-2.83,	1.76
8.40,	-2.54,	1.99
12.94,	0.74,	2.11
14.44,	1.91,	2.74
12.69,	-1.99,	0.62
12.44,	1.08,	-0.39
8.15,	3.94,	3.08
6.92,	-2.80,	-1.07
8.19,	-2.48,	1.78
9.36,	0.11,	3.24
7.36,	-0.03,	4.27
7.89,	-0.56,	4.56
10.86,	-1.92,	2.33
12.17,	0.63,	0.85
11.08,	2.12,	1.72
10.42,	-2.80,	-2.36
11.16,	2.63,	0.26
9.52,	3.40,	3.42
8.69,	-4.10,	0.16
9.76,	0.78,	4.03
9.79,	0.18,	6.15
7.81,	-5.30,	1.68
7.83,	1.76,	4.57
8.86,	0.85,	3.07
9.63,	-4.60,	-2.60
10.74,	0.91,	1.02
12.40,	1.66,	0.57
13.07,	0.82,	-0.34
10.90,	1.23,	4.11
10.17,	-2.52,	0.86
9.30,	3.88,	5.19
7.46,	1.05,	5.02
5.76,	-6.58,	-1.27
6.10,	0.52,	3.64
8.12,	2.52,	3.87
12.05,	-2.83,	-0.27
13.35,	-2.03,	0.93
14.67,	2.40,	0.83
12.80,	4.83,	3.10
9.29,	-0.45,	1.73
8.08,	-2.50,	0.71
7.35,	1.42,	3.56
5.59,	-1.78,	2.79
6.53,	-2.17,	1.01
8.26,	1.18,	4.98
12.17,	-2.65,	-0.14
13.31,	0.67,	2.97
13.04,	-0.71,	0.85
13.15,	0.12,	-1.63
9.16,	3.74,	2.85
7.05,	-1.98,	-1.14
8.56,	-0.42,	1.60
9.31,	0.68,	4.36
7.75,	-4.96,	2.61
8.30,	0.23,	3.96
9.66,	2.02,	5.75
10.37,	-5.45,	-1.34
11.36,	1.78,	1.51
10.99,	3.50,	1.40
11.46,	0.12,	-2.31
10.05,	1.07,	2.39
9.67,	-2.35,	0.32
10.08,	1.69,	3.65
9.31,	1.55,	6.12
8.56,	-5.44,	2.40
7.99,	-0.27,	3.53
7.44,	2.45,	4.20
8.48,	-4.15,	-0.81
10.04,	-3.83,	-0.78
13.91,	4.92,	1.05
12.54,	3.48,	3.84
11.60,	-3.56,	-1.29
11.49,	3.40,	3.96
8.56,	1.07,	3.81
6.98,	-4.07,	0.32
5.70,	-0.66,	3.80
6.85,	-0.93,	1.48
8.19,	-1.08,	2.15
10.63,	-1.49,	1.65
15.17,	1.02,	0.40
14.50,	3.07,	2.85
11.86,	-1.73,	-0.21
10.53,	2.09,	1.10
7.56,	2.44,	3.54
6.58,	-4.20,	-0.28
5.92,	-2.66,	2.99
6.34,	0.33,	3.03
8.73,	0.97,	4.40
10.42,	-3.49,	2.49
13.99,	-0.63,	0.75
13.96,	5.71,	3.69
11.10,	-1.24,	-1.11
10.22,	-3.01,	-2.68
8.36,	3.49,	2.15
7.98,	1.55,	1.92
8.60,	-4.89,	2.70
9.50,	-3.45,	3.23
8.58,	2.52,	6.06
9.15,	1.41,	3.70
9.65,	-4.19,	0.17
11.31,	-2.22,	-2.67
10.84,	4.58,	2.55
9.74,	-1.52,	-0.69
11.70,	0.87,	0.14
10.80,	4.95,	5.72
9.17,	-4.86,	0.41
8.92,	-0.78,	3.31
9.27,	2.50,	5.60
7.43,	-4.61,	0.16
7.04,	-1.80,	2.06
8.14,	1.28,	2.17
11.23,	-0.02,	0.34
12.82,	-0.76,	0.44
13.50,	-0.42,	0.48
12.27,	3.08,	2.10
9.66,	2.78,	4.02
8.09,	-2.82,	1.71
7.01,	-0.51,	2.74
6.21,	1.57,	4.46
6.81,	-2.88,	0.48
8.11,	-2.56,	2.43
12.87,	-0.68,	-0.44
14.80,	4.51,	3.09
13.03,	-3.59,	0.28
13.10,	-2.66,	-2.74
9.93,	7.84,	6.23
7.17,	-1.04,	0.76
6.22,	-4.88,	-0.21
7.45,	1.20,	4.56
6.90,	-2.24,	1.80
8.01,	-0.77,	3.51
11.50,	-0.86,	3.07
14.08,	-0.89,	-0.18
12.30,	2.29,	2.70
11.46,	-0.20,	-1.53
10.34,	2.37,	0.13
8.48,	0.88,	0.99
7.46,	-4.72,	0.06
