x,	y,	z
14.11,	0.76,	0.49
14.65,	2.46,	-0.73
10.67,	1.21,	3.22
8.96,	-4.78,	-1.94
5.44,	1.56,	3.78
4.31,	1.51,	4.03
5.00,	-4.73,	1.56
7.28,	-2.46,	3.42
12.49,	1.93,	3.57
14.33,	2.07,	2.83
13.64,	-2.92,	0.03
13.34,	-0.32,	-2.33
10.70,	6.58,	3.07
8.32,	-1.42,	-0.99
7.74,	-5.00,	-0.20
7.91,	1.58,	4.98
5.84,	-0.94,	5.04
6.69,	-2.83,	3.80
8.94,	0.03,	5.15
10.93,	-0.38,	1.36
12.59,	1.30,	1.67
11.99,	-1.91,	-1.24
13.05,	2.89,	-1.70
11.13,	5.73,	4.01
9.01,	-4.56,	-0.68
9.98,	-1.05,	2.22
8.89,	2.63,	7.05
6.05,	-4.87,	2.37
5.13,	-0.59,	2.93
6.14,	3.59,	4.43
10.35,	-3.88,	-1.65
12.90,	-4.03,	-1.22
13.99,	2.73,	0.66
13.46,	5.69,	2.57
12.53,	0.13,	2.27
12.28,	-3.08,	0.97
9.53,	2.54,	3.99
5.55,	1.76,	4.52
3.05,	-5.44,	0.31
4.11,	-3.07,	1.82
8.44,	0.73,	2.17
11.57,	-0.13,	2.14
14.98,	-3.67,	-0.17
16.23,	1.21,	-0.07
13.60,	7.21,	3.62
11.04,	-0.22,	0.23
8.95,	-3.64,	-1.11
6.94,	2.09,	3.17
4.11,	-1.92,	2.21
4.95,	-3.94,	1.61
8.14,	-0.71,	4.03
11.36,	1.19,	3.57
12.72,	-0.44,	2.96
14.28,	-2.36,	-0.98
13.27,	3.73,	0.45
11.31,	3.85,	0.76
8.52,	-3.23,	-1.90
8.82,	-0.76,	0.68
8.00,	-0.69,	4.73
6.60,	-3.82,	3.51
7.28,	0.66,	6.01
8.18,	1.34,	4.76
9.84,	-2.26,	0.90
11.65,	-1.45,	0.11
13.04,	0.60,	-1.34
12.71,	3.58,	-0.15
11.21,	-1.08,	1.18
11.12,	-3.21,	-1.15
10.50,	4.89,	6.66
8.47,	0.60,	4.79
5.83,	-4.92,	1.68
5.37,	-0.62,	4.29
5.67,	0.39,	1.11
8.19,	-0.66,	1.88
13.81,	-5.28,	-2.51
15.97,	1.54,	-2.08
12.52,	4.45,	5.37
12.53,	-2.95,	-2.44
11.46,	4.59,	6.45
10.40,	0.48,	3.73
6.50,	-4.06,	-0.79
3.10,	1.33,	4.88
4.19,	-0.95,	2.33
6.90,	-3.66,	1.10
10.03,	-1.04,	3.28
15.52,	1.58,	0.79
16.08,	2.66,	2.52
13.55,	-2.32,	-0.87
12.30,	2.21,	-1.01
8.81,	4.01,	3.50
6.92,	-5.02,	-1.99
5.08,	-2.05,	3.80
5.43,	0.79,	5.18
6.95,	-0.44,	3.93
8.66,	-1.40,	5.15
12.81,	-2.22,	0.44
14.10,	4.00,	1.85
12.66,	-0.42,	-0.22
11.74,	-4.18,	-5.40
10.34,	5.42,	3.21
9.05,	1.74,	1.50
7.99,	-3.84,	2.18
8.01,	-0.76,	5.09
6.77,	-0.37,	5.97
6.59,	-2.17,	3.04
8.19,	0.57,	4.05
10.08,	-2.40,	0.57
13.66,	1.00,	-0.86
11.74,	1.68,	2.72
13.07,	0.45,	-2.41
12.33,	5.79,	5.39
10.55,	-4.00,	1.21
9.05,	-3.58,	0.98
6.76,	3.24,	6.81
4.84,	-2.86,	1.38
4.40,	-2.95,	1.37
7.02,	1.16,	3.27
12.94,	-0.72,	-0.74
14.85,	-0.57,	0.99
14.68,	-1.35,	-0.41
14.15,	4.91,	1.71
11.67,	3.97,	4.12
9.53,	-5.33,	-0.52
6.57,	-0.27,	2.72
3.91,	3.19,	5.96
4.54,	-3.71,	-0.22
6.03,	-3.23,	3.30
11.50,	-1.80,	0.38
14.32,	5.47,	2.97
14.17,	-2.91,	2.22
15.09,	-6.45,	-6.63
11.38,	11.47,	7.78
8.74,	1.35,	0.74
6.94,	-6.58,	-2.76
6.83,	1.47,	4.93
5.86,	-2.53,	3.40
6.67,	-3.46,	2.22
8.88,	1.53,	6.62
11.68,	-1.75,	1.18
12.86,	2.06,	2.03
12.92,	0.65,	0.57
13.26,	0.71,	-4.18
10.70,	5.54,	2.89
8.43,	-4.80,	-0.96
9.32,	-3.15,	-0.01
8.36,	4.41,	8.70
6.62,	-3.79,	3.22
6.50,	-3.12,	3.09
7.80,	2.80,	4.59
9.81,	-1.23,	0.01
11.87,	-3.91,	-1.21
14.28,	1.01,	-0.76
13.47,	5.85,	2.53
11.53,	0.48,	2.49
11.42,	-3.42,	1.06
9.91,	2.49,	4.93
6.59,	1.22,	5.03
3.65,	-4.29,	0.36
3.77,	-1.40,	2.78
7.71,	-0.70,	0.74
10.27,	-0.29,	1.35
14.63,	-1.89,	0.43
16.75,	-0.11,	-1.09
14.18,	5.81,	4.06
11.99,	1.51,	1.16
9.74,	-0.66,	1.07
7.85,	0.85,	2.81
3.30,	-2.90,	2.54
3.44,	-2.69,	2.26
7.17,	-0.23,	3.49
