x,	y,	z
9.38,	-1.82,	4.43
11.74,	-0.54,	2.07
11.70,	2.47,	4.24
11.43,	-0.95,	-2.16
12.62,	2.84,	-1.56
10.69,	0.11,	1.56
10.38,	-6.24,	-3.73
9.46,	5.35,	6.32
7.52,	3.02,	7.55
6.71,	-6.36,	1.35
8.68,	0.31,	5.80
9.33,	-0.06,	2.39
9.13,	-3.59,	-0.38
9.95,	-1.67,	-0.62
11.79,	3.04,	-1.05
11.75,	2.37,	1.84
13.03,	-3.12,	-2.09
12.12,	1.50,	3.32
10.99,	3.93,	4.84
7.35,	-1.58,	3.89
6.31,	-2.74,	2.19
6.08,	-1.45,	2.74
6.42,	-1.71,	0.49
8.34,	-1.72,	2.55
11.36,	-3.66,	-1.33
14.95,	6.20,	3.24
13.99,	3.26,	3.96
12.96,	-3.77,	-2.37
11.93,	3.62,	4.80
7.01,	0.62,	3.06
4.33,	-4.21,	0.54
4.52,	-0.32,	4.19
6.75,	-2.12,	2.21
9.85,	-1.65,	1.98
11.45,	-0.33,	3.49
15.16,	2.24,	-0.89
13.59,	4.76,	4.43
11.58,	-2.90,	-3.18
11.25,	2.75,	0.37
9.83,	4.59,	5.16
6.73,	-6.17,	-1.33
5.76,	-3.19,	2.66
6.43,	2.12,	5.68
8.26,	-1.22,	3.38
10.79,	-3.05,	3.33
12.21,	-0.85,	1.13
11.28,	4.46,	2.27
9.75,	0.43,	-0.07
11.37,	-1.53,	-2.09
11.56,	1.44,	1.95
10.65,	0.32,	1.02
8.08,	0.21,	5.37
7.91,	-1.13,	3.57
7.92,	-0.24,	5.35
8.82,	-2.38,	1.17
8.06,	-1.24,	2.05
9.82,	-2.53,	-1.37
11.71,	1.56,	-1.90
10.47,	0.03,	1.76
13.31,	-1.89,	-3.87
12.85,	5.87,	6.85
11.14,	-2.12,	2.32
8.42,	-0.46,	3.14
6.51,	4.37,	7.29
5.00,	-4.75,	0.02
5.67,	-5.44,	0.15
8.82,	0.31,	2.24
11.94,	1.16,	0.39
13.09,	-0.64,	1.40
14.96,	-0.96,	-0.98
13.20,	5.17,	3.87
11.34,	1.63,	2.86
8.24,	-2.80,	0.55
5.95,	1.48,	3.89
3.63,	-2.06,	2.19
5.42,	-3.90,	1.00
9.70,	-1.29,	4.12
11.57,	-2.48,	0.91
13.73,	5.07,	3.71
12.67,	2.16,	3.73
12.68,	-2.17,	-3.93
11.37,	5.97,	3.27
9.00,	-1.68,	0.05
7.93,	-6.11,	-2.12
7.32,	1.98,	6.17
6.25,	-0.84,	5.05
8.12,	-1.44,	3.58
10.26,	1.14,	6.36
12.00,	-3.38,	-1.77
11.48,	1.21,	0.27
9.54,	0.67,	-0.41
11.57,	0.61,	-3.75
12.17,	3.44,	3.85
10.70,	-6.12,	-0.24
9.76,	1.92,	3.38
7.75,	8.64,	11.98
6.92,	-7.06,	-1.53
8.35,	-4.38,	1.69
8.42,	0.47,	1.78
8.71,	-0.10,	-0.18
10.08,	-3.08,	-0.12
12.96,	-0.87,	-2.49
13.11,	6.77,	4.24
12.26,	-0.07,	2.12
12.31,	-3.59,	-0.28
10.66,	5.54,	6.41
5.13,	-1.68,	2.84
4.26,	-5.75,	-1.55
6.24,	1.01,	4.77
8.61,	-2.64,	0.13
11.23,	-0.34,	2.22
12.79,	1.02,	2.87
15.27,	2.13,	-0.52
13.33,	4.62,	3.94
10.51,	-2.45,	-1.10
9.82,	-0.39,	1.16
6.15,	1.09,	3.09
4.02,	-3.34,	1.97
6.03,	-2.15,	2.27
9.33,	1.27,	4.37
11.86,	-2.47,	1.51
12.55,	-0.96,	1.29
13.01,	3.72,	1.70
12.34,	2.48,	-0.06
9.62,	-1.78,	-0.24
10.52,	-1.74,	-1.68
8.80,	2.27,	3.95
7.33,	-1.22,	3.44
6.61,	-3.79,	4.82
8.02,	-0.51,	5.38
9.92,	2.03,	4.85
10.47,	-2.34,	1.67
11.00,	-2.94,	-2.59
11.00,	3.53,	0.21
10.35,	2.93,	0.31
10.83,	-1.71,	-0.25
12.86,	-1.60,	1.45
11.29,	1.41,	3.51
7.08,	1.16,	6.13
6.70,	-2.05,	2.81
8.05,	-1.59,	2.71
8.20,	-2.44,	0.76
7.60,	-0.92,	1.72
9.92,	-1.04,	1.08
13.81,	3.10,	0.40
12.73,	2.58,	3.11
12.79,	-2.10,	-1.67
12.71,	3.20,	4.08
9.63,	0.24,	2.64
6.51,	-2.42,	2.14
3.91,	0.04,	3.40
5.14,	-1.02,	1.78
9.09,	-3.34,	1.35
11.07,	-3.27,	0.88
14.54,	3.63,	1.02
13.65,	5.24,	4.48
12.11,	-4.27,	-2.47
11.67,	1.00,	0.06
9.55,	3.85,	4.78
6.54,	-5.23,	-1.21
5.20,	-0.96,	3.76
5.90,	1.26,	5.70
9.30,	-1.28,	1.81
10.63,	-1.05,	5.14
13.31,	-1.84,	-1.22
13.34,	5.23,	2.37
10.26,	-0.07,	0.17
10.47,	-4.26,	-5.00
9.98,	3.36,	3.85
10.03,	-0.58,	1.16
7.55,	-2.22,	4.13
8.11,	1.07,	6.28
7.93,	-1.78,	4.75
8.83,	-2.40,	2.27
10.04,	1.12,	3.21
10.37,	-2.51,	-1.37
11.56,	-0.68,	-3.77
9.86,	2.29,	2.10
11.65,	-0.17,	-3.02
12.33,	3.77,	5.29
11.19,	-3.20,	2.91
9.09,	-1.19,	2.89
7.00,	6.18,	8.73
5.92,	-4.16,	0.41
7.14,	-7.12,	-0.82
8.96,	0.34,	1.32
10.74,	3.38,	1.46
11.74,	-2.32,	0.11
14.21,	-1.84,	-2.17
13.38,	5.53,	4.22
11.93,	1.27,	1.78
9.89,	-2.20,	1.88
8.44,	1.44,	3.57
3.76,	-1.40,	2.68
3.72,	-3.32,	0.77
8.58,	-0.58,	3.66
10.79,	-4.07,	0.79
