x,	y,	z
15.16,	-2.42,	-1.73
14.17,	5.41,	4.30
9.72,	0.62,	2.70
7.57,	-5.02,	0.22
5.04,	1.49,	4.19
3.38,	0.21,	3.99
7.34,	-1.73,	1.08
9.88,	-1.85,	4.28
13.78,	-2.49,	-2.42
13.38,	6.63,	5.84
13.09,	-2.71,	-1.53
14.47,	-2.11,	-3.85
10.38,	4.20,	4.47
7.58,	-1.60,	-1.27
6.00,	-1.66,	2.19
6.14,	0.06,	2.97
5.63,	-3.22,	3.53
8.16,	-0.70,	3.45
12.13,	1.36,	5.67
13.85,	-2.77,	0.01
12.74,	1.57,	2.27
11.25,	2.50,	-0.04
10.35,	2.57,	-0.70
9.50,	0.17,	0.39
8.25,	-5.49,	-0.04
8.51,	0.42,	3.02
6.86,	3.31,	8.25
6.85,	-4.57,	2.76
9.67,	-1.27,	3.85
11.11,	1.93,	3.46
10.42,	-1.80,	-0.32
9.88,	-2.60,	-0.44
13.34,	4.53,	-0.29
13.10,	5.10,	4.04
10.47,	-5.81,	-1.58
10.49,	0.41,	2.93
7.81,	2.68,	6.23
5.78,	-4.17,	0.53
5.02,	0.12,	4.22
8.02,	-0.12,	1.86
10.35,	-3.65,	-0.44
10.80,	-0.90,	1.22
13.89,	3.51,	0.76
14.98,	3.06,	2.28
13.64,	-3.07,	-0.09
11.13,	0.20,	1.42
7.46,	2.95,	4.46
4.98,	-2.89,	0.19
3.17,	-2.07,	3.29
5.68,	-1.11,	2.86
11.15,	0.56,	2.58
12.45,	-1.53,	3.87
13.69,	-2.11,	-1.08
13.91,	6.32,	4.08
12.66,	0.78,	-0.63
10.70,	-3.97,	-2.19
8.51,	1.71,	1.74
7.00,	1.55,	2.96
5.86,	-3.31,	1.50
6.10,	-1.96,	4.86
8.98,	-0.91,	3.50
10.71,	2.53,	4.78
12.78,	-2.24,	2.05
12.91,	-4.82,	-2.77
11.65,	5.51,	1.46
10.12,	4.11,	0.94
9.44,	-4.07,	-2.57
10.77,	0.46,	1.30
8.29,	-0.77,	5.05
6.94,	-3.31,	2.72
6.94,	3.24,	7.29
8.05,	-0.52,	3.07
10.21,	-4.20,	0.55
10.47,	-1.62,	0.87
10.92,	2.68,	0.31
11.63,	3.10,	1.48
13.75,	-2.82,	-0.88
13.04,	-0.82,	0.66
10.40,	4.21,	5.32
7.78,	-0.06,	3.97
5.44,	-2.68,	2.33
4.54,	0.14,	3.62
6.93,	-0.96,	0.91
10.32,	-3.11,	0.87
12.47,	-4.05,	-2.08
14.17,	6.09,	1.21
13.28,	0.88,	4.30
13.70,	-8.48,	-5.43
11.29,	8.51,	7.87
7.88,	4.30,	5.14
4.57,	-6.80,	-2.87
3.67,	0.06,	4.05
6.83,	-0.67,	2.02
9.21,	-2.45,	1.25
12.58,	-1.51,	3.62
14.90,	-0.53,	-0.85
12.62,	5.48,	5.16
12.03,	-0.81,	-1.42
11.01,	1.00,	-0.32
8.69,	1.66,	2.86
6.97,	-3.53,	0.02
6.25,	-0.73,	4.26
6.63,	-0.10,	5.00
7.59,	-2.21,	4.40
11.03,	0.46,	3.91
12.45,	0.80,	3.42
13.06,	-1.14,	-1.71
11.57,	0.89,	0.06
10.36,	0.65,	-1.70
10.07,	2.79,	0.74
9.43,	-0.75,	3.13
9.02,	-6.22,	1.46
8.01,	2.35,	6.20
6.54,	4.16,	6.78
6.92,	-3.32,	0.86
8.95,	-4.12,	1.33
12.68,	0.14,	-1.06
10.97,	3.54,	2.82
11.02,	-2.36,	-1.34
14.06,	0.53,	-0.68
13.44,	2.20,	4.49
10.72,	-3.31,	-0.37
7.61,	2.54,	5.70
5.99,	0.26,	3.69
3.43,	-5.13,	0.55
5.74,	0.69,	2.77
10.82,	-1.84,	1.88
