x,	y,	z
14.55,	-1.80,	-1.86
16.18,	3.52,	2.18
14.55,	1.81,	3.58
13.66,	-0.46,	-1.58
10.30,	5.87,	5.51
5.97,	-3.22,	0.55
4.55,	-5.35,	-0.60
5.15,	1.73,	5.30
6.90,	-1.78,	2.09
9.27,	-2.86,	2.95
11.79,	0.26,	2.78
13.82,	4.37,	2.85
12.93,	0.61,	1.95
13.18,	-1.42,	-2.82
11.18,	4.73,	2.39
8.11,	-1.40,	0.55
6.92,	-6.09,	-0.19
6.87,	1.17,	5.71
6.79,	1.38,	6.35
9.07,	-2.91,	3.15
10.18,	-2.09,	3.45
11.38,	1.09,	-0.40
10.42,	3.91,	1.50
11.74,	-1.96,	-2.50
13.99,	-1.48,	-3.06
11.51,	2.41,	2.84
9.63,	-0.12,	1.56
8.63,	0.78,	5.05
8.61,	0.55,	4.71
6.72,	-4.23,	2.78
6.21,	-2.24,	1.44
7.43,	0.55,	3.39
9.72,	-3.81,	-2.07
12.26,	2.28,	1.66
13.12,	2.12,	2.01
15.46,	2.11,	-0.46
12.31,	4.16,	5.64
9.17,	-3.42,	0.70
7.86,	0.43,	3.13
4.73,	0.96,	4.23
4.21,	-5.56,	-0.04
6.63,	-2.52,	1.86
9.86,	1.17,	2.28
12.69,	0.13,	1.53
14.46,	-0.87,	0.92
15.35,	1.70,	0.72
13.58,	4.45,	2.80
9.32,	-0.86,	0.93
7.30,	-2.75,	-0.10
5.25,	0.16,	3.49
4.46,	-2.18,	2.42
7.31,	-1.93,	3.13
9.26,	-1.00,	4.28
12.34,	0.58,	1.39
12.74,	4.30,	4.16
12.21,	-2.56,	-1.95
13.84,	-0.32,	-2.90
10.96,	3.45,	2.64
8.69,	-2.74,	-1.64
8.23,	-0.56,	3.08
7.74,	1.25,	5.50
6.22,	-4.40,	4.07
8.39,	-0.94,	3.84
10.00,	0.49,	4.85
9.94,	-5.11,	-2.12
9.90,	2.80,	1.62
10.55,	3.45,	1.53
14.18,	0.52,	-2.24
12.47,	0.82,	3.09
11.05,	-2.83,	-1.01
9.58,	4.94,	5.64
7.35,	-0.39,	4.78
6.86,	-7.37,	-0.65
6.07,	0.28,	4.07
6.96,	2.21,	3.08
9.04,	-4.07,	-0.33
11.56,	-3.02,	-1.25
15.27,	5.48,	1.84
14.50,	3.70,	2.10
12.12,	-3.62,	-0.08
12.09,	2.00,	2.66
6.94,	2.49,	5.84
4.37,	-4.55,	0.32
4.20,	-0.76,	4.04
5.95,	-1.23,	2.94
9.83,	-2.74,	0.87
11.11,	-0.45,	3.33
14.95,	1.97,	0.40
15.31,	3.14,	2.22
12.67,	-0.54,	-0.10
10.57,	-0.03,	0.59
8.01,	2.23,	2.36
5.44,	-1.49,	2.08
4.95,	-4.40,	2.31
6.82,	-0.94,	3.90
9.77,	1.21,	4.50
10.49,	-2.17,	3.04
12.66,	0.03,	-0.21
12.53,	5.90,	2.68
11.79,	-0.90,	-1.99
11.42,	-3.72,	-2.76
10.87,	2.29,	0.77
9.03,	4.00,	4.35
7.12,	-4.63,	2.58
7.88,	-3.20,	3.81
8.05,	0.09,	5.62
9.14,	-0.11,	1.49
8.53,	-3.40,	1.86
10.19,	-4.12,	-4.71
11.34,	7.77,	4.61
11.84,	0.73,	0.82
14.07,	-1.76,	-1.68
11.92,	4.24,	6.11
8.61,	-1.29,	2.76
7.01,	-1.80,	3.47
7.08,	1.34,	4.44
6.21,	-3.99,	1.72
6.69,	-2.53,	0.09
8.81,	2.03,	3.75
12.72,	-2.03,	-1.97
14.27,	1.28,	0.02
14.41,	1.60,	1.83
13.63,	-1.48,	-0.75
11.44,	3.90,	4.48
7.54,	1.34,	4.40
4.58,	-3.74,	0.41
4.04,	0.92,	4.05
6.24,	-3.44,	1.32
9.70,	-5.03,	0.01
12.69,	0.56,	2.58
14.11,	4.05,	1.42
12.82,	-0.35,	2.70
12.54,	-4.08,	-3.51
11.38,	7.05,	5.10
8.52,	1.03,	2.47
6.03,	-5.78,	-1.22
6.11,	0.71,	5.56
7.44,	-1.01,	3.08
8.60,	-1.83,	3.47
9.89,	-0.98,	4.57
12.64,	-0.32,	-0.37
12.11,	3.40,	1.55
10.61,	-0.91,	-1.65
11.99,	-0.56,	-3.26
11.23,	2.97,	2.94
9.17,	-3.47,	0.96
8.28,	0.00,	4.26
8.33,	4.60,	8.41
7.45,	-4.12,	2.26
7.43,	-4.73,	2.10
8.99,	0.67,	1.90
9.54,	0.21,	0.01
10.64,	-0.60,	-0.55
12.57,	0.72,	-0.28
14.29,	3.82,	1.38
12.35,	1.35,	3.34
10.36,	-3.33,	0.71
8.75,	3.31,	5.41
5.60,	-0.58,	3.44
5.76,	-5.52,	-0.53
6.30,	-1.52,	2.80
8.86,	-0.58,	0.81
11.44,	0.44,	1.78
12.73,	-0.65,	0.71
15.31,	2.46,	0.07
14.51,	4.96,	2.83
10.66,	-2.89,	0.38
9.29,	-1.03,	0.49
5.15,	2.48,	5.29
3.64,	-3.71,	0.67
5.26,	-2.18,	3.37
9.03,	-0.34,	3.73
12.58,	-1.85,	1.21
12.90,	0.94,	2.47
12.59,	1.77,	1.56
13.02,	1.96,	-0.59
10.35,	1.44,	1.98
9.67,	-4.06,	-0.83
7.45,	1.30,	2.68
6.24,	2.76,	6.10
6.48,	-6.26,	1.44
8.48,	-2.24,	4.10
11.05,	3.01,	4.68
10.92,	-1.63,	0.85
11.32,	-1.46,	-1.01
11.53,	2.25,	-0.22
11.27,	3.60,	0.51
10.45,	-0.88,	1.14
11.00,	-3.50,	-0.05
10.13,	3.48,	5.69
7.04,	-0.49,	5.58
6.71,	-4.92,	1.19
7.70,	-0.26,	4.66
8.45,	-1.47,	0.49
7.99,	-0.81,	1.66
10.19,	-0.56,	0.15
14.07,	3.52,	0.26
13.81,	3.25,	2.35
12.29,	-3.44,	-0.45
11.87,	0.40,	2.17
8.15,	4.18,	6.41
5.21,	-3.52,	2.79
5.18,	-2.66,	2.03
6.40,	0.91,	4.21
9.28,	-3.08,	-0.20
10.39,	-3.36,	1.16
14.68,	3.14,	-0.11
14.91,	6.06,	3.57
13.07,	-2.44,	-1.36
11.60,	-1.98,	0.14
9.38,	4.48,	3.51
5.46,	0.79,	3.34
3.90,	-4.85,	0.57
5.69,	-1.75,	3.47
9.62,	0.19,	2.97
10.84,	-1.59,	3.41
13.25,	-2.26,	-0.55
13.50,	4.56,	1.83
11.49,	3.37,	0.98
10.75,	-2.64,	-2.34
10.73,	-1.11,	0.84
9.54,	0.88,	1.50
5.87,	-0.27,	5.14
6.51,	-3.06,	3.36
8.57,	-1.09,	5.09
10.14,	-0.15,	3.41
9.82,	0.11,	2.63
10.77,	-2.71,	-1.36
12.21,	3.76,	-0.20
10.51,	2.87,	2.23
11.47,	-1.75,	-2.28
11.36,	3.36,	5.19
10.16,	-1.67,	3.12
8.09,	-2.91,	3.89
6.77,	1.86,	4.90
6.66,	-0.74,	2.88
7.42,	-5.10,	-0.90
8.62,	-1.81,	0.80
11.62,	2.82,	0.55
12.33,	3.32,	2.25
14.08,	-2.62,	-1.40
14.37,	1.08,	0.53
11.27,	2.09,	4.00
8.62,	-1.75,	1.18
5.36,	0.41,	4.37
4.95,	-1.13,	2.83
6.43,	-3.29,	1.47
8.42,	-1.86,	2.05
12.14,	-1.65,	0.32
14.37,	2.21,	0.17
12.62,	0.99,	2.90
13.15,	-2.27,	-2.56
11.51,	5.30,	5.07
9.42,	0.12,	1.95
5.44,	-3.39,	0.59
4.54,	1.05,	4.20
6.86,	-2.19,	2.22
8.83,	-3.04,	2.27
11.62,	-0.55,	3.35
13.55,	0.95,	1.10
11.45,	2.11,	2.54
10.89,	-0.28,	-1.37
10.42,	2.52,	0.94
10.69,	0.37,	0.91
8.98,	-5.68,	0.10
7.69,	0.56,	3.97
6.74,	2.36,	6.94
7.46,	-4.16,	2.44
9.56,	-2.58,	3.38
10.65,	1.49,	1.50
10.03,	0.56,	1.32
10.55,	-3.10,	-2.97
11.98,	3.42,	0.84
12.24,	4.76,	1.95
10.47,	-1.93,	2.64
11.20,	-3.69,	1.42
10.57,	2.38,	4.74
6.08,	-0.43,	4.69
5.46,	-3.86,	0.05
6.16,	-1.23,	3.38
9.04,	-3.40,	-1.22
10.72,	0.80,	2.14
11.10,	0.98,	1.95
14.41,	2.35,	0.26
14.71,	4.75,	3.19
