x,	y,	z
12.63,	1.83,	0.90
11.71,	-1.77,	-0.11
8.90,	-1.78,	-0.57
6.43,	3.75,	4.75
5.05,	-2.94,	3.07
7.17,	-5.38,	2.36
10.02,	0.73,	5.64
10.41,	1.80,	3.62
11.26,	-1.41,	0.37
11.61,	-2.27,	-2.14
12.14,	2.13,	-1.39
12.64,	5.05,	0.50
10.02,	-3.96,	0.27
10.54,	-3.24,	-1.08
7.63,	4.99,	9.39
7.03,	-2.68,	2.52
8.06,	-1.70,	4.00
8.30,	-1.55,	3.27
8.13,	-1.19,	-0.58
7.80,	2.17,	3.14
11.76,	-1.02,	-1.73
15.40,	2.23,	-0.12
13.89,	-0.27,	2.15
12.67,	-3.36,	-1.43
9.91,	6.37,	6.76
7.56,	0.60,	3.87
4.36,	-6.72,	0.35
4.09,	-0.59,	4.26
7.08,	0.57,	2.49
9.04,	-3.63,	1.10
13.50,	-2.20,	-0.84
15.18,	5.51,	2.63
14.33,	2.62,	1.08
13.01,	-1.47,	-0.17
10.48,	0.01,	1.80
7.79,	2.29,	2.30
4.41,	-2.03,	2.26
4.73,	-4.29,	0.95
7.21,	-1.71,	3.34
10.09,	0.93,	2.92
11.57,	-1.02,	3.71
13.01,	-3.50,	-0.99
12.79,	7.00,	2.98
11.69,	5.61,	2.26
10.89,	-6.34,	-3.45
11.64,	-2.82,	-1.08
6.95,	3.54,	6.00
4.74,	-2.46,	3.41
7.12,	-1.38,	5.30
9.46,	-0.59,	5.71
10.20,	-1.47,	1.36
9.57,	1.87,	3.62
11.72,	-1.58,	-3.46
12.93,	1.95,	-1.92
11.89,	-0.65,	-0.28
12.02,	-2.54,	-2.61
10.69,	4.52,	6.47
8.90,	0.37,	4.16
7.02,	-2.73,	3.60
7.30,	0.44,	4.25
7.13,	-2.34,	0.94
7.48,	-3.87,	0.01
8.71,	-1.29,	0.26
11.72,	3.52,	0.35
12.70,	5.22,	4.00
15.27,	-4.71,	-2.76
14.86,	0.10,	0.23
10.79,	4.75,	5.18
7.73,	-2.08,	0.79
5.10,	-1.65,	2.67
4.70,	-1.01,	3.82
5.94,	-2.85,	1.04
8.00,	-0.07,	3.73
12.66,	-3.39,	-0.39
14.90,	0.65,	-0.74
13.21,	4.16,	4.44
13.39,	-0.84,	-2.07
10.98,	2.55,	3.64
9.16,	-1.62,	1.19
5.25,	-0.92,	2.53
4.90,	1.62,	4.38
6.76,	-3.65,	2.84
8.27,	-4.52,	2.22
11.46,	3.00,	5.10
12.40,	1.15,	2.65
12.24,	-0.10,	-0.73
10.83,	2.41,	1.41
11.69,	1.86,	-1.10
11.28,	0.45,	1.44
8.97,	-5.27,	-0.09
7.22,	-0.01,	4.41
6.47,	2.50,	6.49
7.78,	-2.53,	3.61
9.71,	-4.07,	2.55
10.11,	0.04,	1.11
9.76,	2.80,	2.41
10.49,	-2.55,	-2.35
12.67,	0.90,	-0.66
13.57,	3.96,	1.82
11.02,	-0.93,	1.89
9.59,	-1.49,	2.68
8.73,	2.61,	6.20
6.28,	-2.18,	3.35
5.82,	-2.45,	1.59
6.84,	0.31,	3.20
8.87,	-3.76,	-1.41
11.12,	-0.16,	-0.41
12.34,	2.46,	3.11
14.30,	-0.92,	-1.15
14.32,	4.11,	4.37
11.74,	0.57,	3.08
8.13,	-1.68,	0.57
6.09,	2.32,	4.23
4.05,	-4.78,	0.64
5.34,	-4.82,	0.27
9.39,	1.56,	4.42
11.64,	-0.35,	1.22
12.99,	-0.63,	2.88
14.06,	0.55,	0.54
12.78,	5.33,	2.94
11.15,	0.58,	0.92
9.46,	-3.91,	-1.18
7.19,	1.02,	2.56
4.83,	-0.06,	3.89
5.31,	-3.92,	2.81
9.24,	-1.16,	4.80
11.38,	0.17,	4.41
11.79,	1.39,	2.35
11.12,	0.14,	1.32
11.75,	-0.37,	-2.88
11.35,	4.59,	0.61
11.05,	-0.98,	0.27
10.58,	-5.24,	-1.23
8.75,	3.61,	6.40
6.50,	1.60,	7.55
7.08,	-4.21,	1.67
9.19,	1.35,	5.36
9.11,	-3.60,	0.03
8.61,	-2.66,	-1.90
10.02,	2.27,	2.41
13.03,	-0.73,	-3.19
13.24,	3.13,	3.05
12.23,	-1.30,	1.61
11.24,	1.74,	2.33
9.14,	5.79,	7.40
5.77,	-5.34,	0.94
5.25,	-5.40,	0.60
6.67,	2.80,	4.26
7.60,	-1.75,	1.54
11.01,	-4.30,	-1.28
14.09,	3.04,	1.30
14.19,	3.43,	1.72
13.47,	-0.69,	0.69
12.30,	0.37,	1.58
10.55,	2.39,	3.15
5.36,	-1.81,	1.59
3.84,	-2.50,	1.76
6.06,	-2.69,	1.89
8.68,	-1.25,	1.66
10.68,	-0.26,	3.67
12.87,	-1.43,	0.65
13.94,	2.24,	2.15
13.60,	3.25,	0.31
10.38,	1.44,	1.41
9.68,	-2.79,	-1.08
8.40,	0.10,	2.36
5.64,	0.39,	5.16
5.71,	-3.03,	3.03
7.99,	-0.14,	5.46
10.85,	-1.77,	3.20
11.40,	-1.91,	1.10
10.75,	1.79,	1.00
11.55,	2.14,	-2.00
10.44,	0.97,	0.69
10.98,	-3.66,	-1.58
12.45,	3.12,	3.04
9.23,	3.49,	6.69
7.69,	-4.52,	1.83
7.01,	-0.26,	5.74
8.16,	-0.99,	2.27
8.79,	-2.04,	1.01
8.04,	-3.30,	0.63
10.96,	-0.11,	-2.66
11.77,	4.54,	4.41
12.45,	-3.94,	-2.31
13.41,	3.46,	3.00
12.30,	5.01,	6.51
8.10,	-3.50,	0.98
6.75,	-0.23,	3.91
