x,	y,	z
7.74,	-4.03,	0.44
8.96,	-3.54,	2.23
10.51,	1.16,	0.57
10.78,	2.08,	2.25
11.32,	-3.35,	-1.49
13.75,	2.21,	0.86
12.20,	5.60,	5.37
9.65,	-3.52,	1.16
8.44,	-2.18,	2.38
5.31,	2.15,	5.06
3.90,	-2.01,	1.98
7.84,	-1.12,	1.68
10.68,	-2.07,	2.38
12.76,	-1.81,	-2.21
12.40,	6.14,	5.05
14.08,	-2.11,	-1.02
15.51,	-1.94,	-1.89
10.31,	4.22,	4.75
7.24,	-0.55,	1.47
5.55,	-2.17,	0.86
4.63,	0.36,	3.42
5.70,	-3.56,	1.26
9.07,	-1.20,	2.20
12.68,	-0.28,	3.21
14.41,	-0.38,	0.24
12.70,	2.36,	3.32
13.07,	1.00,	-1.73
10.24,	2.25,	1.02
8.00,	-2.05,	0.01
7.24,	-1.88,	0.62
6.72,	2.61,	5.39
6.59,	-2.89,	4.20
8.03,	-4.98,	3.56
11.97,	3.09,	4.77
12.16,	2.07,	3.68
11.19,	-3.96,	-3.35
11.12,	0.66,	-0.75
11.84,	3.25,	-0.61
10.35,	0.63,	0.78
9.47,	-2.83,	1.48
10.14,	-0.34,	2.74
7.80,	1.85,	5.93
6.16,	-1.59,	3.41
7.45,	-1.05,	2.75
9.53,	-0.72,	1.76
10.14,	-1.53,	0.00
10.54,	0.44,	1.53
12.87,	1.47,	0.03
14.35,	2.04,	1.00
11.89,	-1.56,	1.91
10.71,	-1.12,	0.94
7.88,	3.11,	5.32
5.45,	-1.54,	2.30
2.94,	-3.97,	2.09
6.30,	0.49,	2.66
11.28,	-0.32,	2.95
11.87,	-6.33,	-0.98
14.12,	3.72,	2.29
14.22,	7.36,	5.45
13.91,	-2.85,	-1.70
10.76,	-2.58,	1.09
7.88,	3.54,	2.94
5.51,	0.27,	3.14
4.54,	-4.07,	0.73
4.99,	-2.71,	3.72
10.42,	1.08,	2.58
11.64,	2.38,	5.69
13.71,	-4.28,	-0.88
13.93,	0.52,	0.24
12.52,	5.93,	1.50
10.36,	-0.03,	-1.50
8.41,	-3.31,	-1.58
8.71,	0.70,	1.74
6.57,	-1.23,	4.31
6.06,	-2.46,	3.85
8.39,	0.34,	6.34
10.32,	-1.54,	2.90
11.59,	-0.19,	2.03
11.14,	-0.82,	0.31
12.12,	1.57,	-2.62
11.59,	4.53,	1.78
11.18,	-3.67,	-1.96
10.78,	-0.24,	0.61
9.59,	2.94,	6.33
7.77,	-3.54,	2.32
6.05,	0.01,	4.50
6.12,	2.77,	4.54
8.41,	-3.24,	-0.43
10.47,	-4.30,	-0.09
12.52,	1.27,	-0.36
13.33,	6.06,	3.17
13.06,	-3.11,	0.38
13.40,	-3.48,	-1.54
11.08,	6.01,	6.33
7.47,	0.04,	2.71
4.63,	-3.92,	0.53
4.18,	0.64,	3.99
6.59,	-1.66,	0.78
9.75,	-1.21,	2.18
11.61,	-2.84,	3.18
14.96,	0.96,	-1.00
13.98,	7.32,	6.74
13.29,	-2.60,	-2.64
12.27,	-1.14,	-0.81
8.36,	1.53,	2.17
5.83,	-1.16,	1.04
4.76,	-2.58,	1.84
5.76,	-0.57,	3.15
8.07,	-0.88,	4.12
11.29,	-1.19,	3.15
13.92,	-0.25,	2.34
14.30,	1.38,	0.19
11.62,	1.72,	0.47
10.89,	-0.46,	-2.32
9.23,	1.71,	0.30
8.03,	0.18,	2.35
7.71,	-5.51,	1.56
7.56,	0.00,	5.01
6.98,	2.49,	6.96
8.42,	-3.34,	2.34
11.44,	-2.30,	1.15
12.39,	1.23,	0.50
10.24,	0.37,	0.12
10.62,	-1.44,	-1.48
12.86,	2.92,	1.06
12.18,	2.71,	3.06
9.51,	-3.33,	1.36
8.57,	0.47,	4.05
6.34,	0.21,	4.28
5.22,	-3.13,	1.25
6.19,	-0.02,	3.08
9.86,	-1.56,	1.24
13.15,	-1.54,	-1.22
13.09,	2.56,	2.58
13.68,	-0.17,	0.15
13.86,	2.05,	1.28
11.00,	1.64,	4.15
8.25,	-3.88,	0.38
4.99,	1.16,	3.59
3.94,	1.67,	3.71
5.52,	-4.05,	0.66
8.56,	-2.72,	2.34
13.40,	0.88,	1.78
13.90,	2.18,	2.86
13.38,	-1.81,	0.46
14.36,	1.85,	-1.05
10.93,	3.95,	4.00
8.08,	-5.38,	-2.43
6.45,	0.38,	2.83
6.13,	2.44,	5.32
5.28,	-4.26,	1.37
6.75,	-1.47,	4.88
12.13,	1.00,	3.69
13.74,	-0.16,	2.28
13.16,	0.26,	0.36
11.98,	0.91,	-0.79
11.40,	2.43,	-1.41
9.31,	1.61,	0.72
8.06,	-3.64,	0.12
9.07,	-0.52,	2.97
7.38,	0.26,	6.50
6.18,	-3.64,	3.68
8.29,	1.12,	4.29
9.85,	1.31,	3.38
11.39,	-4.75,	-1.95
11.58,	-1.16,	-0.89
11.44,	3.61,	1.17
