x,	y,	z
3.97,	-3.22,	1.84
4.42,	-1.28,	2.91
7.20,	-1.35,	1.12
9.86,	-1.13,	2.07
13.07,	-0.85,	0.59
17.20,	5.11,	2.56
15.13,	1.68,	2.59
11.84,	-1.61,	-1.00
10.09,	5.17,	4.27
5.99,	-1.12,	1.64
4.26,	-5.89,	-0.53
4.11,	-0.95,	4.89
7.14,	-0.62,	2.48
10.02,	-0.35,	4.78
11.19,	-2.76,	2.68
14.79,	4.35,	1.65
13.91,	5.22,	4.33
12.22,	-4.62,	-5.16
10.30,	1.45,	0.43
7.94,	2.13,	2.21
6.88,	-3.27,	0.44
6.70,	-3.46,	4.75
7.01,	-1.19,	5.20
8.85,	1.75,	4.95
9.87,	-0.76,	3.53
10.86,	-3.71,	-2.07
13.39,	3.66,	-0.90
12.42,	1.00,	0.41
11.58,	-5.53,	-5.50
10.21,	5.84,	5.33
10.11,	2.51,	4.42
8.77,	-4.06,	1.99
7.95,	0.24,	5.47
6.56,	-1.84,	3.70
6.27,	-4.64,	-0.22
6.94,	1.12,	3.81
9.58,	-1.09,	0.30
15.05,	2.07,	0.37
14.88,	1.02,	2.85
14.20,	-0.12,	-2.55
11.31,	6.90,	6.69
8.49,	-2.44,	1.35
6.97,	-4.00,	1.20
4.17,	1.04,	4.59
3.90,	-1.01,	2.89
7.23,	-3.93,	0.80
9.67,	-2.77,	1.62
14.46,	3.50,	0.64
15.05,	5.80,	4.78
14.80,	-5.08,	-2.47
13.68,	0.05,	-0.71
9.28,	6.64,	5.70
5.99,	-3.31,	-0.31
5.09,	-3.81,	1.00
5.49,	1.15,	5.61
6.79,	-2.05,	2.09
8.98,	-1.95,	4.19
12.67,	-0.47,	1.34
13.74,	4.84,	2.12
12.27,	-0.38,	0.69
13.14,	-4.23,	-4.97
10.34,	4.54,	3.33
8.46,	1.20,	1.79
6.96,	-3.45,	1.15
8.34,	0.71,	5.34
7.24,	-2.73,	4.89
7.93,	-2.89,	2.61
9.87,	1.99,	4.97
10.07,	-2.23,	-0.57
11.99,	1.16,	-0.90
12.66,	1.86,	1.52
12.92,	-0.96,	-3.91
11.54,	6.39,	4.08
9.14,	-4.01,	1.87
9.73,	-5.08,	-1.24
7.94,	5.42,	8.91
5.88,	-2.17,	2.39
5.45,	-5.19,	0.24
7.01,	0.24,	2.75
10.43,	2.23,	0.91
12.22,	-0.45,	1.55
16.71,	-1.11,	-1.79
16.33,	5.04,	2.04
10.50,	0.67,	2.69
9.19,	-3.11,	-0.51
6.97,	2.79,	5.57
4.53,	-1.53,	3.27
3.38,	-4.70,	1.15
6.38,	0.45,	4.07
9.58,	-0.54,	2.65
12.53,	-2.25,	0.60
14.04,	2.76,	2.76
15.45,	1.88,	1.06
14.69,	0.19,	-0.42
9.64,	1.39,	2.70
7.59,	-1.12,	0.66
5.59,	-0.43,	2.25
5.25,	-1.32,	3.74
6.43,	-5.16,	2.08
8.85,	-0.15,	4.05
11.29,	1.97,	4.54
11.92,	-2.07,	0.20
12.68,	1.93,	0.94
13.13,	3.35,	-0.22
11.20,	-0.31,	-0.44
8.79,	-3.31,	0.05
8.55,	1.87,	2.56
7.86,	3.50,	6.91
7.07,	-5.44,	2.95
7.46,	-4.54,	3.47
9.44,	2.63,	4.55
9.44,	0.24,	1.67
9.57,	-4.14,	-1.97
13.15,	1.52,	-1.90
14.12,	3.84,	1.26
11.80,	-2.44,	-1.48
10.36,	1.89,	3.77
10.42,	2.97,	5.44
8.11,	-2.30,	3.32
5.70,	-2.16,	3.57
4.87,	-1.17,	2.46
5.52,	-1.95,	1.01
8.52,	-1.65,	1.22
11.60,	-1.25,	0.25
16.36,	4.30,	1.42
16.76,	3.71,	2.05
12.59,	-2.92,	-0.87
10.86,	1.76,	1.70
7.28,	3.67,	5.21
4.64,	-4.13,	0.83
3.38,	-3.55,	3.29
5.13,	-0.53,	4.22
9.63,	-0.14,	2.74
10.61,	-3.00,	3.01
14.90,	-0.06,	-1.75
15.42,	9.21,	5.22
12.89,	-2.83,	-1.19
11.57,	-5.11,	-4.69
8.86,	5.70,	5.62
5.82,	-0.31,	1.43
5.28,	-4.59,	1.84
6.95,	-1.48,	5.39
9.06,	-0.62,	3.49
9.86,	0.92,	4.52
11.33,	-1.87,	0.47
12.80,	0.22,	-2.66
12.12,	4.08,	2.28
11.86,	-2.39,	-3.08
10.55,	1.42,	1.11
9.34,	2.85,	5.26
7.43,	-3.61,	2.29
7.99,	-0.52,	5.20
7.77,	-0.29,	4.81
7.71,	-3.70,	1.58
8.84,	-0.93,	1.62
9.19,	-0.17,	0.95
12.75,	1.76,	-1.12
13.53,	2.54,	2.05
13.51,	-2.80,	-2.95
12.51,	4.21,	2.57
9.76,	0.77,	4.53
8.30,	-4.97,	0.27
6.25,	1.66,	5.43
4.29,	0.28,	4.22
5.33,	-4.63,	-0.78
8.26,	-1.81,	2.16
12.98,	-0.20,	-1.26
14.96,	4.23,	2.35
15.21,	-1.73,	0.01
15.41,	-0.94,	-2.46
10.03,	5.21,	5.81
7.18,	-0.83,	1.00
5.08,	-2.21,	1.69
4.72,	-0.28,	4.09
5.64,	-4.05,	1.78
8.25,	-1.62,	2.57
11.94,	-0.22,	2.69
14.03,	0.12,	-0.14
12.99,	2.86,	3.34
13.39,	0.64,	-1.16
11.15,	1.34,	0.70
9.01,	-0.46,	1.36
6.46,	-2.65,	0.78
6.06,	1.03,	4.26
7.06,	-1.45,	4.73
8.12,	-4.64,	3.46
10.60,	0.56,	4.09
11.22,	2.97,	2.96
11.09,	-0.57,	-1.25
11.78,	-1.18,	-2.10
12.85,	1.50,	-1.07
11.74,	2.65,	0.76
9.11,	-2.03,	3.03
8.84,	-2.49,	1.54
8.35,	2.77,	7.63
7.31,	-1.98,	3.40
6.80,	-2.78,	1.79
8.21,	-0.11,	2.93
10.08,	-1.02,	-1.32
9.99,	0.40,	1.32
14.32,	0.50,	-0.97
15.42,	3.56,	0.32
11.67,	0.56,	2.80
10.57,	-3.54,	0.39
8.39,	3.82,	5.96
6.45,	0.53,	4.86
4.15,	-5.48,	0.10
4.18,	-1.00,	3.69
9.84,	-1.22,	0.16
11.49,	-1.38,	0.51
14.27,	-0.37,	0.69
16.22,	2.55,	0.52
13.76,	3.56,	3.34
11.00,	-1.84,	0.12
7.49,	0.62,	2.29
5.54,	2.23,	3.70
4.59,	-4.17,	1.38
5.55,	-4.90,	2.39
9.28,	0.56,	3.59
11.45,	2.32,	4.06
12.63,	-1.48,	1.36
13.20,	-0.94,	-0.33
13.67,	5.79,	1.48
11.28,	1.84,	1.02
9.04,	-4.95,	-2.33
8.88,	0.48,	2.13
7.12,	2.36,	5.52
5.55,	-3.76,	3.74
7.35,	-2.75,	4.68
10.32,	-0.15,	4.13
10.61,	-0.69,	1.74
9.71,	-0.09,	0.58
11.26,	0.69,	-1.62
13.58,	3.22,	-0.37
12.58,	-0.11,	0.11
10.18,	-2.55,	-0.18
10.34,	3.71,	4.82
8.08,	0.62,	5.39
7.19,	-4.89,	2.39
6.66,	-0.88,	3.60
6.55,	0.81,	2.77
8.44,	-2.93,	0.30
9.84,	-4.29,	-0.89
13.96,	5.07,	0.45
14.99,	7.44,	4.62
13.39,	-5.89,	-2.49
12.59,	-1.02,	0.10
8.64,	5.98,	7.33
5.94,	-2.77,	1.38
3.66,	-3.10,	2.38
4.89,	-0.38,	4.30
8.00,	-2.16,	0.61
10.09,	-1.64,	2.84
14.80,	-1.09,	-1.20
16.17,	5.23,	1.81
13.03,	-0.53,	1.20
12.49,	-3.27,	-3.03
8.89,	5.39,	5.37
6.36,	0.15,	2.07
4.42,	-4.28,	1.10
5.39,	-1.19,	4.61
8.90,	-1.29,	2.14
9.97,	0.27,	4.43
12.02,	-1.58,	0.95
13.78,	1.59,	-0.49
12.19,	2.84,	1.64
12.08,	-1.57,	-3.39
9.73,	1.49,	1.61
9.41,	1.07,	1.98
7.25,	-3.06,	3.69
6.66,	-2.27,	4.55
7.54,	1.31,	6.47
8.62,	-1.39,	3.87
9.81,	-3.26,	1.09
9.76,	-1.10,	0.64
11.07,	4.56,	0.09
11.42,	2.70,	1.90
13.84,	-4.28,	-4.23
13.27,	2.57,	1.51
9.96,	1.96,	4.44
