x,	y,	z
13.87,	-0.54,	-0.14
14.82,	1.78,	-1.78
11.04,	4.50,	7.06
10.11,	-4.66,	-0.35
7.76,	1.51,	4.32
4.67,	2.70,	5.75
3.22,	-6.22,	-0.85
5.24,	-2.98,	1.87
10.17,	1.21,	1.94
13.72,	1.61,	1.69
15.17,	-2.49,	1.50
16.09,	-0.92,	-1.65
12.16,	8.32,	5.42
8.97,	-0.87,	1.09
7.25,	-4.74,	-2.23
6.30,	3.31,	5.92
4.56,	-3.66,	1.18
5.95,	-4.27,	1.90
9.84,	0.34,	5.08
11.70,	0.21,	1.80
12.58,	2.60,	3.80
13.94,	-1.10,	-0.42
13.78,	0.92,	-1.59
10.75,	4.55,	1.98
7.36,	-2.57,	-0.38
7.58,	-2.59,	0.46
8.00,	0.75,	6.47
6.87,	-4.14,	4.53
7.41,	-3.51,	2.79
8.81,	2.82,	6.27
9.45,	-2.57,	0.19
10.84,	-0.27,	-0.25
12.35,	2.64,	2.00
14.35,	0.37,	-2.82
11.44,	2.62,	3.11
10.59,	-3.01,	0.01
10.50,	1.45,	2.37
8.42,	1.92,	6.43
5.95,	-6.33,	0.47
5.08,	-0.86,	3.61
6.52,	2.78,	3.67
8.29,	-3.51,	0.37
11.82,	-4.64,	-1.58
16.54,	5.64,	1.78
14.69,	3.97,	2.97
12.22,	-2.10,	-0.53
11.16,	2.68,	4.02
8.48,	0.71,	3.06
5.11,	-3.39,	1.46
2.81,	-1.71,	3.02
5.04,	-1.65,	2.06
8.88,	-0.91,	2.55
10.69,	-1.68,	2.89
15.97,	1.94,	0.66
15.92,	4.40,	3.71
13.21,	-1.99,	-2.52
10.66,	2.33,	0.68
7.88,	0.81,	1.56
6.45,	-4.19,	-1.33
4.90,	-2.01,	5.22
5.85,	-2.29,	3.05
8.82,	1.67,	5.56
9.94,	-0.63,	4.59
12.17,	-1.74,	-0.65
13.30,	4.88,	2.54
13.39,	-0.30,	-1.50
11.69,	-3.84,	-3.63
10.06,	3.55,	2.18
8.83,	3.04,	2.85
7.36,	-3.33,	3.40
7.91,	-3.15,	4.20
7.79,	-1.00,	5.14
8.17,	-0.14,	2.62
7.96,	-0.96,	2.84
9.69,	-4.37,	-2.49
13.95,	5.43,	1.88
12.70,	1.81,	2.73
13.10,	-2.51,	-4.02
11.17,	7.06,	7.98
9.27,	-2.18,	0.99
8.76,	-3.44,	1.96
6.19,	1.12,	4.75
4.83,	-1.83,	2.38
6.35,	-2.70,	0.22
8.31,	-0.35,	2.51
13.08,	-1.21,	-1.90
15.70,	4.41,	1.92
14.59,	-2.26,	0.19
14.01,	-1.71,	-2.56
10.48,	7.02,	7.07
8.00,	-1.56,	1.12
4.91,	-4.17,	0.93
3.74,	1.35,	4.92
5.48,	-2.49,	1.04
8.31,	-3.62,	1.83
12.03,	-1.41,	1.65
15.23,	5.11,	1.72
13.58,	-0.02,	3.32
13.96,	-6.29,	-5.28
10.85,	8.19,	5.33
8.30,	3.28,	2.87
6.13,	-7.61,	-2.49
6.53,	-0.84,	4.33
6.74,	-0.81,	4.37
7.47,	-1.63,	2.96
9.98,	-0.46,	5.02
12.10,	-2.47,	-0.99
12.42,	4.85,	2.96
12.23,	0.58,	-0.07
12.98,	-0.82,	-3.94
10.98,	5.56,	3.63
8.30,	-4.25,	0.86
7.97,	-3.88,	0.42
8.34,	4.82,	9.36
7.46,	-3.17,	2.96
6.80,	-4.32,	2.05
7.91,	1.53,	3.70
9.95,	0.58,	-0.14
11.39,	-1.66,	-0.27
14.93,	-0.65,	-1.35
13.78,	3.50,	1.21
11.12,	3.03,	4.18
9.69,	-2.88,	2.25
9.24,	1.46,	4.21
6.60,	1.84,	6.14
3.51,	-4.89,	-0.31
4.96,	-1.03,	2.72
9.47,	-1.92,	0.03
11.61,	-1.60,	-0.91
14.31,	2.15,	2.81
16.62,	0.64,	-0.92
13.73,	3.43,	3.05
10.75,	1.43,	2.61
7.59,	-0.64,	1.39
6.07,	0.41,	2.87
3.98,	-3.48,	2.21
4.18,	-3.87,	1.91
9.23,	0.19,	3.90
11.19,	-0.65,	2.76
13.29,	0.99,	2.50
14.01,	2.07,	2.35
14.19,	0.64,	-0.93
11.71,	0.96,	-0.03
8.55,	-0.67,	-0.01
6.98,	-1.09,	1.18
6.89,	-0.52,	3.74
6.28,	-3.39,	5.25
8.28,	-1.76,	3.19
9.98,	4.08,	6.50
10.96,	-3.01,	-0.65
11.37,	-3.54,	-2.87
12.88,	3.78,	0.62
13.28,	2.72,	-1.63
9.92,	-0.55,	1.64
10.34,	-2.99,	0.59
9.37,	2.66,	5.22
7.64,	2.38,	6.95
6.72,	-5.07,	1.72
7.30,	-2.61,	2.65
7.65,	-0.18,	1.59
7.60,	-0.65,	0.93
11.73,	-0.43,	-0.01
15.48,	1.59,	-0.83
14.26,	1.37,	1.56
11.63,	-1.78,	0.22
10.86,	3.97,	4.57
8.96,	2.93,	5.49
7.18,	-2.84,	2.08
3.33,	-3.03,	3.28
5.63,	0.20,	2.20
8.55,	-0.51,	1.53
10.19,	-4.33,	0.89
14.70,	0.33,	-1.69
16.24,	9.62,	5.32
14.34,	-3.50,	-1.00
12.08,	-5.11,	-3.52
8.53,	8.20,	7.10
6.04,	0.23,	1.68
4.19,	-5.40,	0.67
4.89,	-2.11,	5.00
8.42,	-0.15,	1.75
10.06,	1.81,	5.51
12.08,	-4.54,	-0.37
14.66,	1.99,	-0.82
12.59,	5.51,	4.39
11.82,	-5.31,	-4.63
9.93,	1.30,	1.25
9.06,	4.77,	4.21
6.38,	-3.77,	1.56
6.52,	-3.07,	4.03
8.25,	-0.98,	5.61
8.83,	-0.76,	2.95
9.61,	1.13,	4.14
10.35,	-3.64,	-1.16
