x,	y,	z
12.26,	0.24,	1.64
11.94,	-1.15,	-1.89
10.68,	4.44,	1.35
9.70,	0.65,	1.36
9.00,	-6.70,	-2.17
8.14,	1.95,	4.30
6.64,	1.46,	6.19
7.92,	-4.70,	1.85
10.34,	-0.96,	4.18
11.19,	1.60,	2.10
9.89,	-0.19,	0.39
9.69,	-2.55,	-2.10
12.06,	3.37,	-0.40
12.15,	5.09,	2.67
10.96,	-4.36,	0.53
11.78,	-3.68,	0.47
8.49,	5.34,	8.48
5.62,	-1.58,	3.88
6.44,	-2.99,	1.17
6.97,	-0.16,	4.13
9.42,	-2.62,	-1.99
10.77,	0.78,	2.12
12.71,	-0.31,	-0.83
14.82,	3.26,	-0.02
12.78,	3.07,	3.72
10.43,	-4.32,	-0.05
9.90,	2.37,	3.23
7.16,	4.94,	7.60
3.44,	-6.65,	-1.28
4.46,	-3.03,	2.03
9.12,	1.08,	3.21
12.08,	-1.96,	0.14
13.51,	-2.77,	1.55
14.64,	1.85,	-0.12
11.81,	7.37,	4.79
9.88,	-1.47,	0.82
9.81,	-3.39,	-0.68
8.19,	2.83,	4.28
4.63,	-1.09,	2.63
4.84,	-4.26,	2.27
7.91,	-2.32,	3.64
11.82,	0.69,	3.59
11.83,	0.39,	3.17
12.12,	-1.48,	0.01
12.88,	0.88,	-0.98
10.21,	3.21,	1.03
9.20,	-0.57,	-0.80
10.04,	-2.77,	0.33
9.76,	-0.09,	2.53
6.42,	0.35,	6.33
7.25,	-1.97,	3.42
9.38,	-0.36,	4.86
9.99,	-2.53,	1.23
9.66,	0.18,	0.86
9.39,	0.18,	0.93
12.32,	2.23,	-2.06
12.15,	4.77,	3.38
11.88,	-4.77,	-1.99
12.69,	-0.44,	1.05
9.09,	3.53,	6.92
6.42,	-3.16,	2.26
5.28,	-1.62,	3.07
6.37,	0.87,	3.44
8.47,	-3.73,	-0.25
9.70,	-4.05,	0.21
14.36,	3.34,	0.08
14.02,	6.54,	4.11
12.65,	-3.26,	-1.42
12.18,	-1.07,	-0.34
10.22,	4.05,	5.42
7.39,	-1.36,	1.49
4.50,	-2.08,	2.89
4.80,	-1.42,	2.97
7.56,	-0.66,	1.82
10.08,	-0.02,	4.14
14.35,	-3.62,	-1.28
15.60,	3.09,	0.85
11.44,	2.84,	2.72
10.43,	-0.81,	-2.87
9.07,	2.16,	3.74
9.33,	-2.97,	0.41
5.93,	-1.83,	2.72
5.23,	2.62,	6.31
8.03,	-2.38,	2.58
10.67,	-2.77,	2.89
11.75,	-0.12,	2.36
12.45,	2.18,	0.75
11.60,	1.21,	-0.03
10.36,	-1.97,	-2.02
9.70,	0.61,	0.02
10.63,	3.80,	2.83
9.38,	-3.56,	2.43
8.80,	-3.70,	2.28
7.63,	3.20,	7.54
7.84,	-1.00,	2.82
9.41,	-2.86,	1.35
8.87,	-2.32,	1.36
11.11,	2.67,	-0.94
10.00,	3.39,	3.96
12.94,	-3.29,	-4.21
14.19,	3.89,	2.05
11.62,	-0.85,	3.02
10.05,	-5.04,	-0.79
6.95,	3.92,	6.86
4.94,	0.33,	4.19
5.59,	-5.59,	-0.70
7.57,	-0.75,	2.97
11.54,	-1.45,	-0.88
13.65,	0.35,	-0.23
13.78,	0.68,	1.49
13.77,	0.96,	-0.79
10.92,	4.50,	5.06
9.71,	-1.61,	1.85
6.88,	-1.84,	1.64
5.42,	2.37,	4.82
4.97,	-2.96,	1.52
6.48,	-4.58,	1.20
11.15,	-0.16,	3.06
