x,	y,	z
7.76,	-2.82,	1.12
3.90,	2.17,	5.47
3.74,	-3.19,	0.58
6.09,	-2.22,	2.54
9.52,	-0.77,	2.78
14.88,	3.16,	1.46
15.01,	2.12,	4.63
15.30,	-3.71,	-3.39
13.71,	6.35,	2.90
8.37,	2.30,	3.08
6.47,	-7.57,	-3.36
5.62,	1.44,	4.88
4.61,	0.99,	5.56
6.27,	-3.18,	0.97
8.33,	0.48,	6.59
13.67,	-1.34,	-0.09
14.49,	2.87,	2.99
12.57,	-1.55,	-0.74
13.33,	-0.11,	-3.78
9.47,	3.79,	3.23
8.50,	-2.84,	-1.38
7.99,	-1.15,	2.31
7.48,	2.01,	6.12
6.19,	-4.66,	3.84
7.37,	-2.71,	3.08
9.72,	3.23,	5.59
10.80,	-1.94,	0.22
13.37,	-1.80,	-1.46
12.38,	0.62,	-0.28
11.72,	3.94,	-0.90
10.42,	4.08,	3.43
10.28,	-6.11,	-0.25
10.99,	-1.22,	1.59
7.07,	3.26,	8.33
5.25,	-5.45,	-0.08
5.07,	-0.42,	3.61
6.98,	1.66,	3.42
11.20,	-1.63,	-0.58
13.79,	-1.94,	0.97
15.80,	1.44,	-1.58
13.67,	6.53,	4.22
11.78,	1.74,	3.34
10.82,	-2.12,	0.04
8.82,	2.29,	5.14
4.14,	-2.77,	2.02
2.60,	-4.36,	0.97
6.18,	0.91,	3.56
8.21,	-1.49,	2.15
12.80,	-0.09,	1.47
14.81,	2.72,	4.05
15.69,	-0.43,	-0.79
14.02,	2.56,	1.33
9.48,	1.37,	1.20
7.60,	-1.50,	-0.67
6.06,	-0.42,	2.69
5.30,	-3.05,	3.18
6.05,	-3.48,	2.40
8.45,	3.27,	5.81
10.84,	-1.04,	3.50
13.26,	-4.41,	-1.35
14.25,	3.75,	2.21
13.12,	3.51,	-0.70
9.32,	-0.55,	-0.12
8.98,	-1.96,	-0.62
9.30,	1.58,	3.41
7.53,	-0.04,	4.73
6.99,	-2.83,	4.29
7.24,	-1.33,	5.39
8.77,	-0.12,	2.41
9.25,	0.59,	2.81
12.54,	-3.06,	-1.94
14.46,	-0.84,	-2.93
11.69,	3.30,	1.98
10.36,	-0.43,	-0.76
11.18,	2.22,	4.11
11.23,	0.46,	4.29
7.74,	-3.01,	3.58
5.28,	-0.97,	4.19
4.28,	-0.34,	2.66
5.03,	-2.11,	0.90
9.95,	-1.89,	0.70
13.60,	-0.42,	0.33
16.01,	2.72,	1.07
14.19,	1.29,	2.01
12.85,	0.53,	0.42
11.32,	4.57,	3.91
7.31,	-2.14,	1.87
4.81,	-4.87,	0.21
3.46,	0.43,	4.78
5.31,	-1.01,	1.99
8.33,	-2.00,	3.27
11.28,	-2.47,	2.09
16.14,	5.14,	2.70
14.53,	3.62,	5.00
13.21,	-4.24,	-4.52
11.54,	4.42,	2.35
7.07,	0.73,	1.09
5.65,	-5.71,	-1.75
6.53,	-0.65,	4.72
7.18,	-0.59,	4.93
8.01,	-0.54,	3.89
9.25,	1.67,	5.86
13.08,	-2.09,	-0.76
14.34,	0.85,	-0.71
12.20,	0.82,	-0.37
10.92,	-0.58,	-3.07
9.67,	3.79,	3.26
8.53,	-1.80,	2.28
8.31,	-3.78,	2.07
7.60,	3.76,	7.43
6.84,	-1.72,	3.90
7.58,	-6.35,	0.19
8.82,	1.19,	2.96
11.06,	2.17,	0.95
13.53,	-2.14,	-1.25
13.14,	-2.29,	-1.61
12.42,	5.35,	2.17
10.86,	4.47,	4.80
10.20,	-4.75,	0.62
9.61,	-0.98,	3.22
5.12,	0.43,	4.90
3.25,	-4.02,	0.26
5.23,	0.60,	3.07
8.68,	-1.07,	2.14
14.47,	-0.86,	-1.64
15.13,	3.87,	4.75
15.00,	-1.58,	-2.72
