x,	y,	z
8.04,	-0.70,	1.12
8.55,	-3.02,	0.77
12.50,	-1.88,	-0.89
14.42,	5.07,	1.17
12.60,	1.36,	2.50
12.40,	-4.23,	-2.65
11.52,	3.54,	5.07
9.25,	1.91,	3.28
4.45,	-2.49,	1.58
3.98,	-0.91,	3.10
7.34,	-2.18,	1.63
9.91,	-1.56,	1.75
12.65,	-1.06,	2.41
14.51,	-0.57,	-0.53
12.59,	4.09,	3.74
11.09,	0.95,	0.22
9.56,	1.35,	1.23
9.48,	-0.37,	2.12
7.15,	-3.99,	0.77
5.85,	0.34,	4.27
7.31,	0.26,	4.76
8.97,	-3.07,	2.75
11.28,	-0.80,	2.73
12.27,	2.41,	2.09
11.63,	0.25,	-0.89
11.38,	-0.05,	-1.85
9.71,	-0.41,	0.18
9.96,	0.32,	-0.25
10.47,	1.54,	5.05
9.34,	-3.17,	3.16
8.28,	-0.60,	5.36
7.60,	2.00,	5.80
7.89,	-2.18,	1.13
8.94,	-3.67,	0.39
10.83,	-0.94,	-1.73
11.57,	4.67,	1.16
11.10,	-0.82,	0.59
13.62,	-2.03,	-3.20
12.21,	4.23,	6.58
10.71,	-3.16,	1.28
7.71,	1.02,	4.02
6.10,	3.88,	6.87
5.41,	-6.31,	-0.92
7.26,	-3.77,	0.71
9.76,	0.74,	2.47
12.39,	-0.72,	-0.76
13.46,	0.68,	2.13
13.92,	0.44,	-0.16
11.74,	4.13,	3.34
10.70,	1.41,	3.24
9.15,	-3.45,	0.55
5.97,	0.59,	3.29
4.06,	1.97,	3.95
5.80,	-3.65,	0.61
9.42,	-2.86,	2.25
12.86,	-0.75,	1.39
14.42,	3.15,	1.97
11.92,	-0.88,	2.10
11.62,	-2.21,	-3.51
9.82,	7.13,	4.85
8.71,	-0.83,	1.22
8.79,	-6.68,	-1.30
7.75,	1.88,	5.63
6.05,	0.38,	4.77
7.74,	-3.42,	2.40
10.83,	-1.11,	4.12
12.06,	-0.35,	0.06
10.51,	2.72,	2.84
10.10,	-2.66,	-1.65
11.49,	2.93,	-0.55
9.83,	5.20,	5.23
10.40,	-5.54,	-1.87
11.17,	0.51,	3.09
9.12,	2.24,	7.04
7.19,	-5.31,	1.48
6.64,	0.60,	3.92
8.06,	1.88,	4.12
9.56,	-5.10,	-3.01
10.69,	-0.79,	0.14
12.35,	2.35,	0.60
13.05,	3.42,	0.65
11.96,	0.94,	3.67
11.42,	-4.72,	0.60
9.06,	3.02,	4.75
5.97,	3.95,	6.65
4.52,	-5.66,	-0.92
6.14,	-3.25,	2.42
10.40,	-0.16,	0.59
11.76,	1.14,	1.78
13.03,	-2.82,	-0.18
15.67,	0.62,	-1.69
11.29,	5.38,	5.30
9.86,	-1.64,	-0.62
9.67,	-0.24,	2.29
7.50,	0.74,	3.02
3.65,	-2.99,	1.86
4.91,	-1.28,	2.18
9.82,	-0.41,	4.31
12.28,	-3.83,	0.99
13.36,	2.78,	3.78
12.34,	2.47,	3.03
11.39,	0.18,	-2.13
9.24,	3.23,	2.76
9.26,	-2.62,	-1.71
10.45,	-1.72,	0.58
8.00,	-0.20,	4.78
6.35,	-2.89,	4.35
8.71,	1.04,	4.58
10.04,	1.88,	5.14
10.62,	-5.01,	-1.58
10.87,	-0.65,	-0.89
11.03,	2.29,	0.37
11.73,	0.47,	-2.62
10.01,	1.07,	2.67
10.55,	-2.09,	0.46
11.32,	2.31,	4.57
9.35,	2.59,	6.76
7.12,	-4.80,	1.60
7.02,	-1.80,	2.50
7.20,	1.10,	2.27
7.99,	-3.19,	0.18
12.09,	-2.19,	-1.29
13.72,	4.22,	1.51
12.12,	1.53,	1.93
11.41,	-2.33,	-0.21
12.24,	3.08,	4.29
10.17,	1.14,	4.15
5.67,	-2.79,	1.27
4.07,	1.00,	4.10
6.42,	-2.35,	0.95
9.93,	-3.33,	0.13
11.85,	-1.15,	1.58
14.24,	2.00,	0.11
13.52,	2.72,	3.40
11.73,	-2.64,	-0.65
10.06,	4.02,	2.34
9.58,	4.66,	4.84
6.60,	-7.31,	-1.88
5.56,	-2.95,	2.02
6.21,	2.66,	4.64
9.03,	-0.72,	2.09
11.62,	-4.05,	2.95
13.73,	-1.10,	0.17
12.28,	5.84,	4.24
10.16,	-0.78,	-0.64
9.00,	-1.37,	-1.45
9.55,	3.14,	2.67
10.10,	-1.40,	0.96
8.68,	-3.88,	3.30
8.14,	0.88,	5.14
7.37,	1.58,	6.96
9.75,	-2.05,	0.88
9.78,	-1.38,	2.64
11.47,	-1.38,	-3.24
11.35,	3.19,	0.99
10.63,	-1.93,	-1.62
11.65,	0.36,	-1.87
10.53,	3.56,	6.01
10.66,	-4.51,	0.54
9.20,	0.39,	4.82
8.12,	4.44,	6.95
5.68,	-5.04,	0.36
6.07,	-4.83,	-0.05
9.12,	1.37,	2.10
11.69,	0.73,	0.18
13.13,	-1.45,	0.76
13.92,	-0.22,	-0.52
11.59,	5.34,	4.47
10.49,	1.07,	2.87
9.09,	-2.42,	2.07
7.36,	-0.17,	3.65
4.01,	0.32,	3.41
4.40,	-1.81,	2.56
10.17,	-3.26,	1.36
12.58,	-2.21,	0.94
13.99,	4.37,	2.94
12.67,	1.21,	3.70
12.65,	-1.32,	-2.57
9.97,	6.04,	4.76
