x,	y,	z
10.62,	-2.88,	-0.40
13.32,	3.48,	3.06
12.61,	0.37,	2.97
13.85,	-0.42,	-1.30
11.78,	6.77,	5.45
7.98,	-1.45,	0.52
7.73,	-4.59,	-0.79
7.07,	0.08,	3.73
5.69,	-1.73,	1.74
6.93,	0.66,	4.10
9.75,	-1.40,	3.65
14.20,	-1.07,	0.24
13.60,	3.71,	5.38
11.88,	-1.19,	-2.18
11.35,	2.11,	-0.85
7.67,	0.21,	1.02
7.86,	-4.68,	-2.00
9.54,	1.98,	4.41
9.63,	0.86,	5.19
7.33,	-4.20,	3.14
8.82,	0.84,	4.87
10.72,	0.66,	2.33
11.01,	-2.91,	-1.15
10.64,	-0.54,	-0.38
10.96,	1.62,	-0.52
10.65,	2.43,	1.08
9.67,	0.04,	2.12
10.69,	-3.56,	0.66
10.93,	2.99,	4.15
8.24,	-0.33,	5.26
7.32,	-5.32,	-0.42
7.44,	0.24,	4.30
8.28,	-0.64,	0.57
8.89,	-0.54,	2.02
11.51,	-0.82,	0.23
14.50,	2.22,	0.63
12.68,	2.76,	2.58
10.20,	-1.25,	0.74
9.96,	1.96,	3.26
8.75,	0.46,	3.57
6.28,	-4.58,	1.84
4.96,	-0.10,	2.92
7.04,	2.40,	4.03
11.21,	-4.10,	-0.78
13.07,	-3.56,	0.50
14.71,	3.91,	1.58
13.35,	4.76,	3.55
10.47,	-2.07,	-0.35
8.26,	-0.26,	1.90
7.65,	1.45,	2.38
7.12,	-2.06,	1.63
6.00,	-4.38,	1.75
7.36,	-0.26,	3.49
10.59,	2.05,	4.02
12.57,	-2.20,	2.31
13.45,	-2.70,	-0.52
13.15,	5.27,	1.58
9.83,	2.00,	0.71
7.86,	-5.17,	-3.50
9.36,	1.72,	2.27
9.80,	2.45,	4.17
8.58,	-3.60,	2.93
8.26,	-1.46,	5.09
8.71,	0.46,	5.04
9.51,	-0.68,	1.78
9.84,	-0.54,	1.69
10.94,	-2.41,	-2.38
12.39,	2.48,	-1.43
10.79,	1.08,	1.33
10.85,	-2.74,	-2.35
10.06,	4.10,	6.45
10.40,	-0.10,	3.83
8.33,	-2.64,	3.89
7.34,	0.78,	4.63
6.68,	-1.52,	2.17
7.21,	-3.97,	-0.34
9.17,	-1.00,	1.34
11.88,	1.25,	0.31
13.76,	3.23,	3.05
13.46,	-2.32,	0.51
11.60,	1.58,	1.63
9.71,	6.85,	6.15
7.66,	-2.84,	0.99
6.83,	-4.82,	0.85
5.86,	-0.41,	3.45
6.10,	0.38,	2.15
9.24,	-1.67,	3.28
12.78,	-5.26,	-0.91
15.47,	5.16,	3.32
12.20,	4.09,	5.41
11.81,	-2.10,	-3.17
8.84,	3.44,	4.54
7.05,	-3.01,	-1.06
7.43,	-2.35,	0.72
7.22,	-0.62,	3.69
7.89,	-2.81,	1.75
9.53,	1.26,	4.75
11.56,	1.02,	3.86
13.23,	-2.42,	-0.66
12.62,	1.77,	0.40
9.97,	1.03,	0.24
9.47,	-1.41,	-2.84
8.57,	2.58,	2.81
8.84,	-1.93,	2.83
9.54,	-3.45,	2.14
9.46,	4.43,	7.87
7.95,	-2.06,	2.99
8.57,	-5.73,	-0.24
9.94,	1.46,	1.81
10.87,	2.66,	0.12
10.73,	-2.10,	-0.77
12.19,	-1.19,	-1.74
12.16,	4.84,	3.47
9.62,	0.95,	3.13
9.79,	-1.94,	2.07
9.73,	2.16,	5.51
6.48,	-2.38,	2.31
5.46,	-3.01,	1.33
7.89,	-0.49,	2.50
9.72,	-3.32,	-1.02
12.46,	1.84,	1.75
13.02,	2.02,	3.09
14.13,	-0.37,	-0.77
12.25,	4.22,	4.39
8.08,	-0.60,	1.77
6.80,	-1.82,	1.06
7.05,	0.59,	3.58
6.38,	-4.10,	1.46
7.09,	-1.07,	2.13
9.33,	2.17,	4.93
14.06,	-1.43,	-0.69
14.38,	-0.13,	3.09
13.15,	0.34,	-1.10
11.99,	5.86,	2.43
7.69,	-2.62,	0.45
7.01,	-7.14,	-3.45
7.75,	4.13,	5.65
7.59,	0.78,	3.63
7.71,	-4.65,	2.24
9.46,	0.35,	5.30
12.06,	1.69,	2.57
12.37,	0.47,	1.32
11.63,	-1.54,	-1.47
11.54,	0.75,	-1.98
9.22,	2.81,	1.43
7.61,	-1.74,	0.39
9.82,	-1.23,	2.60
10.38,	0.89,	5.27
8.42,	-2.49,	4.27
8.20,	-1.26,	3.01
8.53,	-0.15,	3.27
9.18,	-3.94,	-1.37
10.08,	1.79,	1.75
10.64,	0.89,	1.64
13.82,	1.52,	-1.35
12.41,	4.81,	4.70
10.10,	-4.59,	-0.93
10.07,	0.08,	1.62
8.47,	3.98,	6.83
6.27,	-5.93,	0.59
5.60,	-1.57,	2.90
